"Drug_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"VEGFR inhibitor",-0.2715,0.741741868846568,0.999534634664959,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999999744255948
"calcium channel blocker",-0.27525,0.937528775315966,0.866095767459057,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999999744255948
"adrenergic receptor antagonist",-0.275916666666667,0.770525494632584,0.998631425519013,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999999744255948
"androgen receptor antagonist",-0.29825,1.28566609018615,0.0133614857041065,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,3,"HCC95, A549, HCC15",0.0616112951911576
"bacterial 50S ribosomal subunit inhibitor",-0.31975,0.987198158702423,0.630216737456706,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.890721202320646
"Aurora kinase inhibitor",-0.37975,1.24472122654761,0.0085197872386698,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.0441963963005996
"PARP inhibitor",-0.394416666666667,1.1955539954601,0.044614158385556,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.127688798137971
"DNA alkylating agent",-0.401166666666667,0.901674486046865,0.846215198379105,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999999744255948
"potassium channel blocker",-0.408,1.0340825534128,0.399605399146996,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.663344962584014
"sodium channel blocker",-0.409833333333333,0.682226013380708,0.998626395757675,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999999744255948
"DNA synthesis inhibitor",-0.438166666666667,1.10393995499865,0.226980227883247,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.41865242031799
"vitamin D receptor agonist",-0.442416666666667,1.55978701683236,0.0206707016748029,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,3,"H1648, H2126, H1299",0.08169848757184
"MET inhibitor",-0.4645,1.14146233960095,0.165128270570095,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC95",0.334284059934583
"cyclooxygenase inhibitor",-0.46875,0.609628370402822,0.999158830773346,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999999744255948
"tubulin polymerization inhibitor",-0.49775,1.28656894844035,0.00133279142519831,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,3,"HCC95, H2126, H1299",0.012291298699051
"PLK inhibitor",-0.596666666666667,1.47931392779548,9.53613193296986e-06,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,3,"HCC95, H460, H1299",0.000395749475218249
"microtubule inhibitor",-0.613833333333333,1.17771124978867,0.00249951164829279,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,3,"H2126, H460, H1299",0.0172882889006918
"topoisomerase inhibitor",-0.66875,1.22133058029497,0.00183574463749805,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"H1299, H1703",0.0152366804912338
"ATPase inhibitor",-0.752666666666667,1.00384717537838,0.0468005257141872,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"H1299",0.129481454475918
"serotonin receptor agonist",-0.81,1.27959148310559,0.00014168317666895,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"H1975",0.00167995766621755
"HSP inhibitor",-0.958416666666667,0.69444293676604,0.124673963675616,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.265331768848105
