"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"H1650","Pearson.est","cyclooxygenase inhibitor",-0.33401,-0.889,0.559,1373,0.72,"metoxibutropate, FR.122047, FK.3311, naproxen",0.252588192113577,0.142667503568732,FALSE
"H1650","Pearson.est","cytochrome P450 inhibitor",-0.40919,-1.12,0.319,1261,0.815,"clotrimazole, metyrapone",0.496209316942819,0.0888423912600234,FALSE
"H1650","Pearson.est","DNA alkylating agent",0.48766,1.23,0.218,376,0.586,"estramustine, carmustine, mitomycin.c, carboplatin, satraplatin, melphalan",0.661543506395395,0.232102383981909,FALSE
"H1650","Pearson.est","DNA inhibitor",0.405,1.03,0.423,424,0.683,"carmustine, oxaliplatin, chlorambucil, carboplatin, pibenzimol, bendamustine, melphalan, mechlorethamine, valrubicin",0.373659632624958,0.165579296318467,FALSE
"H1650","Pearson.est","DNA methyltransferase inhibitor",0.62668,1.61,0.0335,329,0.217,"decitabine, disulfiram, SGI.1027, fdcyd",1.47495519296315,0.66354026615147,TRUE
"H1650","Pearson.est","DNA polymerase inhibitor",-0.30496,-0.823,0.633,1271,0.753,"cidofovir, menadione",0.198596289982645,0.123205023799299,FALSE
"H1650","Pearson.est","DNA synthesis inhibitor",-0.35013,-0.954,0.483,1167,0.745,"enocitabine, artemisinin, CB.10.277, estramustine.phosphate",0.316052869248488,0.127843727251707,FALSE
"H1650","Pearson.est","dopamine receptor antagonist",-0.33122,-0.894,0.545,1284,0.737,"nemonapride, clebopride, piperacetazine, remoxipride",0.263603497723358,0.132532512140949,FALSE
"H1650","Pearson.est","estrogen receptor agonist",-0.4736,-1.23,0.192,1159,0.695,"levonorgestrel, estradiol, estradiol.cypionate",0.71669877129645,0.158015195409886,FALSE
"H1650","Pearson.est","estrogen receptor antagonist",-0.50094,-1.35,0.143,890,0.567,"toremifene, danazol, clomifene, raloxifene, fulvestrant",0.844663962534938,0.246416941107093,FALSE
"H1650","Pearson.est","FGFR inhibitor",0.31472,0.788,0.742,324,0.914,"dovitinib, regorafenib, nintedanib",0.129596094720973,0.0390538042661686,FALSE
"H1650","Pearson.est","FLT3 inhibitor",0.44308,1.11,0.345,439,0.637,"sorafenib, dovitinib, tozasertib, TG.101348, KW.2449, tandutinib, tyrphostin.AG.1296, ENMD.2076, sunitinib",0.462180904926726,0.19586056766465,FALSE
"H1650","Pearson.est","glucocorticoid receptor agonist",0.27445,0.694,0.812,168,0.889,"hydrocortisone, prednisolone.hemisuccinate, fluorometholone, fluticasone.propionate, beclomethasone.dipropionate",0.0904439707588247,0.0510982390297863,FALSE
"H1650","Pearson.est","glutamate receptor antagonist",-0.42851,-1.16,0.241,1371,0.781,"MTPG, SIB.1757, CGP.37849",0.617982957425132,0.1073489661227,FALSE
"H1650","Pearson.est","glycogen synthase kinase inhibitor",0.36414,0.92,0.547,924,0.834,"CHIR.99021, kenpaullone, AZD2858, indirubin, TWS.119, GSK.3.inhibitor.IX, CHIR.98014, tideglusib, LY2090314",0.262012673666569,0.0788339493622613,FALSE
"H1650","Pearson.est","growth factor receptor inhibitor",0.49613,1.27,0.201,210,0.614,"danusertib, PHA.848125, GSK1838705A",0.696803942579511,0.211831628858832,FALSE
"H1650","Pearson.est","HCV inhibitor",-0.36027,-0.976,0.448,1427,0.768,"PSI.7976",0.348721986001856,0.114638779968488,FALSE
"H1650","Pearson.est","HDAC inhibitor",-0.19221,-0.511,0.98,1345,0.976,"mocetinostat, romidepsin, JNJ.26481585",0.00877392430750515,0.0105501823333082,FALSE
"H1650","Pearson.est","histamine receptor antagonist",-0.39816,-1.08,0.36,1084,0.712,"nizatidine, ranitidine, cimetidine, lafutidine, BF2.649, tecastemizole, famotidine, astemizole, chloropyramine",0.443697499232713,0.147520006363144,FALSE
"H1650","Pearson.est","HMGCR inhibitor",-0.58846,-1.59,0.0576,1099,0.407,"lovastatin, simvastatin, fluvastatin, pitavastatin",1.23957751657679,0.39040559077478,FALSE
"H1650","Pearson.est","HSP inhibitor",0.5087,1.28,0.174,432,0.682,"SNX.2112, NVP.AUY922, ganetespib, XL888, tanespimycin, SNX.5422, BIIB021, NMS.E973, PU.H71, alvespimycin",0.7594507517174,0.166215625343521,FALSE
"H1650","Pearson.est","JAK inhibitor",0.30266,0.771,0.717,291,0.892,"AZD1480, tozasertib, TG.101348, AZ960, AT.9283",0.1444808443322,0.0496351456238769,FALSE
"H1650","Pearson.est","KIT inhibitor",0.37336,0.917,0.542,463,0.812,"sorafenib, OSI.930, KI.8751, tandutinib, regorafenib, cediranib, sunitinib, masitinib",0.266000713461613,0.0904439707588247,FALSE
"H1650","Pearson.est","MDM inhibitor",-0.37143,-0.968,0.449,1316,0.75,"serdemetan, RITA",0.347753658996677,0.1249387366083,FALSE
"H1650","Pearson.est","MEK inhibitor",0.44378,1.11,0.339,248,0.637,"PD.0325901, cobimetinib, refametinib, trametinib, Ro.4987655, AS.703026",0.469800301796918,0.19586056766465,FALSE
"H1650","Pearson.est","MET inhibitor",-0.39804,-1.08,0.334,1424,0.712,"PF.04217903",0.476253533188435,0.147520006363144,FALSE
"H1650","Pearson.est","microtubule inhibitor",0.488,1.24,0.219,126,0.6,"vinflunine, D.64131, cabazitaxel, vinblastine",0.659555885159882,0.221848749616356,FALSE
"H1650","Pearson.est","mTOR inhibitor",-0.48457,-1.27,0.201,1165,0.67,"everolimus, temsirolimus, LY3023414, PKI.179, torin.2, PF.05212384, GSK2126458, PI.103, WAY.600, deforolimus, SB.2343, sirolimus",0.696803942579511,0.173925197299174,FALSE
"H1650","Pearson.est","NFkB pathway inhibitor",0.31241,0.77,0.732,420,0.87,"bortezomib, parthenolide, curcumin, parthenolide...., EVP4593, BAY.11.7082",0.135488918941608,0.0604807473813815,FALSE
"H1650","Pearson.est","opioid receptor agonist",0.44695,1.1,0.346,474,0.63,"trimebutine, salvinorin.a, spiradoline, ADL5859",0.460923901207223,0.200659450546418,FALSE
"H1650","Pearson.est","p38 MAPK inhibitor",0.49107,1.22,0.24,91,0.574,"skepinone.l, talmapimod",0.619788758288394,0.241088107602027,FALSE
"H1650","Pearson.est","PARP inhibitor",0.7127,1.81,0.0153,282,0.136,"niraparib, talazoparib, olaparib, PJ.34, endo.IWR.1",1.8153085691824,0.866461091629782,TRUE
"H1650","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.4571,1.14,0.316,463,0.633,"sorafenib, axitinib, crenolanib, dovitinib, KI.8751, CP.673451, tandutinib, regorafenib, nintedanib, trapidil, sunitinib, SU014813, masitinib",0.500312917381596,0.198596289982645,FALSE
"H1650","Pearson.est","phosphatase inhibitor",-0.37351,-1,0.423,1244,0.795,"BVT.948, menadione, mycophenolate.mofetil, bis.maltolato.oxovanadium.IV.",0.373659632624958,0.0996328713435297,FALSE
"H1650","Pearson.est","phosphodiesterase inhibitor",-0.27408,-0.725,0.791,1200,0.879,"cilostamide, GSK256066, EMD.53998",0.101823516502323,0.0560111249262281,FALSE
"H1650","Pearson.est","PI3K inhibitor",-0.25728,-0.685,0.826,1195,0.906,"LY3023414, PI3K.IN.2, PKI.179, idelalisib, PF.05212384, GSK2126458, PI.103, SB.2343",0.0830199526796178,0.0428718023231869,FALSE
"H1650","Pearson.est","PLK inhibitor",0.9121,2.33,0,85,0,"GW.843682X, volasertib, NMS.1286937, rigosertib, HMN.214, BI.2536",Inf,Inf,TRUE
"H1650","Pearson.est","potassium channel blocker",-0.30929,-0.836,0.613,1430,0.758,"ibutilide",0.212539525481585,0.120330794367946,FALSE
"H1650","Pearson.est","PPAR receptor agonist",-0.66674,-1.77,0.0224,1291,0.5,"S26948, clofibrate, fenofibrate, GW.501516",1.64975198166584,0.301029995663981,FALSE
"H1650","Pearson.est","progesterone receptor agonist",-0.22784,-0.605,0.899,1159,0.943,"levonorgestrel, norethindrone.acetate",0.0462403082667712,0.0254883072626717,FALSE
"H1650","Pearson.est","proteasome inhibitor",0.51224,1.29,0.191,405,0.714,"bortezomib, ixazomib, carfilzomib, MG.132",0.718966632752272,0.146301788223826,FALSE
"H1650","Pearson.est","protein synthesis inhibitor",0.41741,1.05,0.389,292,0.672,"harringtonine, tedizolid.phosphate, anguidine, cycloheximide, bruceantin, homoharringtonine, puromycin",0.410050398674292,0.172630726946175,FALSE
"H1650","Pearson.est","protein tyrosine kinase inhibitor",0.35833,0.908,0.566,16,0.803,"PP.121",0.247183568811729,0.095284454721319,FALSE
"H1650","Pearson.est","RAF inhibitor",0.46645,1.15,0.273,554,0.644,"sorafenib, SB.590885, dabrafenib, regorafenib, TAK.632, GDC.0879, AZ.628, vemurafenib",0.563837352959244,0.191114132640188,FALSE
"H1650","Pearson.est","RET tyrosine kinase inhibitor",0.42025,1.05,0.393,290,0.672,"sorafenib, cabozantinib, regorafenib",0.405607449624573,0.172630726946175,FALSE
"H1650","Pearson.est","retinoid receptor agonist",0.19188,0.485,0.989,223,1,"tamibarotene",0.0048037084028206,0,FALSE
"H1650","Pearson.est","ribonucleotide reductase inhibitor",0.33652,0.844,0.659,363,0.845,"cytarabine, pentostatin, cladribine, fludarabine",0.18111458540599,0.0731432910503077,FALSE
"H1650","Pearson.est","serotonin receptor agonist",0.73148,1.84,0.00969,93,0.215,"aripiprazole, pardoprunox, zolmitriptan",2.01367622294923,0.667561540084395,TRUE
"H1650","Pearson.est","serotonin receptor antagonist",0.6872,1.72,0.0294,386,0.126,"aripiprazole, SB.200646, paliperidone, lurasidone, pirenperone, SB.216641, ziprasidone, sertindole",1.53165266958784,0.899629454882437,TRUE
"H1650","Pearson.est","sodium channel blocker",0.2338,0.593,0.931,429,0.969,"brivaracetam, mexiletine, benzocaine, mepivacaine",0.0310503190186574,0.0136762229492347,FALSE
"H1650","Pearson.est","src inhibitor",-0.34202,-0.898,0.556,1051,0.757,"bosutinib, PP.2, ZM.306416, dasatinib, saracatinib, PP.1",0.254925208417942,0.120904120499927,FALSE
"H1650","Pearson.est","sterol demethylase inhibitor",0.19198,0.481,0.978,475,0.985,"chlormidazole, lanoconazole",0.00966114521239857,0.00656376950238827,FALSE
"H1650","Pearson.est","TGF beta receptor inhibitor",-0.40915,-1.1,0.337,590,0.755,"SB.431542, LY2109761, repsox, SB.525334, adaprev, D.4476",0.472370099128661,0.122053048370812,FALSE
"H1650","Pearson.est","thymidylate synthase inhibitor",0.48768,1.2,0.263,579,0.579,"carmofur, trifluridine, capecitabine, raltitrexed",0.580044251510242,0.237321436272564,FALSE
"H1650","Pearson.est","topoisomerase inhibitor",0.51288,1.27,0.202,359,0.614,"topotecan, nemorubicin, dexrazoxane, SN.38, daunorubicin, etoposide.phosphate, idarubicin, TAS.103, exatecan.mesylate, amsacrine, rubitecan, genz.644282, amonafide",0.694648630553376,0.211831628858832,FALSE
"H1650","Pearson.est","tubulin polymerization inhibitor",0.7108,1.77,0.0237,321,0.146,"docetaxel, verubulin, vindesine, fosbretabulin, paclitaxel, fenbendazole, KX2.391, epothilone.b, taltobulin, albendazole, BNC105, dolastatin.10, oxibendazole, vinblastine, plinabulin, ABT.751, vincristine, CYT.997, combretastatin.A.4, parbendazole, indibulin",1.6252516539899,0.835647144215563,TRUE
"H1650","Pearson.est","tyrosine kinase inhibitor",0.30262,0.755,0.749,25,0.87,"sorafenib, PP.121, tivantinib",0.125518182300534,0.0604807473813815,FALSE
"H1650","Pearson.est","VEGFR inhibitor",0.29552,0.737,0.771,447,0.875,"sorafenib, OSI.930, axitinib, dovitinib, KI.8751, semaxanib, cabozantinib, regorafenib, nintedanib, cediranib, tivozanib, ENMD.2076, sunitinib, golvatinib, SU014813",0.112945621949043,0.0579919469776868,FALSE
"H1650","Pearson.est","vitamin D receptor agonist",-0.64135,-1.72,0.0354,1225,0.333,"calcitriol, paricalcitol",1.45099673797421,0.47755576649368,FALSE
"HCC95","Pearson.est","EGFR inhibitor",-0.7411,-1.89,0.00798,1158,0.433,"PD.168393, FERb.033, salvianolic.acid.B, brigatinib, ARRY.334543, WZ.4002, pelitinib, BIBX.1382, AEE788, rociletinib, BIBU.1361, BMS.599626, poziotinib, WZ8040, icotinib, WZ.3146, BMS.690514, AZD8931, CNX.2006, erlotinib, dacomitinib, neratinib, osimertinib, canertinib, CUDC.101, afatinib, tucatinib, gefitinib, XL.647, CP.724714, lapatinib",2.09799710864927,0.363512103646635,FALSE
"HCC95","Pearson.est","Abl kinase inhibitor",0.27185,0.672,0.864,102,0.935,"KW.2449, GZD824",0.0634862575211067,0.0291883891274822,FALSE
"HCC95","Pearson.est","acetylcholine receptor agonist",0.63397,1.56,0.0514,395,0.432,"tremorine, xanomeline, nefiracetam, oxiracetam",1.28903688100472,0.364516253185088,FALSE
"HCC95","Pearson.est","acetylcholine receptor antagonist",-0.42401,-1.11,0.322,1327,0.718,"dicycloverine, diphemanil",0.492144128304169,0.1438755557577,FALSE
"HCC95","Pearson.est","adenosine receptor antagonist",-0.49374,-1.28,0.205,1367,0.989,"PSB.1115, CGS.15943",0.688246138944246,0.0048037084028206,FALSE
"HCC95","Pearson.est","adrenergic receptor agonist",0.29311,0.723,0.78,167,0.991,"isoxsuprine, xylazine, ritodrine",0.10790539730952,0.00392634551472468,FALSE
"HCC95","Pearson.est","adrenergic receptor antagonist",-0.26514,-0.705,0.83,1363,0.858,"dihydroergocristine, atenolol......, practolol",0.0809219076239261,0.0665127121512946,FALSE
"HCC95","Pearson.est","AKT inhibitor",-0.37794,-0.982,0.412,1061,0.678,"triciribine, GSK2110183, A.674563, AT7867, GDC.0068, uprosertib",0.385102783966865,0.168770306132937,FALSE
"HCC95","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.46196,-1.26,0.191,1027,0.925,"SB.505124, alectinib, NVP.TAE684, brigatinib, CEP.37440, AZD3463",0.718966632752272,0.0338582672609674,FALSE
"HCC95","Pearson.est","androgen receptor antagonist",0.42804,1.05,0.386,164,0.789,"flutamide",0.413412695328245,0.10292299679058,FALSE
"HCC95","Pearson.est","antioxidant",0.58078,1.45,0.0847,500,0.496,"benfotiamine, trolox, taurine, mesna, chlorogenic.acid",1.07211658966929,0.304518323509803,FALSE
"HCC95","Pearson.est","AP inhibitor",0.35959,0.859,0.616,24,0.954,"idronoxil",0.210419287835575,0.0204516252959049,FALSE
"HCC95","Pearson.est","ATPase inhibitor",0.27935,0.705,0.801,9,0.991,"k.strophanthidin",0.0963674839157623,0.00392634551472468,FALSE
"HCC95","Pearson.est","Aurora kinase inhibitor",0.2807,0.7,0.821,406,0.972,"KW.2449, ZM.447439, SNS.314, aurora.a.inhibitor.i, MK.5108, AMG900, AT.9283, PF.03814735, CYC116",0.0856568428805592,0.0123337350737254,FALSE
"HCC95","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.4049,1.01,0.444,344,0.804,"tilmicosin, josamycin, dirithromycin",0.35261702988538,0.0947439512515487,FALSE
"HCC95","Pearson.est","bacterial DNA gyrase inhibitor",0.5687,1.41,0.109,373,0.484,"nadifloxacin, finafloxacin, norfloxacin, trovafloxacin, sparfloxacin",0.962573502059376,0.315154638355588,FALSE
"HCC95","Pearson.est","BCL inhibitor",-0.27778,-0.729,0.786,1240,0.877,"venetoclax, obatoclax",0.104577453960592,0.0570004066339595,FALSE
"HCC95","Pearson.est","Bcr.Abl kinase inhibitor",-0.32214,-0.834,0.655,1246,0.763,"dasatinib, metatinib, imatinib",0.183758700008217,0.11747546204512,FALSE
"HCC95","Pearson.est","benzodiazepine receptor agonist",0.24587,0.608,0.916,172,0.936,"CGS.20625, indiplon",0.0381045263321496,0.0287241512618947,FALSE
"HCC95","Pearson.est","bromodomain inhibitor",0.5426,1.34,0.152,18,0.545,"PFI.1",0.818156412055227,0.263603497723358,FALSE
"HCC95","Pearson.est","calcium channel blocker",-0.39858,-1.08,0.354,1296,0.623,"mibefradil, tetrandrine, penfluridol",0.450996737974212,0.20551195334083,FALSE
"HCC95","Pearson.est","CC chemokine receptor antagonist",0.46241,1.13,0.32,143,0.687,"MK.0812, UNBS.5162",0.494850021680094,0.16304326294045,FALSE
"HCC95","Pearson.est","CDK inhibitor",-0.47113,-1.23,0.24,1067,0.81,"CR8..R., BMS.265246, aminopurvalanol.a, AZD5438, AT.7519, alvocidib, JNJ.7706621, PHA.793887, ribociclib, palbociclib, dinaciclib, arcyriaflavin.a, BMS.387032",0.619788758288394,0.0915149811213502,FALSE
"HCC95","Pearson.est","CHK inhibitor",-0.62405,-1.61,0.051,1089,0.688,"LY2603618, AZD7762, LY2606368, SCH.900776, PF.477736",1.29242982390206,0.162411561764489,FALSE
"HCC95","Pearson.est","cyclooxygenase inhibitor",0.45775,1.15,0.276,128,0.678,"AM.404, suxibuzone, ketoprofen, metoxibutropate, phenylbutazone, naproxen",0.559090917934782,0.168770306132937,FALSE
"HCC95","Pearson.est","cytochrome P450 inhibitor",0.74196,1.79,0.00984,178,0.188,"eplerenone, cobicistat, metyrapone",2.00700490156866,0.72584215073632,TRUE
"HCC95","Pearson.est","DNA alkylating agent",-0.40951,-1.09,0.334,1356,0.675,"mitomycin.c, dacarbazine",0.476253533188435,0.170696227168975,FALSE
"HCC95","Pearson.est","DNA inhibitor",-0.21899,-0.577,0.93,1443,0.943,"mechlorethamine",0.0315170514460649,0.0254883072626717,FALSE
"HCC95","Pearson.est","DNA methyltransferase inhibitor",-0.31133,-0.837,0.636,1093,0.814,"disulfiram, SGI.1027, azacitidine",0.196542884351586,0.0893755951107988,FALSE
"HCC95","Pearson.est","DNA polymerase inhibitor",-0.31115,-0.812,0.633,1379,0.775,"cidofovir",0.198596289982645,0.11069829749369,FALSE
"HCC95","Pearson.est","DNA synthesis inhibitor",0.35427,0.869,0.617,199,0.967,"nelarabine, artesunate, CB.10.277, estramustine.phosphate",0.209714835966758,0.0145735259169983,FALSE
"HCC95","Pearson.est","dopamine receptor antagonist",0.32475,0.806,0.712,253,0.966,"paliperidone, nemonapride, raclopride, clebopride",0.147520006363144,0.0150228735845067,FALSE
"HCC95","Pearson.est","estrogen receptor agonist",-0.41475,-1.11,0.341,1351,0.718,"equol, levonorgestrel",0.467245621007502,0.1438755557577,FALSE
"HCC95","Pearson.est","estrogen receptor antagonist",0.51015,1.26,0.202,261,0.593,"fulvestrant, raloxifene, toremifene, danazol",0.694648630553376,0.226945306635737,FALSE
"HCC95","Pearson.est","FGFR inhibitor",0.34086,0.847,0.633,4,0.919,"MK.2461",0.198596289982645,0.0366844886138887,FALSE
"HCC95","Pearson.est","FLT3 inhibitor",0.32962,0.805,0.685,52,0.94,"KW.2449, gilteritinib",0.164309428507574,0.0268721464003014,FALSE
"HCC95","Pearson.est","glucocorticoid receptor agonist",-0.38943,-1.03,0.386,1087,0.62,"triamcinolone.acetonide, desonide, dexamethasone.acetate, betamethasone, halobetasol.propionate, fluorometholone, ciclesonide, beclomethasone.dipropionate, fluticasone.propionate, methylprednisolone, difluprednate, halcinonide, flumethasone.pivalate, prednisolone.acetate, flumethasone",0.413412695328245,0.207608310501746,FALSE
"HCC95","Pearson.est","glutamate receptor antagonist",0.25273,0.63,0.892,357,0.936,"JNJ.16259685, kynurenic.acid, LY456236, MTPG",0.0496351456238769,0.0287241512618947,FALSE
"HCC95","Pearson.est","glycogen synthase kinase inhibitor",0.51858,1.27,0.194,427,0.608,"kenpaullone, GSK.3.inhibitor.IX, LY2090314, TWS.119",0.712198270069774,0.216096420727265,FALSE
"HCC95","Pearson.est","growth factor receptor inhibitor",-0.55716,-1.39,0.159,1203,0.806,"GW.441756, AZD3463",0.798602875679548,0.0936649581949093,FALSE
"HCC95","Pearson.est","HCV inhibitor",0.28362,0.691,0.845,85,0.935,"mericitabine",0.0731432910503077,0.0291883891274822,FALSE
"HCC95","Pearson.est","HDAC inhibitor",0.34106,0.852,0.614,397,0.938,"RGFP966, R306465, entinostat, RG2833, romidepsin, nexturastat.a, panobinostat, AR.42, mocetinostat, belinostat",0.211831628858832,0.0277971616209356,FALSE
"HCC95","Pearson.est","histamine receptor antagonist",0.36832,0.909,0.572,210,0.918,"ICI.162846, BF2.649, famotidine, epinastine, nizatidine",0.242603971206976,0.0371573187987575,FALSE
"HCC95","Pearson.est","HMGCR inhibitor",0.88203,2.18,0,176,0.0055,"mevastatin, lovastatin, pitavastatin, fluvastatin, atorvastatin, simvastatin",Inf,2.25963731050576,TRUE
"HCC95","Pearson.est","HSP inhibitor",0.70327,1.76,0.0118,240,0.177,"SNX.5422, BIIB021, ganetespib, XL888, tanespimycin, KW.2478, SNX.2112, NVP.AUY922",1.92811799269387,0.752026733638193,TRUE
"HCC95","Pearson.est","JAK inhibitor",-0.35474,-0.913,0.536,1162,0.772,"CEP.33779, filgotinib, atiprimod, ruxolitinib, pacritinib",0.27083521030723,0.112382699664264,FALSE
"HCC95","Pearson.est","KIT inhibitor",-0.40636,-1.1,0.32,1180,0.695,"pazopanib, tandutinib, dasatinib, sunitinib, lenvatinib, imatinib",0.494850021680094,0.158015195409886,FALSE
"HCC95","Pearson.est","MDM inhibitor",0.54328,1.34,0.173,348,0.545,"AMG.232, CGM097, serdemetan",0.761953896871205,0.263603497723358,FALSE
"HCC95","Pearson.est","MEK inhibitor",0.30242,0.75,0.748,254,0.979,"arctigenin, PD.184352, refametinib, nobiletin",0.126098402135539,0.00921730819686218,FALSE
"HCC95","Pearson.est","MET inhibitor",0.8132,2,0,237,0.0366,"NVP.BVU972, PHA.665752, AMG458, PF.04217903",Inf,1.43651891460559,TRUE
"HCC95","Pearson.est","microtubule inhibitor",0.37536,0.936,0.531,199,0.928,"cytochalasin.b, secnidazole, estramustine.phosphate",0.274905478918531,0.0324520237811379,FALSE
"HCC95","Pearson.est","mTOR inhibitor",-0.46661,-1.25,0.216,1066,0.846,"sirolimus, everolimus, MLN0128, PI.103, OSI.027, WAY.600, XL388, torin.1, PKI.179, PF.05212384, AZD8055, PP242, ku.0063794, WYE.354, GDC.0980, WYE.125132",0.665546248849069,0.0726296369609765,FALSE
"HCC95","Pearson.est","NFkB pathway inhibitor",0.6393,1.57,0.0575,300,0.489,"BAY.11.7085, parthenolide, BAY.11.7082, tyloxapol",1.24033215531037,0.31069114087638,FALSE
"HCC95","Pearson.est","opioid receptor agonist",0.62423,1.52,0.0657,385,0.457,"cebranopadol, trimebutine, spiradoline, BW.180C",1.18243463044022,0.34008379993015,FALSE
"HCC95","Pearson.est","p38 MAPK inhibitor",0.37627,0.924,0.534,309,0.919,"TAK.715, VX.702",0.272458742971444,0.0366844886138887,FALSE
"HCC95","Pearson.est","PARP inhibitor",0.57243,1.42,0.116,133,0.509,"AG.14361, AZD2461",0.935542010773082,0.293282217663241,FALSE
