"Drug_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"protein synthesis inhibitor",0.215666666666667,1.1380993972827,0.223548542544777,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.345867556390032
"Abl kinase inhibitor",0.211666666666667,1.19977745952362,0.0967920359681462,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H2009",0.184580161613674
"AKT inhibitor",0.202066666666667,1.11403984711157,0.294622577041667,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.431411630668156
"sodium channel blocker",0.202066666666667,0.997834259546048,0.76415742175529,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.829002800604204
"Aurora kinase inhibitor",0.193466666666667,1.39324604875842,0.000651457895030568,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H2009, HCC15",0.00667744342406333
"JAK inhibitor",0.1906,1.05944829308196,0.517734247793136,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.643245580591472
"PPAR receptor agonist",0.180333333333333,1.15114551643135,0.324169860550375,"HCC827, HCC95, H1650, H1975, H2126, H3255, A549, HCC15, H520",9,0,"",0.446884199423928
"topoisomerase inhibitor",0.174133333333333,1.22948914284794,0.0374414601257941,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H2009, H520",0.105368441998517
"thymidylate synthase inhibitor",0.172666666666667,1.33068755947908,0.00683375180867201,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0311315360172836
"proteasome inhibitor",0.1566,1.66280661189792,0.0004488483204824,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,6,"H1650, H2009, H2126, HCC15, HCC44, H520",0.00613426037992614
"calcium channel blocker",0.1564,1.00755147333949,0.749350522627746,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.829002800604204
"adrenergic receptor agonist",0.156066666666667,1.01618062698846,0.738996105873,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.829002800604204
"adrenergic receptor antagonist",0.1464,0.96060968734891,0.876466860201191,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.933380292681788
"retinoid receptor agonist",0.142733333333333,1.49692625386951,0.00113915341974756,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,3,"HCC827, H1650, H460",0.00849187094720905
"HDAC inhibitor",0.140933333333333,1.19780826432916,0.116857029184778,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H520",0.208310356372865
"glutamate receptor antagonist",0.1316,1.03153331086716,0.717593262624976,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.820596210897299
"DNA polymerase inhibitor",0.121133333333333,1.11883203556634,0.281802030716572,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.42014120943198
"p38 MAPK inhibitor",0.112133333333333,1.28435085697387,0.0197801780415804,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H520",0.0623836384388304
"dopamine receptor antagonist",0.104066666666667,1.00620961084278,0.768344059096579,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.829002800604204
"NFkB pathway inhibitor",0.101266666666667,1.01840796390856,0.720523502251287,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.820596210897299
"estrogen receptor agonist",0.0958666666666666,1.23278105266488,0.0539026687462208,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.130000554035003
"growth factor receptor inhibitor",0.0930714285714285,1.33328117320136,0.00758242775850614,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, H1299, H1703, H460, H520",14,2,"HCC95, H1975",0.0327241619051318
"PARP inhibitor",0.0758,1.31580698758269,0.0105458707427728,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0393073364048803
"progesterone receptor agonist",0.0749333333333334,1.22358387339736,0.0602338598054067,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.141119328686953
"sterol demethylase inhibitor",0.0470769230769232,1.44773653574229,0.000410104063120403,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, A549, HCC15, HCC44, H1299, H1703, H520",13,4,"HCC827, HCC95, H1975, H2126",0.00613426037992614
"DNA inhibitor",0.0252666666666666,0.926540220903756,0.959470890947323,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.994414283482524
"adenosine receptor antagonist",0.0247142857142857,1.360399004171,0.00654636876144202,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, H1299, H1703, H460, H520",14,2,"H358, H520",0.0311315360172836
"opioid receptor agonist",0.0243076923076923,1.22585401418871,0.088645632297815,"HCC827, HCC95, H1650, H2009, H2126, H3255, H358, A549, HCC15, H1299, H1703, H460, H520",13,0,"",0.179451622731399
"cyclooxygenase inhibitor",0.0159333333333333,0.877131157049313,0.993011081052835,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.995803359462341
"ribonucleotide reductase inhibitor",0,1.08591001995035,0.50378480371297,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.643245580591472
"DNA alkylating agent",-0.0186666666666666,0.858306028229581,0.995803359462341,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.995803359462341
"mTOR inhibitor",-0.0252666666666666,1.09878448859681,0.454162966796078,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.591132750432991
"serotonin receptor antagonist",-0.0269333333333333,0.911887717607716,0.957515272450734,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.994414283482524
"ALK tyrosine kinase receptor inhibitor",-0.0446666666666667,1.16079736552489,0.25201862318328,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.382694946315351
"glycogen synthase kinase inhibitor",-0.0522,1.21404366831322,0.0961651329110097,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.184580161613674
"PLK inhibitor",-0.0701333333333333,1.52403969139664,0.000999606405274106,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,4,"HCC95, H2009, H460, H520",0.00819677252324767
"MDM inhibitor",-0.0708000000000001,1.66942363972986,1.56270817326498e-05,"HCC827, HCC95, H1650, H1975, H2126, H3255, A549, HCC15, H1703, H520",10,4,"HCC95, H1650, A549, HCC15",0.000640710351038642
"benzodiazepine receptor agonist",-0.0820666666666666,1.02639072667748,0.707471534520014,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.820596210897299
"BCL inhibitor",-0.0991333333333333,1.1177867076547,0.321780236635162,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.446884199423928
"src inhibitor",-0.103733333333333,1.27221451844898,0.0233276406645266,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"HCC95",0.0701848781754521
"DNA synthesis inhibitor",-0.113333333333333,1.08893904241479,0.419663100419937,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.555038294103788
"DNA methyltransferase inhibitor",-0.117923076923077,1.18734714535798,0.206687310061696,"HCC827, HCC95, H1650, H2009, H2126, H3255, H358, A549, HCC15, H1299, H1703, H460, H520",13,1,"H1650",0.325929988943443
"TGF beta receptor inhibitor",-0.134428571428571,1.47191124911617,4.93800000911267e-05,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, H1299, H1703, H460, H520",14,2,"H2126, HCC15",0.0010122900018681
"antioxidant",-0.154461538461539,1.47953413925829,0.00930092235482115,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, HCC15, H1299, H1703, H460, H520",13,3,"HCC95, H358, H1299",0.0369512591797603
"EGFR inhibitor",-0.168266666666667,1.29604301442433,0.0192857874899016,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H1975",0.0623836384388304
"HMGCR inhibitor",-0.237428571428571,1.72200288977137,0.075956984258917,"HCC95, H1650, H2126, A549, HCC15, H1703, H460",7,2,"HCC95, A549",0.163907176558716
"bacterial DNA gyrase inhibitor",-0.255428571428571,1.13860776756162,0.17306815712699,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1703, H460, H520",14,1,"H1703",0.283831777688264
"bacterial 50S ribosomal subunit inhibitor",-0.304466666666667,1.12757558293806,0.133955195667609,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.228840125932165
"bromodomain inhibitor",-0.314769230769231,1.50190352296933,3.03863454928732e-05,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, A549, HCC15, HCC44, H1703, H460, H520",13,4,"HCC95, HCC15, H1703, H520",0.000830560110138535
"glucocorticoid receptor agonist",-0.3748,1.2018185149419,0.041973067144815,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"HCC44",0.107555984558588
"MEK inhibitor",-0.406666666666667,1.33239942888581,0.00179882056502098,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"HCC95, H1703",0.0113464066409016
"AP inhibitor",-0.482846153846154,1.63842718514606,2.24458832074295e-07,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, A549, HCC15, H1299, H1703, H460, H520",13,5,"HCC95, H1975, H2126, A549, H460",1.84056242300922e-05
"HSP inhibitor",-0.5138,1.11503089002695,0.0733558848355029,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,3,"HCC95, HCC44, H520",0.162572501527331
"potassium channel blocker",-0.621,1.06096756869293,0.0651150256396577,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, A549, HCC15, H1703, H460, H520",12,0,"",0.148317558401442
"CHK inhibitor",-0.700214285714286,1.34756236782007,0.0154051456959603,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, H1299, H1703, H460, H520",14,4,"HCC95, H1650, H2126, A549",0.0526342477945311
