"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"HCC827","Pearson.est","DNA inhibitor",0.2113,0.555,0.952,199,1,"carmustine, tirapazamine, mechlorethamine",0.0213630516155257,0,FALSE
"HCC827","Pearson.est","DNA methyltransferase inhibitor",-0.33493,-0.895,0.544,1422,0.847,"fdcyd",0.26440110030182,0.0721165896692931,FALSE
"HCC827","Pearson.est","DNA polymerase inhibitor",0.26901,0.713,0.796,369,1,"cidofovir, famciclovir, foscarnet",0.0990869322623309,0,FALSE
"HCC827","Pearson.est","DNA synthesis inhibitor",0.48775,1.31,0.154,160,0.667,"cisplatin, azodicarbonamide, artesunate, nelarabine, estramustine.phosphate",0.812479279163537,0.175874166083451,FALSE
"HCC827","Pearson.est","dopamine receptor antagonist",0.26614,0.706,0.824,505,1,"lurasidone, isofloxythepin, UH.232...., amisulpride, raclopride, sertindole, acetophenazine",0.0840727883028842,0,FALSE
"HCC827","Pearson.est","estrogen receptor agonist",0.50455,1.36,0.116,161,0.765,"equol, ethinyl.estradiol, estradiol.cypionate",0.935542010773082,0.116338564846382,FALSE
"HCC827","Pearson.est","estrogen receptor antagonist",0.70625,1.91,0.00727,287,0.184,"toremifene, tamoxifen, fulvestrant, raloxifene",2.13846558914096,0.735182176990464,TRUE
"HCC827","Pearson.est","FGFR inhibitor",-0.29486,-0.801,0.692,1083,0.865,"nintedanib, PD.173074, orantinib, AZD4547, MK.2461",0.159893905543242,0.0629838925351858,FALSE
"HCC827","Pearson.est","FLT3 inhibitor",0.31868,0.85,0.632,502,0.969,"tyrphostin.AG.1296, dovitinib, ENMD.2076, sunitinib, tozasertib, gilteritinib, TG.101348, TG.02, ponatinib, sorafenib",0.199282921717615,0.0136762229492347,FALSE
"HCC827","Pearson.est","glucocorticoid receptor agonist",-0.24382,-0.653,0.86,1365,0.969,"rimexolone, methylprednisolone, deflazacort",0.0655015487564323,0.0136762229492347,FALSE
"HCC827","Pearson.est","glutamate receptor antagonist",0.37034,0.967,0.479,274,1,"latrepirdine, felbamate, IEM1754, diazooxonorleucine, MTPG",0.319664486585437,0,FALSE
"HCC827","Pearson.est","glycogen synthase kinase inhibitor",-0.69535,-1.91,0.011,1089,0.42,"kenpaullone, AZD2858, CHIR.99021, indirubin, CHIR.98014",1.95860731484178,0.3767507096021,FALSE
"HCC827","Pearson.est","growth factor receptor inhibitor",-0.43109,-1.19,0.25,1176,0.802,"lestaurtinib, GSK1904529A, AZD3463",0.602059991327962,0.0958256317158365,FALSE
"HCC827","Pearson.est","HDAC inhibitor",-0.45562,-1.24,0.228,1068,0.832,"chidamide, panobinostat, R306465, belinostat, pyroxamide, scriptaid, RG2833, givinostat, SB.939, JNJ.26481585, entinostat, mocetinostat, tacedinaline, resminostat",0.642065152999546,0.0798766737092761,FALSE
"HCC827","Pearson.est","histamine receptor antagonist",0.41266,1.12,0.299,443,0.944,"chloropyramine, tiotidine, cyproheptadine, cimetidine, famotidine, lafutidine, tecastemizole, epinastine, nizatidine, BF2.649, terfenadine",0.52432881167557,0.025028005701931,FALSE
"HCC827","Pearson.est","HSP inhibitor",-0.39156,-1.03,0.399,1346,0.841,"XL888, KW.2478, tanespimycin",0.399027104313252,0.0752040042020878,FALSE
"HCC827","Pearson.est","JAK inhibitor",-0.36523,-0.992,0.435,1088,0.759,"WHI.P154, pacritinib, PRT062070, TG.101209, lestaurtinib, AT.9283, baricitinib",0.361510743045363,0.11975822410452,FALSE
"HCC827","Pearson.est","KIT inhibitor",0.25641,0.665,0.87,312,1,"motesanib, imatinib, masitinib, regorafenib, sunitinib",0.0604807473813815,0,FALSE
"HCC827","Pearson.est","MDM inhibitor",0.28041,0.752,0.739,459,1,"idasanutlin, nutlin.3, AMG.232",0.131355561605174,0,FALSE
"HCC827","Pearson.est","MEK inhibitor",-0.35688,-0.991,0.453,986,0.728,"MEK162, AZD8330, Ro.4987655, PD.318088, TAK.733, U.0126, refametinib, PD.184352, arctigenin",0.343901797987168,0.137868620686963,FALSE
"HCC827","Pearson.est","MET inhibitor",-0.58165,-1.57,0.0763,1099,0.533,"PF.04217903, AMG458, LY2801653, INC.280",1.11747546204512,0.273272790973428,FALSE
"HCC827","Pearson.est","microtubule inhibitor",0.38674,1.03,0.397,472,1,"estramustine.phosphate, triclabendazole, D.64131, vinflunine, colchicine, vinblastine, secnidazole",0.401209493236885,0,FALSE
"HCC827","Pearson.est","mTOR inhibitor",-0.23651,-0.656,0.881,1239,1,"AZD8055, palomid.529, LY3023414, XL388, WYE.125132",0.0550240915879521,0,FALSE
"HCC827","Pearson.est","NFkB pathway inhibitor",0.2226,0.578,0.931,531,1,"parthenolide...., curcumin, bindarit, BAY.11.7082, EVP4593, betulinic.acid",0.0310503190186574,0,FALSE
"HCC827","Pearson.est","opioid receptor agonist",-0.38947,-1.03,0.415,1031,0.841,"ADL5859, spiradoline, salvinorin.a",0.381951903287907,0.0752040042020878,FALSE
"HCC827","Pearson.est","p38 MAPK inhibitor",0.35827,0.953,0.491,365,1,"SB.242235, skepinone.l, CMPD.1",0.308918507877032,0,FALSE
"HCC827","Pearson.est","PARP inhibitor",0.30269,0.797,0.694,465,1,"AZD2461, PJ.34, niraparib, AG.14361",0.158640529545145,0,FALSE
"HCC827","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.19075,0.507,0.967,502,1,"dovitinib, motesanib, imatinib, masitinib, regorafenib, sunitinib, lenvatinib, linifanib, ponatinib, sorafenib",0.0145735259169983,0,FALSE
"HCC827","Pearson.est","phosphatase inhibitor",0.50091,1.35,0.163,412,0.706,"CID.5458317, bis.maltolato.oxovanadium.IV., GSK2830371, alexidine, BVT.948, mycophenolate.mofetil, sodium.stibogluconate",0.787812395596042,0.151195298948196,FALSE
"HCC827","Pearson.est","phosphodiesterase inhibitor",-0.72191,-1.9,0.00842,1260,0.226,"avanafil, papaverine, EMD.53998, GSK256066, cilostamide, YM.976",2.07468790850035,0.645891560852599,TRUE
"HCC827","Pearson.est","PI3K inhibitor",-0.36476,-1.02,0.414,1107,0.817,"ZSTK.474, GSK2126458, CUDC.907, YM.201636, TG100.115, CH5132799, buparlisib, TG.100713, LY3023414, taselisib, alpelisib",0.382999658879101,0.0877779434675845,FALSE
"HCC827","Pearson.est","PLK inhibitor",-0.62268,-1.67,0.0448,898,0.579,"GW.843682X, rigosertib, BI.2536, NMS.1286937, GSK461364, volasertib",1.34872198600186,0.237321436272564,FALSE
"HCC827","Pearson.est","potassium channel blocker",-0.37411,-1.01,0.413,1132,0.796,"oleoylethanolamide, ML133",0.384049948343599,0.0990869322623309,FALSE
"HCC827","Pearson.est","PPAR receptor agonist",-0.3649,-1,0.433,1132,0.778,"oleoylethanolamide, ciprofibrate, pterostilbene",0.363512103646635,0.109020403010311,FALSE
"HCC827","Pearson.est","progesterone receptor agonist",0.286,0.755,0.736,51,1,"nomegestrol.acetate",0.133122185662501,0,FALSE
"HCC827","Pearson.est","proteasome inhibitor",0.22296,0.587,0.938,464,1,"MG.132, oprozomib, ixazomib, ixazomib.citrate",0.0277971616209356,0,FALSE
"HCC827","Pearson.est","protein synthesis inhibitor",0.2157,0.561,0.952,227,1,"chloramphenicol.palmitate, anguidine, azomycin..2.nitroimidazole., clindamycin.phosphate",0.0213630516155257,0,FALSE
"HCC827","Pearson.est","protein tyrosine kinase inhibitor",-0.38498,-1.03,0.413,1212,0.841,"BMS.599626, NVP.TAE226, AV.412, CP.724714",0.384049948343599,0.0752040042020878,FALSE
"HCC827","Pearson.est","RAF inhibitor",0.46693,1.29,0.169,502,0.655,"SB.590885, vemurafenib, CEP.32496, regorafenib, AZ.628, dabrafenib, GDC.0879, sorafenib",0.772113295386326,0.183758700008217,FALSE
"HCC827","Pearson.est","RET tyrosine kinase inhibitor",0.3353,0.909,0.555,312,0.997,"vandetanib, regorafenib, sunitinib",0.255707016877324,0.00130484168834428,FALSE
"HCC827","Pearson.est","retinoid receptor agonist",0.74749,1.98,0.00542,219,0.219,"AM.580, adapalene, fenretinide, LE.135",2.26600071346161,0.659555885159882,TRUE
"HCC827","Pearson.est","ribonucleotide reductase inhibitor",-0.309,-0.823,0.67,1078,0.889,"triapine, gemcitabine, fludarabine",0.173925197299174,0.0510982390297863,FALSE
"HCC827","Pearson.est","serotonin receptor antagonist",0.29447,0.804,0.679,441,1,"lurasidone, pirenperone, lerisetron, SB.200646, sertindole",0.168130225719498,0,FALSE
"HCC827","Pearson.est","sodium channel blocker",0.53513,1.42,0.12,310,0.708,"oxcarbazepine, benzocaine, cibenzoline, butamben, ajmaline, brivaracetam",0.920818753952375,0.149966742310231,FALSE
"HCC827","Pearson.est","src inhibitor",-0.60044,-1.61,0.0614,1308,0.567,"PP.1, ZM.306416, TG.100572, PP.2",1.21183162885883,0.246416941107093,FALSE
"HCC827","Pearson.est","sterol demethylase inhibitor",0.70066,1.84,0.0192,296,0.205,"ketoconazole, terconazole, posaconazole, sulconazole",1.71669877129645,0.688246138944246,TRUE
"HCC827","Pearson.est","TGF beta receptor inhibitor",0.60056,1.6,0.0425,230,0.464,"D.4476, adaprev, SB.431542",1.37161106994969,0.333482019445119,FALSE
"HCC827","Pearson.est","thymidylate synthase inhibitor",-0.43119,-1.17,0.26,941,0.783,"raltitrexed, trifluridine, ftorafur, doxifluridine",0.585026652029182,0.106238237942057,FALSE
"HCC827","Pearson.est","topoisomerase inhibitor",0.203,0.539,0.967,523,1,"etoposide.phosphate, beta.lapachone, dexrazoxane, amsacrine, TAS.103, epirubicin, mitoxantrone, nemorubicin, amonafide, topotecan",0.0145735259169983,0,FALSE
"HCC827","Pearson.est","tubulin polymerization inhibitor",0.40194,1.06,0.371,484,0.98,"taltobulin, flubendazole, dolastatin.10, nocodazole, KX2.391, combretastatin.A.4, CYT.997, oxibendazole, indibulin, vinblastine, epothilone.d, verubulin, vindesine",0.430626090384954,0.00877392430750515,FALSE
"HCC827","Pearson.est","tyrosine kinase inhibitor",-0.23421,-0.654,0.871,1285,0.997,"NVP.TAE226, AMG.208, AV.412, cabozantinib, CP.724714",0.0599818449923368,0.00130484168834428,FALSE
"HCC827","Pearson.est","VEGFR inhibitor",-0.34386,-0.94,0.502,1083,0.79,"nintedanib, PD.173074, vatalanib, KI.8751, golvatinib, orantinib, MK.2461, foretinib, ZM.306416, cabozantinib, BMS.690514, TG.100572, XL.647",0.299296282854981,0.102372908709559,FALSE
"HCC827","Pearson.est","vitamin D receptor agonist",-0.51255,-1.38,0.143,1228,0.669,"tacalcitol, calcitriol, ercalcitriol",0.844663962534938,0.174573882232177,FALSE
"HCC95","Pearson.est","EGFR inhibitor",-0.57702,-1.51,0.0847,1076,0.28,"AST.1306, afatinib, tyrphostin.AG.494, poziotinib, erlotinib, canertinib, osimertinib, tyrphostin.AG.1478, vandetanib, rociletinib, tucatinib, BMS.690514, neratinib, dovitinib, TAK.285, WZ8040, WZ.4002, WZ.3146, AEE788, ARRY.334543, lapatinib, XL.647, GW.583340, gefitinib, CP.724714, dacomitinib, AZD8931, pelitinib",1.07211658966929,0.552841968657781,FALSE
"HCC95","Pearson.est","Abl kinase inhibitor",-0.41747,-1.11,0.335,966,0.529,"tozasertib, GZD824, metatinib, ponatinib, imatinib, bosutinib, dasatinib",0.474955192963155,0.276544327964814,FALSE
"HCC95","Pearson.est","acetylcholine receptor agonist",-0.39232,-1.04,0.399,1164,0.605,"oxiracetam, xanomeline",0.399027104313252,0.218244625347531,FALSE
"HCC95","Pearson.est","acetylcholine receptor antagonist",-0.37871,-0.996,0.447,989,0.576,"diphemanil, iododexetimide, hyoscyamine",0.349692476868064,0.239577516576788,FALSE
"HCC95","Pearson.est","adenosine receptor antagonist",-0.39178,-1.03,0.408,843,0.586,"PSB.1115, theophylline, SCH.58261, CGS.15943",0.38933983691012,0.232102383981909,FALSE
"HCC95","Pearson.est","adrenergic receptor agonist",0.23639,0.696,0.824,422,0.945,"metaraminol, methyldopa, isoetharine, oxymetazoline, xylazine, ritodrine",0.0840727883028842,0.0245681914907371,FALSE
"HCC95","Pearson.est","adrenergic receptor antagonist",-0.22449,-0.602,0.93,1092,0.915,"atenolol...., metoprolol, prazosin, RS.17053, practolol",0.0315170514460649,0.0385789059335517,FALSE
"HCC95","Pearson.est","AKT inhibitor",-0.47178,-1.22,0.256,1159,0.484,"CCT128930, triciribine, AZD5363, GDC.0068, GSK2110183, uprosertib",0.59176003468815,0.315154638355588,FALSE
"HCC95","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.60228,-1.61,0.0538,886,0.26,"brigatinib, AZD3463, DMH1, crizotinib, alectinib, SB.505124, AP26113, NVP.TAE684, CEP.37440, GW.788388",1.26921772433361,0.585026652029182,FALSE
"HCC95","Pearson.est","androgen receptor antagonist",0.5284,1.51,0.0829,508,0.275,"enzalutamide, RU.58841, bicalutamide",1.08144546944973,0.560667306169737,FALSE
"HCC95","Pearson.est","antioxidant",0.61925,1.78,0.0396,421,0.146,"mesna, benfotiamine, trolox, chlorogenic.acid",1.40230481407449,0.835647144215563,TRUE
"HCC95","Pearson.est","AP inhibitor",0.65109,1.88,0.0242,157,0.106,"tanshinone.i, LCL.161, birinapant, GDC.0152",1.61618463401957,0.97469413473523,TRUE
"HCC95","Pearson.est","ATPase inhibitor",0.42317,1.22,0.216,191,0.576,"oligomycin.a, thonzonium, omeprazole, blebbistatin...., k.strophanthidin",0.665546248849069,0.239577516576788,FALSE
"HCC95","Pearson.est","Aurora kinase inhibitor",-0.49804,-1.31,0.176,906,0.388,"PHA.680632, CCT129202, barasertib.HQPA, MK.8745, GSK1070916, tozasertib, AT.9283, MK.5108, AMG900, alisertib, aurora.a.inhibitor.i, PF.03814735, TAK.901, barasertib, danusertib, CCT137690",0.75448733218585,0.411168274405793,FALSE
"HCC95","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.29052,0.826,0.65,433,0.873,"tilmicosin, josamycin, valnemulin, tedizolid",0.187086643357144,0.0589857562944303,FALSE
"HCC95","Pearson.est","bacterial DNA gyrase inhibitor",0.60345,1.64,0.0803,363,0.217,"finafloxacin, novobiocin, sarafloxacin, sparfloxacin, norfloxacin",1.09528445472132,0.66354026615147,FALSE
"HCC95","Pearson.est","BCL inhibitor",-0.46096,-1.22,0.237,1001,0.484,"HA14.1, ABT.737, obatoclax, navitoclax",0.625251653989896,0.315154638355588,FALSE
"HCC95","Pearson.est","Bcr.Abl kinase inhibitor",-0.52128,-1.39,0.155,966,0.386,"tozasertib, GZD824, metatinib, ponatinib, imatinib, bosutinib, dasatinib",0.809668301829709,0.413412695328245,FALSE
"HCC95","Pearson.est","benzodiazepine receptor agonist",0.3704,1.04,0.393,95,0.688,"lorazepam, temazepam, bentazepam",0.405607449624573,0.162411561764489,FALSE
"HCC95","Pearson.est","bromodomain inhibitor",-0.72227,-1.87,0.0172,1187,0.143,"JQ1...., PFI.1, I.BET.762, OTX015",1.76447155309245,0.844663962534938,TRUE
"HCC95","Pearson.est","calcium channel blocker",0.33097,0.938,0.49,243,0.81,"cinnarazine, SR.33805, fendiline, pranidipine",0.309803919971486,0.0915149811213502,FALSE
"HCC95","Pearson.est","CC chemokine receptor antagonist",0.359,1.05,0.357,373,0.71,"MK.0812, navarixin, PF.04136309",0.447331783887807,0.148741651280925,FALSE
"HCC95","Pearson.est","CDK inhibitor",-0.2923,-0.769,0.727,1248,0.815,"TG.02, PHA.848125, alvocidib, R547, abemaciclib",0.138465589140962,0.0888423912600234,FALSE
"HCC95","Pearson.est","CHK inhibitor",-0.65271,-1.73,0.0162,1056,0.189,"SCH.900776, PF.477736, LY2606368, CHIR.124, SB.218078",1.79048498545737,0.723538195826756,TRUE
"HCC95","Pearson.est","cyclooxygenase inhibitor",0.24102,0.694,0.805,110,0.914,"metoxibutropate, phenylbutazone, FR.122047",0.0942041196321315,0.0390538042661686,FALSE
"HCC95","Pearson.est","cytochrome P450 inhibitor",-0.54443,-1.45,0.109,962,0.342,"morin, PF.4981517, metyrapone",0.962573502059376,0.465973893943865,FALSE
"HCC95","Pearson.est","DNA alkylating agent",-0.33084,-0.887,0.576,1275,0.692,"cyclophosphamide, mitomycin.c, dacarbazine, TH.302",0.239577516576788,0.159893905543242,FALSE
"HCC95","Pearson.est","DNA inhibitor",-0.34654,-0.909,0.548,1100,0.675,"mechlorethamine, nithiamide, teroxirone, bendamustine, chlorambucil, valrubicin",0.261219441515631,0.170696227168975,FALSE
"HCC95","Pearson.est","DNA methyltransferase inhibitor",-0.57536,-1.53,0.0723,918,0.298,"disulfiram, fdcyd, SGI.1027, decitabine",1.14086170270547,0.525783735923745,FALSE
"HCC95","Pearson.est","DNA polymerase inhibitor",0.39585,1.11,0.297,310,0.734,"famciclovir, cidofovir, foscarnet, menadione",0.527243550682788,0.134303940083929,FALSE
"HCC95","Pearson.est","DNA synthesis inhibitor",-0.38423,-1.01,0.417,1293,0.57,"artemisinin, mitomycin.c, azodicarbonamide, artesunate",0.379863945026242,0.244125144327509,FALSE
"HCC95","Pearson.est","dopamine receptor antagonist",0.3804,1.08,0.329,330,0.695,"amisulpride, UH.232...., remoxipride, raclopride, nemonapride, thioproperazine, isofloxythepin, domperidone",0.482804102050026,0.158015195409886,FALSE
"HCC95","Pearson.est","estrogen receptor agonist",-0.27946,-0.723,0.79,950,0.823,"estradiol, PPT, estradiol.cypionate, levonorgestrel",0.102372908709559,0.0846001647877302,FALSE
"HCC95","Pearson.est","estrogen receptor antagonist",0.68694,1.95,0.0114,11,0.146,"toremifene, fulvestrant",1.94309514866353,0.835647144215563,TRUE
"HCC95","Pearson.est","FGFR inhibitor",-0.52185,-1.39,0.125,1178,0.386,"erdafitinib, dovitinib, lenvatinib, nintedanib",0.903089986991944,0.413412695328245,FALSE
"HCC95","Pearson.est","FLT3 inhibitor",-0.45307,-1.18,0.25,1248,0.491,"TG.02, midostaurin, dovitinib, pacritinib, TG.101348, lestaurtinib",0.602059991327962,0.308918507877032,FALSE
"HCC95","Pearson.est","glucocorticoid receptor agonist",-0.49086,-1.31,0.197,881,0.388,"prednisolone.acetate, halobetasol.propionate, difluprednate, halcinonide, prednisolone.hemisuccinate, ciclesonide, fluocinolone.acetonide, fluticasone.propionate, flumethasone, desonide, methylprednisolone, deflazacort, triamcinolone.acetonide, beclomethasone.dipropionate, triamcinolone, betamethasone, fluorometholone",0.705533773838407,0.411168274405793,FALSE
"HCC95","Pearson.est","glutamate receptor antagonist",0.31395,0.908,0.557,992,0.793,"latrepirdine, IEM1754, ACDPP, SIB.1757, tiletamine, JNJ.16259685, CPP, felbamate, diazooxonorleucine, LY456236, MTPG, kynurenic.acid, CGP.37849",0.254144804826271,0.100726812682396,FALSE
"HCC95","Pearson.est","glycogen synthase kinase inhibitor",0.27911,0.804,0.679,150,0.809,"kenpaullone, LY2090314, GSK.3.inhibitor.IX",0.168130225719498,0.0920514783877277,FALSE
"HCC95","Pearson.est","growth factor receptor inhibitor",-0.65709,-1.74,0.0237,1325,0.214,"PHA.848125, GSK1838705A, danusertib, lestaurtinib",1.6252516539899,0.669586226650809,TRUE
"HCC95","Pearson.est","HCV inhibitor",0.31836,0.917,0.508,158,0.813,"narlaprevir, PSI.7976",0.294136287716081,0.0899094544059319,FALSE
"HCC95","Pearson.est","HDAC inhibitor",-0.278,-0.724,0.774,1039,0.84,"chidamide, panobinostat, ACY.1215, scriptaid, pyroxamide, belinostat, RGFP966, NSC.3852, resminostat, vorinostat",0.111259039317107,0.0757207139381184,FALSE
"HCC95","Pearson.est","histamine receptor antagonist",0.54948,1.61,0.072,271,0.218,"nizatidine, astemizole, famotidine, ICI.162846, tecastemizole, BF2.649, zolantidine, tiotidine, epinastine",1.14266750356873,0.661543506395395,FALSE
"HCC95","Pearson.est","HMGCR inhibitor",0.76538,2.22,0,162,0.0702,"atorvastatin, pitavastatin, fluvastatin, lovastatin",Inf,1.15366288787019,TRUE
"HCC95","Pearson.est","HSP inhibitor",-0.64617,-1.71,0.0267,986,0.185,"alvespimycin, NMS.E973, XL888, VER.49009, NVP.AUY922, ganetespib, SNX.5422, tanespimycin, SNX.2112, BIIB021, PU.H71",1.57348873863542,0.732828271596986,TRUE
"HCC95","Pearson.est","JAK inhibitor",-0.50259,-1.34,0.155,966,0.38,"tozasertib, ruxolitinib, PRT062070, baricitinib, AT.9283, LY2784544, AZ960, TG.02, pacritinib, TG.101348, lestaurtinib",0.809668301829709,0.42021640338319,FALSE
"HCC95","Pearson.est","KIT inhibitor",-0.39138,-1.01,0.44,1094,0.57,"imatinib, masitinib, dasatinib, midostaurin, motesanib, lenvatinib",0.356547323513813,0.244125144327509,FALSE
"HCC95","Pearson.est","MDM inhibitor",0.67816,1.91,0.0207,288,0.108,"idasanutlin, RITA, nutlin.3",1.68402965454308,0.96657624451305,TRUE
"HCC95","Pearson.est","MEK inhibitor",0.68571,1.99,0.0154,333,0.17,"selumetinib, refametinib, TAK.733, MEK162, AZD8330, Ro.4987655, PD.184352, U.0126, cobimetinib, PD.98059, PD.318088, PD.0325901, trametinib, AS.703026, PD.198306",1.81247927916354,0.769551078621726,TRUE
"HCC95","Pearson.est","MET inhibitor",-0.3439,-0.922,0.555,965,0.671,"NVP.BVU972, PF.04217903, LY2801653",0.255707016877324,0.173277479831008,FALSE
"HCC95","Pearson.est","microtubule inhibitor",-0.57764,-1.52,0.081,1035,0.288,"vinblastine, podophyllotoxin, cabazitaxel, cytochalasin.b, triclabendazole, colchicine, vinflunine, D.64131",1.09151498112135,0.540607512240769,FALSE
"HCC95","Pearson.est","mTOR inhibitor",-0.5199,-1.38,0.129,1020,0.359,"SB.2343, voxtalisib, temsirolimus, AZD2014, WAY.600, PF.04691502, NVP.BEZ235, MLN0128, sirolimus, AZD8055, OSI.027, GSK2126458, LY3023414, PF.05212384, WYE.125132, GDC.0980, everolimus",0.889410289700751,0.444905551421681,FALSE
"HCC95","Pearson.est","NFkB pathway inhibitor",0.34137,0.989,0.448,107,0.743,"tyloxapol, parthenolide, BAY.11.7085",0.348721986001856,0.129011186239425,FALSE
