"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"H358","Pearson.est","DNA synthesis inhibitor",-0.22121,-0.578,0.94,1245,0.998,"altretamine, enocitabine",0.0268721464003014,0.000869458712628891,FALSE
"H358","Pearson.est","dopamine receptor antagonist",-0.36009,-0.944,0.489,1101,0.958,"mesoridazine, nemonapride, remoxipride, ziprasidone, paliperidone, amisulpride, lurasidone",0.31069114087638,0.0186344909214556,FALSE
"H358","Pearson.est","estrogen receptor agonist",-0.33575,-0.846,0.609,1195,0.856,"estrone, erteberel",0.215382707367125,0.0675262353228468,FALSE
"H358","Pearson.est","estrogen receptor antagonist",-0.80158,-2.07,0.00211,1257,0.0962,"danazol, raloxifene, fulvestrant, tamoxifen",2.67571754470231,1.01682492796219,TRUE
"H358","Pearson.est","FGFR inhibitor",-0.29795,-0.771,0.761,1010,0.915,"nintedanib, MK.2461, lenvatinib, lucitanib",0.118615343229427,0.0385789059335517,FALSE
"H358","Pearson.est","FLT3 inhibitor",-0.35743,-0.929,0.521,1128,0.921,"TG.101348, quizartinib, KW.2449, pacritinib, TG.02, sunitinib, lestaurtinib",0.283162276700476,0.0357403698031511,FALSE
"H358","Pearson.est","glucocorticoid receptor agonist",-0.37382,-0.972,0.488,906,0.972,"fludroxycortide, triamcinolone, desonide, clobetasol.propionate, triamcinolone.acetonide, halcinonide, prednisolone, halobetasol.propionate, prednisolone.acetate, flumethasone, rimexolone, beclomethasone.dipropionate, fluticasone.propionate, fluocinolone.acetonide, piretanide, flumethasone.pivalate, dexamethasone.acetate, hydrocortisone",0.311580177997289,0.0123337350737254,FALSE
"H358","Pearson.est","glutamate receptor antagonist",0.32873,0.828,0.645,195,0.878,"ACDPP, tiletamine, kynurenic.acid",0.190440285364732,0.0565054840938974,FALSE
"H358","Pearson.est","glycogen synthase kinase inhibitor",0.35703,0.958,0.479,53,0.854,"CHIR.99021",0.319664486585437,0.068542129310995,FALSE
"H358","Pearson.est","growth factor receptor inhibitor",-0.60071,-1.54,0.085,1216,0.371,"GSK1838705A, GW.441756, lestaurtinib",1.07058107428571,0.430626090384954,FALSE
"H358","Pearson.est","HCV inhibitor",0.35051,0.891,0.568,100,0.868,"daclatasvir",0.245651664288981,0.0614802748235081,FALSE
"H358","Pearson.est","HDAC inhibitor",0.45829,1.18,0.278,401,1,"chidamide, nexturastat.a, panobinostat, NSC.3852, belinostat, SB.939, scriptaid, entinostat, ACY.1215, M.344, mocetinostat, romidepsin, resminostat, givinostat",0.555955204081924,0,FALSE
"H358","Pearson.est","histamine receptor antagonist",-0.27476,-0.72,0.799,1137,0.947,"terfenadine, tiotidine, ranitidine, BF2.649, ebastine, epinastine",0.0974532206860086,0.0236500209967266,FALSE
"H358","Pearson.est","HMGCR inhibitor",0.39822,1.02,0.42,202,0.857,"atorvastatin, simvastatin",0.3767507096021,0.0670191780768018,FALSE
"H358","Pearson.est","HSP inhibitor",0.47046,1.22,0.226,283,1,"BIIB021, NMS.E973, PU.H71, SNX.2112, NVP.AUY922, ganetespib, SNX.5422",0.645891560852599,0,FALSE
"H358","Pearson.est","JAK inhibitor",-0.38869,-1,0.438,1128,1,"TG.101348, CEP.33779, AZD1480, pacritinib, filgotinib, TG.02, lestaurtinib",0.3585258894959,0,FALSE
"H358","Pearson.est","KIT inhibitor",-0.33479,-0.885,0.552,1181,0.858,"imatinib, lenvatinib, vatalanib, telatinib, sunitinib, masitinib",0.258060922270801,0.0665127121512946,FALSE
"H358","Pearson.est","MDM inhibitor",0.22816,0.59,0.915,1119,0.983,"serdemetan, idasanutlin, AMG.232, CGM097, nutlin.3, RITA",0.0385789059335517,0.00744648216786438,FALSE
"H358","Pearson.est","MEK inhibitor",-0.2082,-0.544,0.947,1199,0.958,"MEK162, BIX.02188, nobiletin, arctigenin",0.0236500209967266,0.0186344909214556,FALSE
"H358","Pearson.est","MET inhibitor",-0.67837,-1.79,0.0185,1172,0.242,"INC.280, PHA.665752, NVP.BVU972, AMG458",1.73282827159699,0.616184634019569,TRUE
"H358","Pearson.est","microtubule inhibitor",0.42673,1.1,0.345,389,1,"estramustine.phosphate, triclabendazole, podophyllotoxin, cabazitaxel",0.462180904926726,0,FALSE
"H358","Pearson.est","mTOR inhibitor",0.66482,1.72,0.0214,332,0.5,"deforolimus, PI.103, PKI.179, AZD8055, torin.1, everolimus, temsirolimus, NVP.BEZ235, LY3023414, PP242, MLN0128, sirolimus, SB.2343, AZD2014, GDC.0980, torin.2, WYE.125132, PF.04691502, voxtalisib",1.66958622665081,0.301029995663981,FALSE
"H358","Pearson.est","NFkB pathway inhibitor",-0.40209,-1.05,0.392,1206,1,"bindarit, Ro.106.9920, parthenolide, betulinic.acid",0.406713932979543,0,FALSE
"H358","Pearson.est","opioid receptor agonist",-0.41881,-1.1,0.337,1241,1,"ADL5859, salvinorin.a",0.472370099128661,0,FALSE
"H358","Pearson.est","p38 MAPK inhibitor",-0.3008,-0.789,0.73,1326,0.91,"skepinone.l",0.136677139879544,0.0409586076789064,FALSE
"H358","Pearson.est","PARP inhibitor",-0.60063,-1.59,0.0618,1024,0.375,"olaparib, niraparib, AZD2461, AG.14361, talazoparib",1.20901152491118,0.425968732272281,FALSE
"H358","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.37863,-0.98,0.454,1008,0.996,"motesanib, nintedanib, crenolanib, KI.8751, axitinib, imatinib, lenvatinib, vatalanib, telatinib, sunitinib, CP.673451, masitinib",0.342944147142896,0.00174066157630127,FALSE
"H358","Pearson.est","phosphatase inhibitor",-0.34704,-0.907,0.547,1222,0.871,"CID.5458317, menadione, alexidine",0.262012673666569,0.0599818449923368,FALSE
"H358","Pearson.est","phosphodiesterase inhibitor",-0.22847,-0.6,0.926,1198,1,"trequinsin, GSK256066, avanafil",0.0333890133180656,0,FALSE
"H358","Pearson.est","PI3K inhibitor",0.35841,0.948,0.487,332,0.833,"PI.103, PKI.179, NVP.BEZ235, BGT226, LY3023414, SB.2343, GDC.0980, ZSTK.474, PF.04691502, voxtalisib",0.312471038785366,0.0793549985932124,FALSE
"H358","Pearson.est","PLK inhibitor",0.34282,0.91,0.572,954,0.869,"HMN.214, BI.2536, volasertib, GSK461364, rigosertib, NMS.1286937, GW.843682X",0.242603971206976,0.0609802235513335,FALSE
"H358","Pearson.est","potassium channel blocker",0.59895,1.53,0.0732,458,0.667,"ibutilide, ML133, mepivacaine, dofetilide, oleoylethanolamide",1.13548891894161,0.175874166083451,FALSE
"H358","Pearson.est","PPAR receptor agonist",-0.30572,-0.804,0.658,1071,0.908,"clofibrate, S26948, fenofibrate",0.181774106386044,0.0419141514789149,FALSE
"H358","Pearson.est","progesterone receptor agonist",-0.65161,-1.72,0.0246,1130,0.247,"norgestrel, dienogest, melengestrol.acetate, danazol, nomegestrol.acetate, norethindrone.acetate",1.60906489289662,0.607303046740334,TRUE
"H358","Pearson.est","proteasome inhibitor",0.33719,0.876,0.597,193,0.859,"ONX.0914, MG.132",0.224025668870631,0.0660068361687577,FALSE
"H358","Pearson.est","protein synthesis inhibitor",0.27276,0.709,0.804,502,0.939,"clofoctol, cycloheximide, brefeldin.a, thiostrepton, puromycin, methacycline, chloramphenicol.palmitate, azomycin..2.nitroimidazole.",0.0947439512515487,0.0273344077338891,FALSE
"H358","Pearson.est","protein tyrosine kinase inhibitor",-0.25486,-0.65,0.889,1313,0.993,"CP.724714, rheochrysidin",0.0510982390297863,0.00305075150461883,FALSE
"H358","Pearson.est","RAF inhibitor",0.40646,1.05,0.39,427,0.964,"SB.590885, vemurafenib, LGX818, dabrafenib, AZ.628, sorafenib",0.408935392973501,0.0159229660971692,FALSE
"H358","Pearson.est","RET tyrosine kinase inhibitor",-0.3524,-0.933,0.537,1374,0.946,"sunitinib",0.270025714300444,0.0241088635982073,FALSE
"H358","Pearson.est","retinoid receptor agonist",0.40115,1.03,0.429,42,0.947,"LE.135",0.367542707815276,0.0236500209967266,FALSE
"H358","Pearson.est","ribonucleotide reductase inhibitor",-0.3761,-0.967,0.459,1440,0.943,"pentostatin",0.338187314462739,0.0254883072626717,FALSE
"H358","Pearson.est","serotonin receptor agonist",-0.68992,-1.76,0.0292,1335,0.239,"zolmitriptan, ipsapirone, aripiprazole",1.53461714855158,0.621602099051862,TRUE
"H358","Pearson.est","serotonin receptor antagonist",-0.48188,-1.29,0.176,1177,0.754,"RS.16566, ziprasidone, paliperidone, lurasidone, aripiprazole",0.75448733218585,0.122628654130226,FALSE
"H358","Pearson.est","sodium channel blocker",0.29636,0.785,0.71,450,0.853,"brivaracetam, ajmaline, cibenzoline, mexiletine, mepivacaine, butamben",0.148741651280925,0.069050968832477,FALSE
"H358","Pearson.est","src inhibitor",-0.39258,-1.02,0.406,999,1,"TG.100572, bosutinib, PP.1, PP.2, masitinib",0.391473966422806,0,FALSE
"H358","Pearson.est","sterol demethylase inhibitor",-0.35247,-0.909,0.55,1184,0.929,"sulconazole, posaconazole, ketoconazole",0.259637310505756,0.0319842860063582,FALSE
"H358","Pearson.est","TGF beta receptor inhibitor",-0.57122,-1.49,0.092,964,0.412,"repsox, adaprev, SB.525334, SB.431542, D.4476",1.03621217265444,0.385102783966865,FALSE
"H358","Pearson.est","thymidylate synthase inhibitor",-0.24896,-0.657,0.86,359,1,"ftorafur, raltitrexed, doxifluridine, carmofur, capecitabine, trifluridine",0.0655015487564323,0,FALSE
"H358","Pearson.est","topoisomerase inhibitor",0.30593,0.798,0.669,517,0.864,"mitoxantrone, idarubicin, exatecan.mesylate, doxorubicin, amsacrine, epirubicin, voreloxin, rubitecan, camptothecin, etoposide, teniposide, daunorubicin, valrubicin",0.174573882232177,0.0634862575211067,FALSE
"H358","Pearson.est","tubulin polymerization inhibitor",0.40809,1.09,0.352,400,1,"mebendazole, epothilone.b, BNC105, oxibendazole, CYT.997, vinorelbine, fenbendazole, indibulin, taltobulin, verubulin, podophyllotoxin, dolastatin.10",0.453457336521869,0,FALSE
"H358","Pearson.est","tyrosine kinase inhibitor",0.23553,0.626,0.895,427,0.98,"dasatinib, AV.412, NVP.TAE226, bafetinib, vandetanib, mubritinib, tyrphostin.A9, GTP.14564, apatinib, sorafenib",0.048176964684088,0.00877392430750515,FALSE
"H358","Pearson.est","VEGFR inhibitor",0.19918,0.508,0.963,111,1,"BMS.690514, SAR131675, OSI.930, XL.647",0.0163737128754655,0,FALSE
"H358","Pearson.est","vitamin D receptor agonist",0.5404,1.38,0.116,333,0.808,"ercalcitriol, calcitriol, maxacalcitol",0.935542010773082,0.0925886392254138,FALSE
"H1650","Pearson.est","EGFR inhibitor",0.43737,1.13,0.312,335,0.784,"CUDC.101, ARRY.334543, BMS.690514, erlotinib, tyrphostin.AG.1478, XL.647, canertinib, WZ.3146, gefitinib, AST.1306, brigatinib, PD.168393, icotinib, BIBU.1361, BIBX.1382, afatinib, pelitinib, osimertinib, AZD8931, lapatinib",0.505845405981557,0.105683937315562,FALSE
"H1650","Pearson.est","Abl kinase inhibitor",0.40855,1.04,0.386,148,0.888,"dasatinib, metatinib, bafetinib",0.413412695328245,0.051587034221399,FALSE
"H1650","Pearson.est","acetylcholine receptor agonist",0.29338,0.765,0.743,83,0.876,"xanomeline",0.129011186239425,0.0574958938319193,FALSE
"H1650","Pearson.est","acetylcholine receptor antagonist",-0.72074,-1.84,0.0103,1171,0.236,"hyoscyamine, dicycloverine, iododexetimide, methscopolamine",1.98716277529483,0.627087997029893,TRUE
"H1650","Pearson.est","adenosine receptor antagonist",0.34334,0.907,0.556,165,0.905,"theophylline, PSB.1115",0.254925208417942,0.0433514207947967,FALSE
"H1650","Pearson.est","adrenergic receptor agonist",-0.45937,-1.21,0.246,1117,0.908,"lidamidine, xylazine, oxymetazoline, ritodrine, methyldopa, norepinephrine, isoetharine",0.609064892896621,0.0419141514789149,FALSE
"H1650","Pearson.est","adrenergic receptor antagonist",0.29626,0.76,0.737,198,0.858,"practolol, vincamine, idazoxan, propranolol",0.132532512140949,0.0665127121512946,FALSE
"H1650","Pearson.est","AKT inhibitor",0.49716,1.28,0.188,409,0.919,"MK.2206, triciribine, palomid.529, AT7867, ONC201, GSK2110183",0.72584215073632,0.0366844886138887,FALSE
"H1650","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.32233,-0.846,0.633,1213,0.905,"alectinib, CEP.37440, DMH1",0.198596289982645,0.0433514207947967,FALSE
"H1650","Pearson.est","androgen receptor antagonist",-0.70446,-1.82,0.0257,1184,0.203,"nilutamide, flutamide, enzalutamide, cyproterone.acetate",1.59006687666871,0.692503962086787,TRUE
"H1650","Pearson.est","antioxidant",-0.5841,-1.5,0.0803,1035,0.571,"benfotiamine, trolox",1.09528445472132,0.243363891754152,FALSE
"H1650","Pearson.est","AP inhibitor",0.63194,1.64,0.0552,111,0.561,"birinapant, GDC.0152",1.2580609222708,0.251037138743839,FALSE
"H1650","Pearson.est","ATPase inhibitor",0.39742,1.03,0.425,383,0.861,"k.strophanthidin, oligomycin.a, evodiamine, ouabain, blebbistatin...., NMS.873",0.371611069949688,0.0649968485463452,FALSE
"H1650","Pearson.est","Aurora kinase inhibitor",0.40718,1.04,0.402,548,0.888,"barasertib.HQPA, MK.8745, alisertib, barasertib, MK.5108, ZM.447439, PF.03814735, CCT137690, SNS.314, danusertib, hesperadin, ENMD.2076, AMG900, MLN.8054",0.39577394691553,0.051587034221399,FALSE
"H1650","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.38269,-0.997,0.408,1333,0.893,"azalomycin.b, dirithromycin",0.38933983691012,0.0491485411114536,FALSE
"H1650","Pearson.est","bacterial DNA gyrase inhibitor",0.31532,0.796,0.694,370,0.881,"lomefloxacin, novobiocin, trovafloxacin, finafloxacin",0.158640529545145,0.0550240915879521,FALSE
"H1650","Pearson.est","BCL inhibitor",-0.36829,-0.966,0.463,1386,0.885,"gossypol, ABT.737",0.334419008982047,0.0530567293021746,FALSE
"H1650","Pearson.est","Bcr.Abl kinase inhibitor",0.4627,1.2,0.244,148,0.864,"dasatinib, metatinib, bafetinib",0.612610173661271,0.0634862575211067,FALSE
"H1650","Pearson.est","benzodiazepine receptor agonist",0.46156,1.19,0.265,100,0.815,"gamma.aminobutyric.acid, ivermectin, ZK.93423, bentazepam",0.576754126063192,0.0888423912600234,FALSE
"H1650","Pearson.est","bromodomain inhibitor",-0.32216,-0.825,0.646,1096,0.889,"I.BET151, PFI.1",0.189767482004916,0.0510982390297863,FALSE
"H1650","Pearson.est","calcium channel blocker",-0.39734,-1.03,0.376,1295,0.899,"SR.33805, efonidipine.monoethanolate, mibefradil",0.424812155072339,0.0462403082667712,FALSE
"H1650","Pearson.est","CC chemokine receptor antagonist",-0.29493,-0.761,0.74,425,0.897,"MK.0812, UNBS.5162, ZK811752, RS.504393, SB.225002, navarixin, PF.04136309",0.130768280269024,0.0472075569559079,FALSE
"H1650","Pearson.est","CDK inhibitor",-0.23834,-0.622,0.886,1044,0.943,"abemaciclib, R547, indirubin, AZD5438, JNJ.7706621, ribociclib, BMS.265246, TG.02",0.0525662781129492,0.0254883072626717,FALSE
"H1650","Pearson.est","CHK inhibitor",-0.49408,-1.29,0.175,1148,0.77,"AZD7762, SCH.900776, SB.218078",0.756961951313706,0.113509274827518,FALSE
"H1650","Pearson.est","cyclooxygenase inhibitor",-0.42845,-1.1,0.328,1258,0.878,"AM.404, acetylsalicylsalicylic.acid, piroxicam, tryptanthrin, FR.122047, naproxen",0.484126156288321,0.0565054840938974,FALSE
"H1650","Pearson.est","cytochrome P450 inhibitor",0.61218,1.57,0.0545,196,0.594,"PF.4981517, morin, eplerenone",1.26360349772336,0.226213555018806,FALSE
"H1650","Pearson.est","DNA alkylating agent",-0.2796,-0.739,0.788,984,0.907,"melphalan, carmustine, mitomycin.c, streptozotocin, satraplatin, cyclophosphamide, temozolomide",0.103473782510445,0.0423927129399047,FALSE
"H1650","Pearson.est","DNA inhibitor",-0.32429,-0.847,0.638,1207,0.933,"metronidazole, busulfan, pibenzimol, nithiamide",0.195179321278838,0.0301183562535,FALSE
"H1650","Pearson.est","DNA methyltransferase inhibitor",0.66448,1.75,0.0236,483,0.867,"SGI.1027, azacitidine, decitabine, fdcyd, RG108",1.62708799702989,0.0619809025237897,FALSE
"H1650","Pearson.est","DNA polymerase inhibitor",0.36339,0.92,0.55,294,0.92,"cephalomannine, foscarnet, cidofovir, idoxuridine",0.259637310505756,0.0362121726544447,FALSE
"H1650","Pearson.est","DNA synthesis inhibitor",-0.3417,-0.903,0.569,1194,0.916,"artesunate, CB.10.277, altretamine, enocitabine",0.244887733604929,0.0381045263321496,FALSE
"H1650","Pearson.est","dopamine receptor antagonist",-0.4203,-1.1,0.321,1178,0.878,"paliperidone, mesoridazine, ziprasidone, remoxipride, amisulpride, lurasidone",0.493494967595128,0.0565054840938974,FALSE
"H1650","Pearson.est","estrogen receptor agonist",-0.37134,-0.973,0.483,1301,0.909,"estrone, erteberel",0.316052869248488,0.0414361167780325,FALSE
"H1650","Pearson.est","estrogen receptor antagonist",-0.83737,-2.2,0,1321,0.0169,"danazol, raloxifene, fulvestrant, tamoxifen",Inf,1.77211329538633,TRUE
"H1650","Pearson.est","FGFR inhibitor",-0.21921,-0.566,0.945,1002,0.946,"nintedanib, lucitanib, MK.2461, lenvatinib",0.0245681914907371,0.0241088635982073,FALSE
"H1650","Pearson.est","FLT3 inhibitor",-0.31526,-0.833,0.628,1132,0.902,"TG.101348, pacritinib, quizartinib, TG.02, sunitinib, lestaurtinib",0.202040356262804,0.0447934624580583,FALSE
"H1650","Pearson.est","glucocorticoid receptor agonist",-0.39485,-1.04,0.393,962,0.92,"flumethasone, ciclesonide, fludroxycortide, halcinonide, desonide, prednisolone, triamcinolone.acetonide, triamcinolone, rimexolone, beclomethasone.dipropionate, prednisolone.acetate, fluticasone.propionate, piretanide, fluocinolone.acetonide, flumethasone.pivalate, dexamethasone.acetate, hydrocortisone",0.405607449624573,0.0362121726544447,FALSE
"H1650","Pearson.est","glutamate receptor antagonist",0.30263,0.756,0.737,257,0.838,"ACDPP, tiletamine, kynurenic.acid",0.132532512140949,0.0767559813697235,FALSE
"H1650","Pearson.est","glycogen synthase kinase inhibitor",0.39659,1.02,0.42,39,0.837,"CHIR.99021",0.3767507096021,0.07727454200674,FALSE
"H1650","Pearson.est","growth factor receptor inhibitor",-0.58184,-1.49,0.0884,1388,0.521,"GW.441756, lestaurtinib",1.05354773498693,0.283162276700476,FALSE
"H1650","Pearson.est","HCV inhibitor",0.32453,0.831,0.673,90,0.914,"daclatasvir",0.171984935776023,0.0390538042661686,FALSE
"H1650","Pearson.est","HDAC inhibitor",0.4572,1.18,0.248,384,0.777,"nexturastat.a, chidamide, panobinostat, belinostat, NSC.3852, SB.939, scriptaid, ACY.1215, resminostat, M.344, entinostat, givinostat, mocetinostat",0.605548319173784,0.109578981199086,FALSE
"H1650","Pearson.est","histamine receptor antagonist",-0.23456,-0.609,0.93,1015,0.934,"cyproheptadine, terfenadine, lafutidine, tiotidine, ICI.162846, ranitidine, ebastine, BF2.649, epinastine",0.0315170514460649,0.0296531237699066,FALSE
"H1650","Pearson.est","HMGCR inhibitor",0.29737,0.752,0.759,270,0.82,"atorvastatin, simvastatin",0.11975822410452,0.0861861476162833,FALSE
"H1650","Pearson.est","HSP inhibitor",0.56969,1.48,0.094,235,0.707,"BIIB021, PU.H71, NMS.E973, SNX.5422, NVP.AUY922, SNX.2112, ganetespib",1.0268721464003,0.150580586203101,FALSE
"H1650","Pearson.est","JAK inhibitor",-0.42393,-1.11,0.3,1132,0.968,"TG.101348, pacritinib, CEP.33779, AZD1480, filgotinib, TG.02, lestaurtinib",0.522878745280338,0.0141246426916063,FALSE
"H1650","Pearson.est","KIT inhibitor",-0.25608,-0.648,0.858,1128,0.937,"imatinib, lenvatinib, vatalanib, telatinib, sunitinib, masitinib",0.0665127121512946,0.0282604091122217,FALSE
"H1650","Pearson.est","MDM inhibitor",-0.30991,-0.813,0.693,1071,0.884,"CGM097, nutlin.3, RITA",0.159266765388193,0.0535477349869269,FALSE
"H1650","Pearson.est","MEK inhibitor",-0.31401,-0.812,0.661,1070,0.861,"PD.0325901, nobiletin, PD.318088, BIX.02188, refametinib, MEK162, arctigenin",0.17979854051436,0.0649968485463452,FALSE
"H1650","Pearson.est","MET inhibitor",-0.61558,-1.6,0.0485,1043,0.443,"PF.04217903, INC.280, PHA.665752, NVP.BVU972, AMG458",1.31425826139774,0.35359627377693,FALSE
"H1650","Pearson.est","microtubule inhibitor",0.39046,1,0.431,488,0.836,"estramustine.phosphate, triclabendazole, cabazitaxel, D.64131, podophyllotoxin",0.365522729839268,0.0777937225609836,FALSE
"H1650","Pearson.est","mTOR inhibitor",0.65427,1.69,0.0245,293,0.637,"deforolimus, PI.103, AZD8055, PKI.179, temsirolimus, everolimus, torin.1, LY3023414, NVP.BEZ235, MLN0128, AZD2014, PP242, GDC.0980, WYE.125132, sirolimus, torin.2, SB.2343, palomid.529",1.61083391563547,0.19586056766465,FALSE
"H1650","Pearson.est","NFkB pathway inhibitor",-0.43556,-1.14,0.289,1229,0.951,"bindarit, Ro.106.9920, parthenolide, betulinic.acid",0.539102157243452,0.0218194830625861,FALSE
"H1650","Pearson.est","opioid receptor agonist",-0.38983,-1.05,0.361,1231,0.946,"ADL5859, salvinorin.a",0.442492798094342,0.0241088635982073,FALSE
"H1650","Pearson.est","p38 MAPK inhibitor",-0.25013,-0.655,0.878,939,0.952,"SB.242235, CMPD.1, TAK.715, skepinone.l",0.0565054840938974,0.0213630516155257,FALSE
"H1650","Pearson.est","PARP inhibitor",-0.53469,-1.4,0.142,937,0.65,"PJ.34, niraparib, AZD2461, olaparib, AG.14361, talazoparib",0.847711655616944,0.187086643357144,FALSE
