"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"HCC827","Pearson.est","ATPase inhibitor",0.71507,1.94,0.0196,219,0.315,"k.strophanthidin, oligomycin.a, digoxin, blebbistatin...., evodiamine, NMS.873",1.70774392864352,0.501689446210399,FALSE
"HCC827","Pearson.est","Aurora kinase inhibitor",-0.30475,-0.77,0.75,1056,0.868,"AMG900, hesperadin, KW.2449, alisertib, ZM.447439, tozasertib, PF.03814735, MLN.8054",0.1249387366083,0.0614802748235081,FALSE
"HCC827","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.39241,1.06,0.355,94,0.924,"josamycin, radezolid",0.449771646944906,0.0343280287798933,FALSE
"HCC827","Pearson.est","bacterial DNA gyrase inhibitor",-0.29616,-0.75,0.782,1151,0.878,"trovafloxacin, novobiocin",0.106793246940152,0.0565054840938974,FALSE
"HCC827","Pearson.est","BCL inhibitor",0.44678,1.19,0.244,382,0.996,"ABT.737, gossypol, TW.37, obatoclax, venetoclax",0.612610173661271,0.00174066157630127,FALSE
"HCC827","Pearson.est","Bcr.Abl kinase inhibitor",-0.34558,-0.867,0.624,1004,0.938,"bosutinib, imatinib, metatinib, tozasertib, bafetinib",0.204815410317576,0.0277971616209356,FALSE
"HCC827","Pearson.est","benzodiazepine receptor agonist",-0.25005,-0.636,0.876,1160,0.942,"zaleplon, CGS.20625",0.0574958938319193,0.0259490972071227,FALSE
"HCC827","Pearson.est","bromodomain inhibitor",-0.52024,-1.3,0.166,760,0.618,"I.BET151, bromosporine, OTX015, I.BET.762, JQ1....",0.779891911959945,0.209011524911184,FALSE
"HCC827","Pearson.est","calcium channel blocker",0.43959,1.18,0.256,80,0.898,"carboxyamidotriazole, efonidipine.monoethanolate",0.59176003468815,0.0467236633326956,FALSE
"HCC827","Pearson.est","CC chemokine receptor antagonist",-0.33367,-0.835,0.674,1442,0.879,"navarixin",0.17134010346468,0.0560111249262281,FALSE
"HCC827","Pearson.est","CDK inhibitor",-0.43953,-1.11,0.339,1271,0.736,"kenpaullone, PHA.793887, arcyriaflavin.a, alvocidib, AZD5438",0.469800301796918,0.133122185662501,FALSE
"HCC827","Pearson.est","CHK inhibitor",-0.56613,-1.42,0.107,1086,0.507,"SCH.900776, LY2603618, LY2606368",0.97061622231479,0.294992040666664,FALSE
"HCC827","Pearson.est","cyclooxygenase inhibitor",-0.35103,-0.878,0.599,1078,0.942,"acetylsalicylsalicylic.acid, AM.404, FR.122047, aspirin, curcumin, ramifenazone, meloxicam, FK.3311, indoprofen, amfenac",0.222573177610689,0.0259490972071227,FALSE
"HCC827","Pearson.est","cytochrome P450 inhibitor",-0.33267,-0.849,0.637,1299,0.899,"cobicistat",0.19586056766465,0.0462403082667712,FALSE
"HCC827","Pearson.est","DNA alkylating agent",-0.46925,-1.16,0.278,1233,0.755,"dianhydrogalactitol, melphalan, streptozotocin, TH.302, dacarbazine",0.555955204081924,0.122053048370812,FALSE
"HCC827","Pearson.est","DNA inhibitor",-0.2339,-0.577,0.939,1247,0.974,"melphalan, nithiamide, busulfan",0.0273344077338891,0.0114410431213845,FALSE
"HCC827","Pearson.est","DNA methyltransferase inhibitor",-0.57064,-1.42,0.11,1238,0.507,"decitabine, fdcyd, azacitidine",0.958607314841775,0.294992040666664,FALSE
"HCC827","Pearson.est","DNA polymerase inhibitor",0.22566,0.611,0.916,82,1,"menadione",0.0381045263321496,0,FALSE
"HCC827","Pearson.est","DNA synthesis inhibitor",-0.32758,-0.824,0.682,1149,0.858,"CB.10.277, anisomycin, floxuridine, altretamine",0.166215625343521,0.0665127121512946,FALSE
"HCC827","Pearson.est","dopamine receptor antagonist",-0.3289,-0.829,0.681,1179,0.869,"oxiperomide, acetophenazine, amisulpride, isofloxythepin",0.166852888087215,0.0609802235513335,FALSE
"HCC827","Pearson.est","estrogen receptor agonist",-0.33715,-0.853,0.623,1302,0.915,"PPT, estradiol",0.20551195334083,0.0385789059335517,FALSE
"HCC827","Pearson.est","estrogen receptor antagonist",-0.44231,-1.12,0.322,1094,0.746,"toremifene, raloxifene",0.492144128304169,0.127261172527331,FALSE
"HCC827","Pearson.est","FGFR inhibitor",0.42101,1.16,0.269,234,0.848,"erdafitinib, dovitinib, nintedanib, lenvatinib",0.570247719997592,0.0716041477432862,FALSE
"HCC827","Pearson.est","FLT3 inhibitor",0.26592,0.716,0.81,263,1,"GTP.14564, TG.101348, dovitinib, ponatinib, ENMD.2076, tyrphostin.AG.1296",0.0915149811213502,0,FALSE
"HCC827","Pearson.est","glucocorticoid receptor agonist",0.65804,1.77,0.0323,285,0.416,"hydrocortisone, beclomethasone.dipropionate, triamcinolone, halcinonide, dexamethasone.acetate, triamcinolone.acetonide, desonide, deflazacort, flumethasone.pivalate, betamethasone, clobetasol.propionate, ciclesonide, methylprednisolone, rimexolone, fluocinolone.acetonide",1.4907974776689,0.380906669373257,FALSE
"HCC827","Pearson.est","glutamate receptor antagonist",-0.33719,-0.84,0.655,949,0.893,"ACDPP, LY456236, latrepirdine, SIB.1757, MTPG, diazooxonorleucine",0.183758700008217,0.0491485411114536,FALSE
"HCC827","Pearson.est","glycogen synthase kinase inhibitor",-0.65554,-1.67,0.0438,1251,0.499,"LY2090314, kenpaullone, GSK.3.inhibitor.IX, AZD2858",1.3585258894959,0.30189945437661,FALSE
"HCC827","Pearson.est","growth factor receptor inhibitor",0.29285,0.786,0.689,1026,1,"PHA.848125, GSK1904529A, lestaurtinib, danusertib, GW.441756, GSK1838705A, AZD3463",0.161780778092374,0,FALSE
"HCC827","Pearson.est","HCV inhibitor",-0.70672,-1.75,0.0191,1119,0.438,"PSI.7976, daclatasvir, embelin, Ro.9187",1.71896663275227,0.3585258894959,FALSE
"HCC827","Pearson.est","HDAC inhibitor",-0.5877,-1.45,0.0946,1168,0.586,"givinostat, nexturastat.a, dacinostat, M.344, entinostat, romidepsin, panobinostat, R306465, PCI.24781, SB.939, tacedinaline, JNJ.26481585",1.02410886359821,0.232102383981909,FALSE
"HCC827","Pearson.est","histamine receptor antagonist",-0.53699,-1.35,0.142,1145,0.545,"pheniramine, ICI.162846, levocetirizine, tiotidine, ranitidine, terfenadine, tecastemizole, zolantidine, chloropyramine",0.847711655616944,0.263603497723358,FALSE
"HCC827","Pearson.est","HMGCR inhibitor",-0.42054,-1.05,0.405,1211,0.776,"mevastatin, simvastatin",0.392544976785331,0.110138278741812,FALSE
"HCC827","Pearson.est","HSP inhibitor",-0.64668,-1.58,0.0505,1220,0.659,"SNX.2112, tanespimycin, SNX.5422, BIIB021, PU.H71, VER.49009, NVP.AUY922, XL888",1.29670862188134,0.18111458540599,FALSE
"HCC827","Pearson.est","JAK inhibitor",0.2615,0.721,0.797,211,1,"filgotinib, TG.101348, TG.101209, AT.9283, AZ960",0.0985416786038876,0,FALSE
"HCC827","Pearson.est","KIT inhibitor",-0.28871,-0.725,0.795,1009,0.894,"KI.8751, imatinib, vatalanib, sunitinib, tandutinib, telatinib",0.0996328713435297,0.0486624812040823,FALSE
"HCC827","Pearson.est","MDM inhibitor",-0.38271,-0.945,0.531,974,0.913,"CGM097, serdemetan, RITA",0.274905478918531,0.039529222465701,FALSE
"HCC827","Pearson.est","MEK inhibitor",-0.48871,-1.24,0.226,1010,0.611,"AS.703026, arctigenin, AZD8330, cobimetinib, MEK162, PD.184352, trametinib, Ro.4987655, TAK.733, BIX.02188, nobiletin",0.645891560852599,0.213958789757446,FALSE
"HCC827","Pearson.est","MET inhibitor",-0.57206,-1.42,0.124,1017,0.507,"LY2801653, PF.04217903, AMG458, INC.280",0.906578314837765,0.294992040666664,FALSE
"HCC827","Pearson.est","microtubule inhibitor",-0.35501,-0.906,0.561,890,0.94,"estramustine.phosphate, D.64131, cabazitaxel, podophyllotoxin",0.251037138743839,0.0268721464003014,FALSE
"HCC827","Pearson.est","mTOR inhibitor",0.16112,0.433,0.997,299,1,"torin.1, voxtalisib, XL388, PF.04691502, OSI.027, WYE.354, AZD2014, WYE.125132",0.00130484168834428,0,FALSE
"HCC827","Pearson.est","NFkB pathway inhibitor",0.38871,1.05,0.397,42,0.87,"EVP4593, tyloxapol",0.401209493236885,0.0604807473813815,FALSE
"HCC827","Pearson.est","opioid receptor agonist",-0.42886,-1.07,0.377,1396,0.794,"salvinorin.a",0.423658649794207,0.100179497572904,FALSE
"HCC827","Pearson.est","p38 MAPK inhibitor",-0.58324,-1.45,0.0902,1221,0.586,"TAK.715, VX.702, CMPD.1",1.04479346245806,0.232102383981909,FALSE
"HCC827","Pearson.est","PARP inhibitor",-0.58612,-1.45,0.0946,888,0.586,"E7449, AZD2461, talazoparib, olaparib, PJ.34, niraparib",1.02410886359821,0.232102383981909,FALSE
"HCC827","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.18419,-0.461,0.988,1009,1,"KI.8751, imatinib, vatalanib, sunitinib, tandutinib, telatinib, trapidil",0.00524305541237188,0,FALSE
"HCC827","Pearson.est","phosphatase inhibitor",0.35715,0.94,0.525,82,0.926,"GSK2830371, menadione",0.279840696594043,0.0333890133180656,FALSE
"HCC827","Pearson.est","phosphodiesterase inhibitor",-0.50714,-1.26,0.205,1016,0.6,"cilostamide, papaverine, zardaverine, EMD.53998, GSK256066, YM.976",0.688246138944246,0.221848749616356,FALSE
"HCC827","Pearson.est","PI3K inhibitor",-0.18036,-0.451,0.997,835,0.991,"CUDC.907, YM.201636, LY3023414, GSK2126458, alpelisib, PKI.179, NVP.BEZ235, taselisib, PF.05212384, LY303511, PIK.75, TG.100713, CH5132799, pilaralisib, PI.103",0.00130484168834428,0.00392634551472468,FALSE
"HCC827","Pearson.est","PLK inhibitor",0.25121,0.681,0.835,1086,1,"volasertib, NMS.1286937, GW.843682X, rigosertib, HMN.214, GSK461364, BI.2536",0.0783135245163979,0,FALSE
"HCC827","Pearson.est","potassium channel blocker",-0.59988,-1.51,0.0729,1215,0.646,"oleoylethanolamide, meglitinide",1.13727247168203,0.189767482004916,FALSE
"HCC827","Pearson.est","PPAR receptor agonist",0.32839,0.902,0.539,251,0.955,"fenofibrate, clofibrate, pterostilbene",0.268411234813261,0.0199966284162537,FALSE
"HCC827","Pearson.est","progesterone receptor agonist",0.54686,1.45,0.0891,28,1,"norethindrone, tanaproget",1.05012229596313,0,FALSE
"HCC827","Pearson.est","proteasome inhibitor",-0.7164,-1.83,0.0063,1171,0.429,"carfilzomib, bortezomib, ONX.0914, delanzomib, ixazomib, ixazomib.citrate",2.20065945054642,0.367542707815276,FALSE
"HCC827","Pearson.est","protein synthesis inhibitor",0.23785,0.651,0.901,235,1,"clofoctol, clindamycin.phosphate, harringtonine, florfenicol",0.045275209020937,0,FALSE
"HCC827","Pearson.est","protein tyrosine kinase inhibitor",0.41025,1.09,0.349,98,0.935,"mubritinib, PP.121",0.45717457304082,0.0291883891274822,FALSE
"HCC827","Pearson.est","RAF inhibitor",-0.55186,-1.37,0.136,1226,0.577,"LGX818, CEP.32496, GDC.0879, vemurafenib, dabrafenib",0.866461091629782,0.238824186844269,FALSE
"HCC827","Pearson.est","RET tyrosine kinase inhibitor",-0.50669,-1.27,0.204,802,0.611,"regorafenib, cabozantinib, vandetanib, sunitinib, apatinib",0.690369832574101,0.213958789757446,FALSE
"HCC827","Pearson.est","retinoid receptor agonist",-0.32538,-0.82,0.662,1191,0.844,"tamibarotene, AM.580, CD.437",0.1791420105603,0.073657553374345,FALSE
"HCC827","Pearson.est","ribonucleotide reductase inhibitor",-0.39775,-1.01,0.427,1321,0.831,"fludarabine.phosphate, clofarabine, fludarabine",0.369572124974976,0.080398976215889,FALSE
"HCC827","Pearson.est","serotonin receptor agonist",0.44602,1.22,0.216,216,1,"NAN.190, zolmitriptan, aripiprazole",0.665546248849069,0,FALSE
"HCC827","Pearson.est","serotonin receptor antagonist",0.24134,0.652,0.869,216,1,"SB.200646, pirenperone, aripiprazole",0.0609802235513335,0,FALSE
"HCC827","Pearson.est","sodium channel blocker",0.27448,0.762,0.766,184,1,"cibenzoline, oxcarbazepine, benzethonium",0.115771230367396,0,FALSE
"HCC827","Pearson.est","src inhibitor",-0.25612,-0.64,0.881,1004,0.956,"bosutinib, saracatinib, KX2.391, PP.2",0.0550240915879521,0.0195421077238999,FALSE
"HCC827","Pearson.est","sterol demethylase inhibitor",0.46536,1.27,0.217,239,1,"posaconazole, sulconazole, terconazole, chlormidazole",0.66354026615147,0,FALSE
"HCC827","Pearson.est","TGF beta receptor inhibitor",-0.37028,-0.934,0.524,1107,0.908,"repsox, D.4476, LY2109761",0.280668713016273,0.0419141514789149,FALSE
"HCC827","Pearson.est","thymidylate synthase inhibitor",-0.61255,-1.51,0.0525,1266,0.646,"raltitrexed, carmofur, doxifluridine",1.27984069659404,0.189767482004916,FALSE
"HCC827","Pearson.est","topoisomerase inhibitor",-0.50946,-1.27,0.193,1195,0.611,"amsacrine, etoposide, nemorubicin, irinotecan, rubitecan, SN.38, licochalcone.a, camptothecin, exatecan.mesylate, genz.644282",0.714442690992226,0.213958789757446,FALSE
"HCC827","Pearson.est","tubulin polymerization inhibitor",-0.33859,-0.855,0.623,1039,0.936,"epothilone.d, epothilone.b, plinabulin, mebendazole, fosbretabulin, KX2.391, taltobulin, podophyllotoxin, combretastatin.A.4",0.20551195334083,0.0287241512618947,FALSE
"HCC827","Pearson.est","tyrosine kinase inhibitor",0.19558,0.524,0.974,98,1,"mubritinib, GTP.14564, PP.121",0.0114410431213845,0,FALSE
"HCC827","Pearson.est","VEGFR inhibitor",0.13506,0.372,1,385,0.999,"SAR131675, ZM.306416, dovitinib, axitinib, nintedanib, ENMD.2076, lenvatinib, semaxanib, cediranib, linifanib, pazopanib, motesanib",0,0.000434511774017692,FALSE
"HCC827","Pearson.est","vitamin D receptor agonist",-0.38639,-0.974,0.494,1239,0.879,"calcitriol, ercalcitriol",0.306273051076353,0.0560111249262281,FALSE
"HCC95","Pearson.est","EGFR inhibitor",-0.15561,-0.382,1,944,1,"neratinib, GW.583340, erlotinib, BIBU.1361, OSI.420, WZ8040, lapatinib, CP.724714, AEE788, TAK.285, BIBX.1382, tyrphostin.AG.1478, BMS.599626",0,0,FALSE
"HCC95","Pearson.est","Abl kinase inhibitor",0.26229,0.704,0.807,157,0.884,"ZM.306416, flumatinib, ponatinib",0.0931264652779296,0.0535477349869269,FALSE
"HCC95","Pearson.est","acetylcholine receptor agonist",0.50752,1.35,0.15,3,0.726,"xanomeline",0.823908740944319,0.139063379299906,FALSE
"HCC95","Pearson.est","acetylcholine receptor antagonist",-0.37627,-0.94,0.537,822,0.78,"dicycloverine, hyoscyamine, darifenacin, diphemanil",0.270025714300444,0.10790539730952,FALSE
"HCC95","Pearson.est","adenosine receptor antagonist",0.39695,1.07,0.36,876,0.849,"MRS.1220, SCH.58261, istradefylline, CGS.15943, PSB.1115, theophylline, sulmazole",0.443697499232713,0.0710923097560473,FALSE
"HCC95","Pearson.est","adrenergic receptor agonist",-0.41177,-1.03,0.444,1202,0.831,"methyldopa, buphenine, clenbuterol, terbutaline, metaraminol, epinephrine",0.35261702988538,0.080398976215889,FALSE
"HCC95","Pearson.est","adrenergic receptor antagonist",0.2759,0.759,0.737,99,0.984,"atipamezole, atenolol...., prazosin",0.132532512140949,0.00700490156865849,FALSE
"HCC95","Pearson.est","AKT inhibitor",-0.47841,-1.18,0.272,1237,0.892,"GDC.0068, ONC201, triciribine, uprosertib",0.565431095965801,0.0496351456238769,FALSE
"HCC95","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.41041,-1.01,0.447,771,0.795,"brigatinib, lorlatinib, DMH1, AZD3463, CEP.37440, crizotinib, GW.788388",0.349692476868064,0.0996328713435297,FALSE
"HCC95","Pearson.est","androgen receptor antagonist",-0.57758,-1.44,0.083,949,0.95,"nilutamide, enzalutamide, cyproterone.acetate, bicalutamide",1.08092190762393,0.0222763947111523,FALSE
"HCC95","Pearson.est","antioxidant",0.476,1.28,0.196,146,0.649,"trolox, benfotiamine",0.707743928643524,0.187755303199631,FALSE
"HCC95","Pearson.est","AP inhibitor",0.37948,1.04,0.38,2,0.836,"idronoxil",0.42021640338319,0.0777937225609836,FALSE
"HCC95","Pearson.est","ATPase inhibitor",0.65199,1.74,0.0211,282,0.807,"k.strophanthidin, blebbistatin...., NMS.873, evodiamine, ouabain, thonzonium, digitoxigenin",1.67571754470231,0.0931264652779296,FALSE
"HCC95","Pearson.est","Aurora kinase inhibitor",-0.25637,-0.623,0.902,1290,0.984,"hesperadin, MLN.8054, PF.03814735, tozasertib",0.0447934624580583,0.00700490156865849,FALSE
"HCC95","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.4343,-1.07,0.379,970,0.859,"valnemulin, azalomycin.b, tedizolid, dirithromycin, azithromycin",0.421360790031928,0.0660068361687577,FALSE
"HCC95","Pearson.est","bacterial DNA gyrase inhibitor",-0.37044,-0.93,0.555,1360,0.76,"lomefloxacin, novobiocin",0.255707016877324,0.119186407719209,FALSE
"HCC95","Pearson.est","BCL inhibitor",0.31602,0.855,0.611,345,0.973,"ABT.737, gossypol, TW.37, navitoclax",0.213958789757446,0.0118871597316481,FALSE
"HCC95","Pearson.est","Bcr.Abl kinase inhibitor",-0.31434,-0.772,0.749,1308,0.89,"imatinib, tozasertib",0.125518182300534,0.0506099933550872,FALSE
"HCC95","Pearson.est","benzodiazepine receptor agonist",-0.30341,-0.752,0.772,965,0.901,"bentazepam, ivermectin, lorazepam, eprinomectin, zaleplon",0.112382699664264,0.045275209020937,FALSE
"HCC95","Pearson.est","bromodomain inhibitor",0.48096,1.32,0.181,316,0.663,"PFI.1, bromosporine, OTX015",0.742321425130815,0.178486471595227,FALSE
"HCC95","Pearson.est","calcium channel blocker",0.26378,0.734,0.75,279,0.882,"efonidipine.monoethanolate, SR.33805, tetrandrine, carboxyamidotriazole",0.1249387366083,0.0545314148681803,FALSE
"HCC95","Pearson.est","CC chemokine receptor antagonist",-0.56687,-1.39,0.111,1063,0.797,"MK.0812, ZK811752, RS.504393, PF.04136309, navarixin",0.954677021213343,0.0985416786038876,FALSE
"HCC95","Pearson.est","CDK inhibitor",-0.32268,-0.802,0.689,996,0.863,"indisulam, BMS.265246, arcyriaflavin.a, JNJ.7706621, BMS.387032, R547, AZD5438, PHA.793887, alvocidib",0.161780778092374,0.0639892042847904,FALSE
"HCC95","Pearson.est","CHK inhibitor",-0.56236,-1.39,0.124,914,0.797,"PF.477736, LY2603618, LY2606368, SB.218078, CHIR.124, SCH.900776",0.906578314837765,0.0985416786038876,FALSE
"HCC95","Pearson.est","cyclooxygenase inhibitor",-0.44585,-1.1,0.338,1146,0.89,"phenazone, acetylsalicylsalicylic.acid, indoprofen, FK.3311, ramifenazone, curcumin, aspirin, amfenac, meloxicam",0.471083299722345,0.0506099933550872,FALSE
"HCC95","Pearson.est","cytochrome P450 inhibitor",0.42249,1.16,0.279,200,0.733,"eplerenone, morin, metyrapone",0.554395796726402,0.134896025358872,FALSE
"HCC95","Pearson.est","DNA alkylating agent",-0.50732,-1.26,0.215,1124,0.87,"cyclophosphamide, melphalan, carboplatin, dianhydrogalactitol, mitomycin.c, dacarbazine",0.667561540084395,0.0604807473813815,FALSE
"HCC95","Pearson.est","DNA inhibitor",-0.62148,-1.52,0.0666,1123,0.947,"valrubicin, tirapazamine, melphalan, carboplatin, sangivamycin, nimorazole, busulfan, nithiamide",1.1765257708297,0.0236500209967266,FALSE
"HCC95","Pearson.est","DNA methyltransferase inhibitor",-0.55324,-1.41,0.103,1316,0.941,"fdcyd, azacitidine",0.987162775294828,0.0264103765727431,FALSE
"HCC95","Pearson.est","DNA polymerase inhibitor",-0.31866,-0.803,0.714,1015,0.88,"idoxuridine, famciclovir, trifluridine, foscarnet",0.146301788223826,0.0555173278498314,FALSE
"HCC95","Pearson.est","DNA synthesis inhibitor",-0.40767,-1.01,0.436,1147,0.795,"CB.10.277, cyclocytidine, enocitabine, mitomycin.c, floxuridine, altretamine",0.360513510731414,0.0996328713435297,FALSE
"HCC95","Pearson.est","dopamine receptor antagonist",-0.49299,-1.21,0.266,1070,0.905,"acetophenazine, ziprasidone, lurasidone, domperidone, isofloxythepin, amisulpride, oxiperomide",0.575118363368933,0.0433514207947967,FALSE
"HCC95","Pearson.est","estrogen receptor agonist",-0.42502,-1.05,0.415,1315,0.842,"equol, PPT",0.381951903287907,0.0746879085003505,FALSE
"HCC95","Pearson.est","estrogen receptor antagonist",-0.2251,-0.572,0.941,769,1,"tamoxifen, danazol, clomifene, raloxifene",0.0264103765727431,0,FALSE
"HCC95","Pearson.est","FGFR inhibitor",0.26773,0.746,0.767,1063,0.906,"erdafitinib, PD.173074, nintedanib, orantinib, MK.2461, dovitinib, AZD4547, regorafenib, lucitanib, lenvatinib",0.115204636051019,0.0428718023231869,FALSE
"HCC95","Pearson.est","FLT3 inhibitor",-0.41457,-1.03,0.422,1327,0.831,"sunitinib, tozasertib, pacritinib, tandutinib",0.374687549038326,0.080398976215889,FALSE
"HCC95","Pearson.est","glucocorticoid receptor agonist",0.59776,1.57,0.0742,245,0.869,"deflazacort, prednisolone.hemisuccinate, triamcinolone.acetonide, flumethasone.pivalate, beclomethasone.dipropionate, dexamethasone.acetate, desonide, triamcinolone, betamethasone, ciclesonide, fluocinolone.acetonide, halcinonide, piretanide, rimexolone, hydrocortisone",1.12959609472097,0.0609802235513335,FALSE
"HCC95","Pearson.est","glutamate receptor antagonist",-0.36231,-0.897,0.58,1212,0.798,"tiletamine, CPP, latrepirdine, diazooxonorleucine",0.236572006437063,0.0979971086492706,FALSE
"HCC95","Pearson.est","glycogen synthase kinase inhibitor",0.24547,0.646,0.844,308,0.917,"indirubin, TWS.119, CHIR.99021",0.073657553374345,0.0376306643299789,FALSE
"HCC95","Pearson.est","growth factor receptor inhibitor",0.29632,0.786,0.728,1021,0.992,"GSK1904529A, PHA.848125, lestaurtinib, danusertib, AZD3463, GSK1838705A, GW.441756",0.137868620686963,0.00348832784582135,FALSE
"HCC95","Pearson.est","HCV inhibitor",-0.54442,-1.34,0.149,1109,0.742,"PSI.7976, embelin, Ro.9187, daclatasvir",0.826813731587726,0.129596094720973,FALSE
"HCC95","Pearson.est","HDAC inhibitor",-0.27388,-0.684,0.835,1000,0.936,"PCI.24781, chidamide, romidepsin, M.344, dacinostat, tacedinaline, SB.939, JNJ.26481585, vorinostat",0.0783135245163979,0.0287241512618947,FALSE
"HCC95","Pearson.est","histamine receptor antagonist",-0.42989,-1.08,0.364,982,0.868,"nizatidine, lafutidine, tecastemizole, levocetirizine, astemizole, tiotidine, terfenadine, chloropyramine, zolantidine",0.438898616350944,0.0614802748235081,FALSE
"HCC95","Pearson.est","HMGCR inhibitor",0.30652,0.835,0.653,1006,0.954,"lovastatin, atorvastatin, pitavastatin, fluvastatin, simvastatin, mevastatin",0.185086818724926,0.0204516252959049,FALSE
"HCC95","Pearson.est","HSP inhibitor",-0.19962,-0.491,0.985,766,1,"SNX.2112, BIIB021, XL888, tanespimycin, NVP.AUY922, guanidine, PU.H71, VER.49009",0.00656376950238827,0,FALSE
"HCC95","Pearson.est","JAK inhibitor",-0.38069,-0.941,0.535,1355,0.798,"LY2784544, atiprimod, tozasertib, pacritinib",0.271646217978772,0.0979971086492706,FALSE
"HCC95","Pearson.est","KIT inhibitor",-0.34966,-0.853,0.631,1308,0.855,"imatinib, sunitinib, tandutinib",0.199970640755866,0.0680338852718274,FALSE
"HCC95","Pearson.est","MDM inhibitor",-0.29094,-0.715,0.819,1048,0.916,"idasanutlin, nutlin.3",0.0867160982395816,0.0381045263321496,FALSE
"HCC95","Pearson.est","MEK inhibitor",-0.50416,-1.24,0.229,1041,0.87,"arctigenin, TAK.733, PD.198306, nobiletin, Ro.4987655, AS.703026, cobimetinib, MEK162, BIX.02188, PD.98059, trametinib, PD.0325901",0.640164517660112,0.0604807473813815,FALSE
"HCC95","Pearson.est","MET inhibitor",-0.60191,-1.49,0.0774,903,0.892,"LY2801653, NVP.BVU972, INC.280, PF.04217903, AMG458",1.11125903931711,0.0496351456238769,FALSE
"HCC95","Pearson.est","microtubule inhibitor",0.28283,0.754,0.741,27,0.94,"cytochalasin.b",0.130181792020672,0.0268721464003014,FALSE
"HCC95","Pearson.est","mTOR inhibitor",-0.38762,-0.969,0.499,1088,0.831,"NVP.BEZ235, GSK2126458, AZD8055, PP242, GDC.0980, LY303511, sirolimus, ku.0063794, PI.103",0.30189945437661,0.080398976215889,FALSE
"HCC95","Pearson.est","NFkB pathway inhibitor",-0.38194,-0.943,0.526,1242,0.815,"parthenolide...., betulinic.acid, bortezomib, curcumin",0.279014255846261,0.0888423912600234,FALSE
"HCC95","Pearson.est","opioid receptor agonist",-0.40155,-1.01,0.438,1189,0.795,"BW.180C, salvinorin.a",0.3585258894959,0.0996328713435297,FALSE
"HCC95","Pearson.est","p38 MAPK inhibitor",-0.64469,-1.59,0.0487,929,0.848,"CMPD.1, SB.239063, SB.242235, talmapimod, skepinone.l, VX.702, TAK.715",1.31247103878537,0.0716041477432862,FALSE
"HCC95","Pearson.est","PARP inhibitor",-0.42941,-1.08,0.357,1215,0.868,"PJ.34, niraparib, olaparib",0.447331783887807,0.0614802748235081,FALSE
