"ID","adj.P.Val","P.Value","t","B","Log2FC","Gene","Gene.title","Log2Transformed"
"210100_s_at",0.39149295959037,0.0132753168190315,-2.69168641031981,-2.91836366461265,-2.40790840907768,"ABCA2","ATP binding cassette subfamily A member 2",TRUE
"210099_at",0.847527520228882,0.446356172989318,-0.775304427950091,-5.65107696180715,-0.255794423507448,"ABCA2","ATP binding cassette subfamily A member 2",TRUE
"204343_at",0.534566721281704,0.0425013541364713,-2.1525575927107,-3.90434308438057,-1.92320903680023,"ABCA3","ATP binding cassette subfamily A member 3",TRUE
"210082_at",0.961539013416204,0.825626685170731,0.222937373870023,-5.91550487241995,0.239894011337592,"ABCA4","ATP binding cassette subfamily A member 4",TRUE
"1569102_at",0.982909728377256,0.917061665630063,-0.10533005961592,-5.93428124140402,-0.0596128156806586,"ABCA4","ATP binding cassette subfamily A member 4",TRUE
"241705_at",0.864079461576774,0.491225054288104,0.699979408651407,-5.70381350892307,0.65703886516065,"ABCA5","ATP binding cassette subfamily A member 5",TRUE
"213353_at",0.965707350334601,0.839814147339659,0.204520089664131,-5.91933088776996,0.164443412366543,"ABCA5","ATP binding cassette subfamily A member 5",TRUE
"217504_at",0.801285128907773,0.337971562689322,0.979367886975517,-5.48300698430663,0.641722219014825,"ABCA6","ATP binding cassette subfamily A member 6",TRUE
"219577_s_at",0.943824539742785,0.748607664894265,0.32449410073861,-5.88852720672844,0.121721580849258,"ABCA7","ATP binding cassette subfamily A member 7",TRUE
"1565778_at",0.891524108439685,0.561248464791842,-0.589865859424224,-5.77162016798628,-0.488723015253036,"ABCA8","ATP binding cassette subfamily A member 8",TRUE
"1565780_at",0.939976205834042,0.730425261356242,-0.348944463168404,-5.88055097427195,-0.193766079718061,"ABCA8","ATP binding cassette subfamily A member 8",TRUE
"204719_at",0.951934441578502,0.779941095191507,0.282818818139811,-5.900799930354,0.225755923291366,"ABCA8","ATP binding cassette subfamily A member 8",TRUE
"235335_at",0.841247691968787,0.431318842907764,-0.801562776236991,-5.63149750306593,-0.659952673244718,"ABCA9","ATP binding cassette subfamily A member 9",TRUE
"239185_at",0.929234395612144,0.689023268089097,-0.405466517714745,-5.85992448559839,-0.341202324426044,"ABCA9","ATP binding cassette subfamily A member 9",TRUE
"242541_at",0.998940972058269,0.996565803766224,0.00435296376024575,-5.93967425173817,0.00319613915425876,"ABCA9","ATP binding cassette subfamily A member 9",TRUE
"243951_at",0.843475287501313,0.438755746849296,0.788507295579184,-5.64130903198652,0.367068729388076,"ABCB1","ATP binding cassette subfamily B member 1",TRUE
"209993_at",0.873688059772933,0.519331725769781,0.654808321430245,-5.73297394197852,0.621099337161433,"ABCB1","ATP binding cassette subfamily B member 1",TRUE
"223320_s_at",0.841550580403629,0.432710453021061,0.799109293058649,-5.63335291967044,0.3639431747707,"ABCB10","ATP binding cassette subfamily B member 10",TRUE
"211224_s_at",0.914488991533795,0.639832864785254,-0.474434105096952,-5.83064223687998,-0.339007859307584,"ABCB11","ATP binding cassette subfamily B member 11",TRUE
"208288_at",0.971943273048675,0.865605075804926,-0.17121969688821,-5.92541472727135,-0.133000726357575,"ABCB11","ATP binding cassette subfamily B member 11",TRUE
"207819_s_at",0.683017520100356,0.151268739228734,-1.48638736041895,-4.91732740903677,-1.4318524802621,"ABCB4","ATP binding cassette subfamily B member 4",TRUE
"1570505_at",0.873099882222,0.517522301765666,0.657674458135119,-5.7311790331047,0.522191861392958,"ABCB4","ATP binding cassette subfamily B member 4",TRUE
"209994_s_at",0.88698237223329,0.550989928330042,0.605514382125048,-5.76266359819944,0.504758930003886,"ABCB4///ABCB1","ATP binding cassette subfamily B member 4///ATP binding cassette subfamily B member 1",TRUE
"1569072_s_at",0.656641058207682,0.124667612359361,1.59594110861951,-4.7698706924297,1.38320810711966,"ABCB5","ATP binding cassette subfamily B member 5",TRUE
"243167_at",0.729041056651108,0.210526905231733,1.28948933012088,-5.16071303109421,0.485867167322614,"ABCB5","ATP binding cassette subfamily B member 5",TRUE
"1555371_at",0.936318756756998,0.715986299062704,-0.368515843459661,-5.87375399132375,-0.173490526791399,"ABCB5","ATP binding cassette subfamily B member 5",TRUE
"240717_at",0.998038817582822,0.991094713860047,0.0112879747183624,-5.93962142014791,0.0110612101580783,"ABCB5","ATP binding cassette subfamily B member 5",TRUE
"203192_at",0.755639383619058,0.249752240494787,-1.18195915201934,-5.28122825820195,-0.540029495268056,"ABCB6","ATP binding cassette subfamily B member 6 (Langereis blood group)",TRUE
"203191_at",0.797963285726587,0.332149253584772,-0.991494625933548,-5.47188800286591,-0.433214137738809,"ABCB6","ATP binding cassette subfamily B member 6 (Langereis blood group)",TRUE
"209620_s_at",0.973071267819624,0.870501323216648,0.164921311120144,-5.92644450823707,0.0516740596080005,"ABCB7","ATP binding cassette subfamily B member 7",TRUE
"229539_at",0.713633547141264,0.188763189336175,-1.35598660063678,-5.08172851413925,-0.440133516337006,"ABCB8","ATP binding cassette subfamily B member 8",TRUE
"206317_s_at",0.832792886465252,0.409882613210792,0.839997681731725,-5.60173588494251,0.487860310034835,"ABCB8","ATP binding cassette subfamily B member 8",TRUE
"207561_s_at",0.933859583363678,0.706935515858971,-0.380858477747735,-5.86927932021672,-0.182081464590243,"ABCB8///ASIC3","ATP binding cassette subfamily B member 8///acid sensing ion channel subunit 3",TRUE
"207321_s_at",0.873301865850313,0.518238414044226,-0.656539471686876,-5.73189071398405,-0.306264005027431,"ABCB9","ATP binding cassette subfamily B member 9",TRUE
"214209_s_at",0.925504446660705,0.67716585513811,-0.421896664548731,-5.85335770962564,-0.190581952602438,"ABCB9","ATP binding cassette subfamily B member 9",TRUE
"1555323_at",0.96053687867756,0.820677087344189,-0.229380901488742,-5.91408880683063,-0.130064406629101,"ABCB9","ATP binding cassette subfamily B member 9",TRUE
"202805_s_at",0.871619256677111,0.513068993777392,0.664752248774486,-5.72671439392828,0.286526940373186,"ABCC1","ATP binding cassette subfamily C member 1",TRUE
"202804_at",0.968451827985008,0.852034705520369,0.188714167827809,-5.92235255457059,0.0566060679659461,"ABCC1","ATP binding cassette subfamily C member 1",TRUE
"213485_s_at",0.520046545647116,0.037663352415539,2.21090156368696,-3.80374435304826,0.562805945525398,"ABCC10","ATP binding cassette subfamily C member 10",TRUE
"215873_x_at",0.62986301194198,0.101051680424367,1.71097718707215,-4.60632700057411,0.403760504002713,"ABCC10","ATP binding cassette subfamily C member 10",TRUE
"224146_s_at",0.637485146909712,0.108740860127937,-1.67123740981869,-4.663803702601,-3.21725830490968,"ABCC11","ATP binding cassette subfamily C member 11",TRUE
"1554911_at",0.691295036264984,0.161012693311224,-1.45019849091207,-4.96418825299655,-0.876146876806478,"ABCC11","ATP binding cassette subfamily C member 11",TRUE
"1552590_a_at",0.917102138198416,0.649042809812695,0.461352577790262,-5.83654232088948,0.335448199108849,"ABCC12","ATP binding cassette subfamily C member 12",TRUE
"1553410_a_at",0.975550833930114,0.883455630223159,-0.148289457796468,-5.92897874994064,-0.128099482960328,"ABCC12","ATP binding cassette subfamily C member 12",TRUE
"1552582_at",0.797127506889432,0.330310442053868,0.995354952858051,-5.4683223716905,0.67067398309336,"ABCC13","ATP binding cassette subfamily C member 13 (pseudogene)",TRUE
"1552583_s_at",0.877857073443889,0.528903202759783,0.639737585389894,-5.74228808908609,0.652045669750584,"ABCC13","ATP binding cassette subfamily C member 13 (pseudogene)",TRUE
"1555265_at",0.924812035112346,0.674581973720489,-0.425492568846765,-5.85188630290162,-0.343955764570992,"ABCC13","ATP binding cassette subfamily C member 13 (pseudogene)",TRUE
"233371_at",0.928246500493356,0.68485661789486,0.411226845824501,-5.85765141368417,0.35600334967716,"ABCC13","ATP binding cassette subfamily C member 13 (pseudogene)",TRUE
"206155_at",0.990623482682449,0.952575462032969,-0.0601499453009209,-5.93792143222293,-0.0862276012706431,"ABCC2","ATP binding cassette subfamily C member 2",TRUE
"242553_at",0.624965128767163,0.0962455439986238,1.73714327202276,-4.56793045769779,1.47062799051184,"ABCC3","ATP binding cassette subfamily C member 3",TRUE
"230682_x_at",0.65284137151906,0.121700701365609,1.60933103172171,-4.75128464263332,1.37627127624308,"ABCC3","ATP binding cassette subfamily C member 3",TRUE
"239217_x_at",0.67818193964437,0.145516860641668,1.50864919997426,-4.88803879471638,1.01225541055033,"ABCC3","ATP binding cassette subfamily C member 3",TRUE
"209641_s_at",0.726696341943087,0.206645022230113,1.3009444352388,-5.14734612034882,1.70441309819723,"ABCC3","ATP binding cassette subfamily C member 3",TRUE
"208161_s_at",0.75959865506602,0.257461403161567,1.16234857918263,-5.30222413334609,1.92406624469462,"ABCC3","ATP binding cassette subfamily C member 3",TRUE
"203196_at",0.863918945062466,0.490257221215932,-0.701560624066404,-5.70275910299095,-1.18285140750102,"ABCC4","ATP binding cassette subfamily C member 4",TRUE
"243928_s_at",0.867216713941453,0.49932966386083,0.686807754415576,-5.71250854724069,0.539033890374308,"ABCC4","ATP binding cassette subfamily C member 4",TRUE
"1555039_a_at",0.96820875250691,0.850460670013717,0.1907471617579,-5.92197746422246,0.1567076630307,"ABCC4","ATP binding cassette subfamily C member 4",TRUE
"1554918_a_at",0.997352239065314,0.986602305276863,-0.0169828434540853,-5.93954300445232,-0.0263735717381151,"ABCC4","ATP binding cassette subfamily C member 4",TRUE
"1558460_at",0.843095426822889,0.43735340012879,-0.7909586199965,-5.63947835912574,-0.41029973859524,"ABCC5","ATP binding cassette subfamily C member 5",TRUE
"209380_s_at",0.870517518639056,0.509570965008395,-0.67033579284559,-5.72316001157798,-0.283748893010685,"ABCC5","ATP binding cassette subfamily C member 5",TRUE
"226363_at",0.93560203991001,0.713128109944394,-0.372407193896804,-5.87235892734231,-0.189281930960274,"ABCC5","ATP binding cassette subfamily C member 5",TRUE
"236205_at",0.871451481476429,0.51218853615187,-0.666155627510962,-5.72582370805541,-0.648290454669469,"ABCC6P1","ATP binding cassette subfamily C member 6 pseudogene 1",TRUE
"210245_at",0.709914655587487,0.18286857301525,1.37502853916725,-5.05849839109319,0.410146661672089,"ABCC8","ATP binding cassette subfamily C member 8",TRUE
"210246_s_at",0.734861913384601,0.219880142197832,-1.26254391512901,-5.19175819336967,-0.76318418364713,"ABCC8","ATP binding cassette subfamily C member 8",TRUE
"208561_at",0.597879550155311,0.0753276160532043,1.86605272682741,-4.37257602936544,1.74025902946007,"ABCC9","ATP binding cassette subfamily C member 9",TRUE
"208562_s_at",0.820288124919738,0.37875274928355,0.898168365348417,-5.55422406375669,0.689079500044543,"ABCC9","ATP binding cassette subfamily C member 9",TRUE
"208462_s_at",0.895690630367785,0.57618788280797,0.567338644291979,-5.78411532700047,0.238214186825243,"ABCC9","ATP binding cassette subfamily C member 9",TRUE
"1557374_at",0.904381089098038,0.607133301355162,-0.521586531643362,-5.80803841686031,-0.214539718989273,"ABCC9","ATP binding cassette subfamily C member 9",TRUE
"235578_at",0.91543081876046,0.64359335083271,-0.469082802696103,-5.83307532295889,-0.399483334933888,"ABCC9","ATP binding cassette subfamily C member 9",TRUE
"205142_x_at",0.725583196024696,0.204678548714607,-1.30681112231003,-5.14046150137766,-0.593371160052937,"ABCD1","ATP binding cassette subfamily D member 1",TRUE
"207583_at",0.732582817014232,0.216914187922147,-1.27099127983945,-5.18208578491829,-1.19325698627995,"ABCD2","ATP binding cassette subfamily D member 2",TRUE
"202850_at",0.961212424803935,0.824291434074898,-0.224674679760817,-5.91512702546912,-0.0972844328065161,"ABCD3","ATP binding cassette subfamily D member 3",TRUE
"1554878_a_at",0.973071267819624,0.870324789577638,0.16514827850124,-5.92640806772981,0.0864360810576841,"ABCD3","ATP binding cassette subfamily D member 3",TRUE
"203982_s_at",0.694505490882266,0.163754092602611,1.44033696996834,-4.97679515747585,0.848335245596304,"ABCD4","ATP binding cassette subfamily D member 4",TRUE
"203981_s_at",0.700061364939874,0.171730617384976,-1.4123795072576,-5.01215296266714,-0.561148790464967,"ABCD4","ATP binding cassette subfamily D member 4",TRUE
"201872_s_at",0.878647293269438,0.531636536965646,0.635461198740326,-5.74489305939116,0.215714325334485,"ABCE1","ATP binding cassette subfamily E member 1",TRUE
"201873_s_at",0.939976205834042,0.730090088830575,0.349397173702235,-5.88039789081451,0.123400999475225,"ABCE1","ATP binding cassette subfamily E member 1",TRUE
"200045_at",0.823074246722209,0.389498281429638,0.877750094651075,-5.57123743370351,0.23105926773443,"ABCF1","ATP binding cassette subfamily F member 1",TRUE
"207622_s_at",0.527826453640453,0.04039422820701,-2.17718759097774,-3.86207801267342,-0.7737910741172,"ABCF2","ATP binding cassette subfamily F member 2",TRUE
"209246_at",0.610660880283135,0.0832940743839323,-1.81368727327391,-4.45315204533864,-0.703020223000499,"ABCF2","ATP binding cassette subfamily F member 2",TRUE
"209247_s_at",0.630603891142543,0.101625361418061,-1.70792516213188,-4.6107772292153,-0.601699982445314,"ABCF2","ATP binding cassette subfamily F member 2",TRUE
"207623_at",0.838610044014507,0.423724534987072,-0.81503936456799,-5.62121077660485,-0.72727769391368,"ABCF2","ATP binding cassette subfamily F member 2",TRUE
"214232_at",0.99783553534859,0.989869770894309,-0.0128407458778599,-5.93960317178341,-0.00532350516356139,"ABCF2","ATP binding cassette subfamily F member 2",TRUE
"202394_s_at",0.98693003519805,0.939835376545435,-0.0763379238058765,-5.93684552932022,-0.0223522722969705,"ABCF3","ATP binding cassette subfamily F member 3",TRUE
"232081_at",0.704427751516111,0.176312419629416,-1.39678751989175,-5.03162448520106,-1.26871275465314,"ABCG1","ATP binding cassette subfamily G member 1",TRUE
"211113_s_at",0.70916118893503,0.181959383612039,-1.37800864802859,-5.0548384298228,-0.914016837894176,"ABCG1","ATP binding cassette subfamily G member 1",TRUE
"204567_s_at",0.729210170056086,0.211292731777987,-1.28724877910331,-5.16331577287661,-1.77969441607734,"ABCG1","ATP binding cassette subfamily G member 1",TRUE
"230913_at",0.849619613504567,0.450812596992386,-0.767626692317006,-5.65668564706244,-0.436020294023393,"ABCG1","ATP binding cassette subfamily G member 1",TRUE
"209735_at",0.527546822913581,0.0399846067021813,2.18211023678542,-3.85359499582466,1.84097821117792,"ABCG2","ATP binding cassette subfamily G member 2 (Junior blood group)",TRUE
"207593_at",0.737897493665289,0.224607112001633,1.24925974684746,-5.20685703516393,0.381342753960824,"ABCG4","ATP binding cassette subfamily G member 4",TRUE
"220383_at",0.896159990898752,0.579344692058661,-0.562616579898662,-5.78667474632355,-0.251208130756071,"ABCG5","ATP binding cassette subfamily G member 5",TRUE
"231751_at",0.616413638398853,0.0872232015771738,1.78944221066378,-4.48989864362268,0.821912221227206,"ABCG8","ATP binding cassette subfamily G member 8",TRUE
"236461_at",0.877861946695164,0.529279006748651,-0.63914891774366,-5.74264767422221,-0.314169167118243,"ABHD1","abhydrolase domain containing 1",TRUE
"232550_at",0.930527241884777,0.692684915168797,-0.400415851982146,-5.86189154923548,-0.269489058302792,"ABHD1","abhydrolase domain containing 1",TRUE
"1560117_at",0.976371465776674,0.887034527687028,0.143702305349372,-5.92963045778319,0.04940104419794,"ABHD1","abhydrolase domain containing 1",TRUE
"222697_s_at",0.925511384407886,0.677969635504528,0.42077922401943,-5.85381245479008,0.444857093219859,"ABHD10","abhydrolase domain containing 10",TRUE
"218633_x_at",0.975398143273847,0.881119753478898,0.151285154729987,-5.92854211482064,0.0735311581896241,"ABHD10","abhydrolase domain containing 10",TRUE
"221927_s_at",0.58087491336149,0.0635111153557382,-1.95342426321381,-4.2345620854452,-1.02182451079284,"ABHD11","abhydrolase domain containing 11",TRUE
"1552800_at",0.642592458809121,0.112615486761642,-1.65210641549365,-4.69110792601773,-1.32734270327864,"ABHD11","abhydrolase domain containing 11",TRUE
"1552470_a_at",0.651890684512311,0.121149725566156,-1.61184758092852,-4.74777807168475,-1.06088128459414,"ABHD11","abhydrolase domain containing 11",TRUE
"228124_at",0.641880516735663,0.112182882078076,-1.654214621271,-4.68811079486045,-1.04557979530814,"ABHD12","abhydrolase domain containing 12",TRUE
"224742_at",0.706880829211624,0.178623969572708,-1.38904352554834,-5.04122893646146,-0.632606119532815,"ABHD12","abhydrolase domain containing 12",TRUE
"228123_s_at",0.708894565317004,0.181176636729892,-1.38058377845798,-5.0516705351518,-0.690974739775545,"ABHD12","abhydrolase domain containing 12",TRUE
"234993_at",0.82455893188708,0.391987851076525,0.873072065943597,-5.57508426904682,0.543157399588304,"ABHD13","abhydrolase domain containing 13",TRUE
"235348_at",0.930065981387326,0.691325268866677,0.402290026141616,-5.86116445418506,0.189123589450752,"ABHD13","abhydrolase domain containing 13",TRUE
"202740_at",0.909207738322331,0.623133651036386,-0.498371162579862,-5.81942847558231,-0.153282270192431,"ABHD14A-ACY1///ACY1","ABHD14A-ACY1 readthrough///aminoacylase 1",TRUE
"210006_at",0.942303845415102,0.740238498277119,0.33572237490569,-5.88493543959768,0.175979918299568,"ABHD14A///ACY1","abhydrolase domain containing 14A///aminoacylase 1",TRUE
"224821_at",0.965380895563592,0.838531819962334,0.206181659244722,-5.91899918552684,0.0882658010789132,"ABHD14B","abhydrolase domain containing 14B",TRUE
"226796_at",0.954723352940649,0.793807814383661,0.264541691952213,-5.90565504521537,0.109582189745812,"ABHD15","abhydrolase domain containing 15",TRUE
"230221_at",0.668620158511127,0.134946986880008,1.5515103822498,-4.83067250431298,0.899805757130219,"ABHD16A","abhydrolase domain containing 16A",TRUE
"224756_s_at",0.812302873476553,0.357251169658067,-0.940203700077827,-5.51806242801977,-0.337769427904771,"ABHD16A","abhydrolase domain containing 16A",TRUE
"234002_at",0.861659105448003,0.483269812484205,0.713030201006232,-5.69504295560047,0.215989246437606,"ABHD16B","abhydrolase domain containing 16B",TRUE
"221267_s_at",0.737037362362438,0.222425541453685,-1.25536374384626,-5.1999362129057,-0.37937523458702,"ABHD17A","abhydrolase domain containing 17A",TRUE
