"Drug_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"bacterial 50S ribosomal subunit inhibitor",-0.119266666666667,0.978222912564752,0.884785409782261,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"microtubule inhibitor",-0.126933333333333,0.99976643462837,0.787673271358329,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"sodium channel blocker",-0.133533333333333,0.736048607349374,0.999978508673811,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"growth factor receptor inhibitor",-0.1378,1.30802567689957,0.0091688665224188,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H460, H520",0.05853968625852
"retinoid receptor agonist",-0.141133333333333,1.27462290595335,0.0291443526088252,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0959901345006666
"sterol demethylase inhibitor",-0.146,1.37631033668179,0.00159271892090739,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H2126, H520",0.0120177882213921
"CHK inhibitor",-0.154066666666667,1.28560777548246,0.0208896057538746,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H1975",0.0825636798843614
"HCV inhibitor",-0.156066666666667,1.50097275442421,4.50015508622314e-06,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,4,"HCC827, H1650, H1975, H1703",9.33782180391301e-05
"AKT inhibitor",-0.162266666666667,1.10037769273403,0.422168329981753,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.699408671504247
"histamine receptor antagonist",-0.193666666666667,1.27742920780464,0.0206568243558195,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0825636798843614
"proteasome inhibitor",-0.213666666666667,1.37313659016068,0.000231270238480103,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H2126",0.00274220425626408
"Bcr.Abl kinase inhibitor",-0.223266666666667,0.990674839740688,0.750415427964132,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H1975",0.999978508673811
"JAK inhibitor",-0.229266666666667,0.814583282304224,0.997966326380623,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"tubulin polymerization inhibitor",-0.2384,1.15621734239595,0.156532623304893,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.341900203534372
"potassium channel blocker",-0.252666666666667,1.23499037975817,0.0300316428609227,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H2126",0.0959901345006666
"PI3K inhibitor",-0.263733333333333,0.846565115769659,0.989487270475967,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"RET tyrosine kinase inhibitor",-0.2872,1.12565709064274,0.210363880439205,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.388004490587868
"antioxidant",-0.296066666666667,1.36460546190709,0.00102822113293202,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H1975, HCC44",0.00853423540333575
"PLK inhibitor",-0.311933333333333,1.70990569776175,9.6191803046972e-10,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,5,"H1650, H2126, HCC15, HCC44, H520",7.98391965289868e-08
"ALK tyrosine kinase receptor inhibitor",-0.319066666666667,0.967549442565869,0.787528701789879,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"vitamin D receptor agonist",-0.326266666666667,1.23341630480239,0.0456398561504446,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"HCC15",0.135289573588818
"estrogen receptor agonist",-0.3272,0.857796612590321,0.96406610591418,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"HSP inhibitor",-0.327866666666667,1.12482727986292,0.125041034601526,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.280497455998019
"glycogen synthase kinase inhibitor",-0.334466666666667,1.12353967866018,0.189849146947467,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.370340149566257
"CDK inhibitor",-0.344066666666667,0.91582760906396,0.889024121628442,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"dopamine receptor antagonist",-0.352333333333333,0.856170182237376,0.947355559890469,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"p38 MAPK inhibitor",-0.3578,1.2308087468931,0.0157559573291254,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H2009",0.0726524699065228
"DNA inhibitor",-0.369466666666667,1.09348472238767,0.192163009166042,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.370340149566257
"thymidylate synthase inhibitor",-0.376666666666667,1.49168493737148,1.67848050448913e-06,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H520",4.64379606241994e-05
"DNA alkylating agent",-0.394733333333333,1.00873403451106,0.507557488038412,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.780134657540523
"mTOR inhibitor",-0.395333333333333,0.995020004584737,0.526227088623088,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.794124515558478
"opioid receptor agonist",-0.398133333333333,1.06978681899491,0.220978230126144,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"HCC44",0.398721589140651
"ribonucleotide reductase inhibitor",-0.398266666666667,1.05213731224091,0.342529437351386,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.592290485420106
"Aurora kinase inhibitor",-0.465533333333333,1.07604964480977,0.113999952027774,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"HCC44",0.270342743380149
"CC chemokine receptor antagonist",-0.469066666666667,1.13130673285786,0.0579335420765324,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H2126",0.160282799745073
"DNA synthesis inhibitor",-0.472866666666667,0.768688481084751,0.98134677846643,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"DNA methyltransferase inhibitor",-0.486133333333333,1.31521605322725,5.59832282417323e-05,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H3255",0.000929321588812755
"HDAC inhibitor",-0.4922,1.0863880653668,0.118991435765717,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.274341365793182
"cyclooxygenase inhibitor",-0.503133333333333,0.757398259708539,0.971837038853256,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999978508673811
"PARP inhibitor",-0.551266666666667,1.16695026621083,0.0150758992112059,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H460",0.0726524699065228
"bacterial DNA gyrase inhibitor",-0.6374,0.994741876066349,0.112998314978189,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"HCC44",0.270342743380149
"topoisomerase inhibitor",-0.645133333333333,1.1862686317469,0.0248656103112547,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"HCC44",0.0938111661742792
"MDM inhibitor",-0.6568,1.31819184599858,0.000910684996862495,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"HCC15, H460",0.00839853941550968
"HMGCR inhibitor",-0.758533333333333,1.05680433833506,0.0550640123102416,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H1650, H1975",0.157597000750002
"MEK inhibitor",-0.835733333333333,1.07522459226411,0.0330433550493935,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H1975, HCC15",0.101577721077765
"MET inhibitor",-0.849733333333333,1.08040855147265,0.00053522755950158,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.00555298592982889
