"Feature_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"KEGG_RNA_POLYMERASE",0.7885,1.13492582857367,0.00512348170900914,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"H460",0.0277285086897416
"KEGG_ONE_CARBON_POOL_BY_FOLATE",0.771416666666667,1.26351792147115,6.28560007409116e-05,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"H460, HCC44",0.000835086866986397
"KEGG_PURINE_METABOLISM",0.7655,0.773114304144431,0.417144666625491,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"H460",0.686627504357003
"KEGG_ETHER_LIPID_METABOLISM",0.747333333333333,0.853898688192557,0.17373314610447,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC15",0.394077624090627
"KEGG_HISTIDINE_METABOLISM",0.741833333333333,1.13190256835225,0.00206560546850457,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.014777023736225
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",0.7295,0.918118382147076,0.148050939649012,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.362335194404161
"KEGG_RENIN_ANGIOTENSIN_SYSTEM",0.724666666666667,0.86145493559478,0.193542911654831,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.413781397331018
"KEGG_OOCYTE_MEIOSIS",0.712,1.00645263628792,0.0197732493725514,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.072114203594011
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.706666666666667,0.425593346951873,0.998346846426198,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_ASTHMA",0.704916666666667,1.10983868265399,0.0118763758905152,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"A549",0.0471613911971242
"KEGG_TYPE_I_DIABETES_MELLITUS",0.6985,0.843247887634472,0.593095271824138,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.875521591740394
"KEGG_TASTE_TRANSDUCTION",0.69725,0.882656128347326,0.198553570390263,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.414954652725718
"KEGG_VIRAL_MYOCARDITIS",0.680833333333333,0.506877577712685,0.982410393274909,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_TYROSINE_METABOLISM",0.6645,0.93556531281651,0.162505477576906,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.377825235366307
"KEGG_PENTOSE_PHOSPHATE_PATHWAY",0.658333333333333,1.31386199173784,0.000148532918380909,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"H460, A549",0.00153484015660272
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.658166666666667,1.05997271262762,0.0323073288579678,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"A549",0.107306485135393
"KEGG_ALLOGRAFT_REJECTION",0.6395,1.11048437425051,0.206200320144664,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"HCC44, A549",0.424597927062589
"KEGG_SPLICEOSOME",0.626333333333333,1.18741180214734,0.00366824597966207,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"HCC44, H1703",0.0235273707661084
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",0.623,1.42288254162904,0.000129204824688151,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"H1648, H460",0.00145713690081867
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.62125,0.920005447118262,0.181702152579352,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.394335477996203
"KEGG_NUCLEOTIDE_EXCISION_REPAIR",0.6165,1.23118040181696,0.000744626347212879,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.00629547729916344
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.603583333333333,1.14805736777261,0.176127393056238,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"A549",0.394335477996203
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.597583333333333,1.14971359740616,0.00555856187450555,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.0277285086897416
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.596916666666667,1.17332917634422,0.00548852272377495,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"H460, HCC44",0.0277285086897416
"KEGG_RNA_DEGRADATION",0.592,1.17083839425198,0.00542506995369291,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.0277285086897416
"KEGG_BETA_ALANINE_METABOLISM",0.58475,1.14564417171381,0.0113183135866127,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.0467823628246658
"KEGG_LINOLEIC_ACID_METABOLISM",0.584083333333333,1.1729841863875,0.0055194143572287,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC15",0.0277285086897416
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.583916666666667,0.870315873517753,0.584069890300629,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.869095996767337
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",0.583666666666667,1.66131204081885,1.32004223058374e-05,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,4,"H1648, H460, H1299, HCC44",0.000313770381199524
"KEGG_AUTOIMMUNE_THYROID_DISEASE",0.581,1.09163130639008,0.0384793998439777,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"A549",0.123399454672066
"KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.577166666666667,1.0303212944014,0.0842770264726543,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"H460",0.244930108186151
"KEGG_GLUTATHIONE_METABOLISM",0.56975,1.25965212549844,0.00392302940260166,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"H460",0.02353817641561
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",0.566666666666667,0.611396662395109,0.992143276843358,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_CELL_CYCLE",0.560416666666667,1.19718939477833,0.00617626737248941,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.0292555330442391
"KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM",0.5525,1.38885908048821,2.69543597839784e-05,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"A549",0.000455773719983634
"KEGG_MAPK_SIGNALING_PATHWAY",0.5465,0.69266737393145,0.990857642751396,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_GLYCEROLIPID_METABOLISM",0.545583333333333,0.901938463768035,0.506832248307051,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.785589984875929
"KEGG_ABC_TRANSPORTERS",0.535083333333333,0.946116412050608,0.373795087889975,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.643758206921623
"KEGG_APOPTOSIS",0.534583333333333,0.862019875148778,0.744240553789745,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.92905196647579
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.53025,0.988659802229996,0.182327156492868,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.394335477996203
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.529916666666667,0.914248370703133,0.477770720338107,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.753096220193964
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.52925,0.76735426510955,0.846556426123929,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.999213161238356
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.52925,0.832234574121766,0.7940475067109,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.968950478899731
"KEGG_REGULATION_OF_AUTOPHAGY",0.51675,0.96702732169732,0.318599502765129,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.575335024410815
"KEGG_PYRUVATE_METABOLISM",0.513166666666667,1.19599390644034,0.026745781359501,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"H460",0.0945785775978492
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",0.505083333333333,1.22176098379149,0.00629151248263206,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.0292555330442391
"KEGG_SULFUR_METABOLISM",0.4995,1.44666189428064,2.8834712876383e-06,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"H1650, HCC44",0.000107265131900145
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.499333333333333,1.26575815105797,0.00417677136115664,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.024277483536723
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.49225,0.724787006330449,0.99135428234984,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_LYSINE_DEGRADATION",0.45975,1.08796667103029,0.100513599347604,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.27146421146697
"KEGG_ARGININE_AND_PROLINE_METABOLISM",0.45525,1.04721137268983,0.275558524263209,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.524107405623711
"KEGG_RIBOFLAVIN_METABOLISM",0.437583333333333,1.30028545525647,0.0028348312314032,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"A549",0.0195288373718887
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",0.429166666666667,1.51441833018089,1.34955002666462e-05,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"H460, HCC44",0.000313770381199524
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.426333333333333,1.06286194548093,0.143619606101405,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.356176623131485
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.412,0.959973863280568,0.555912435869098,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.833868653803646
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",0.39925,1.08205252141054,0.226933557191868,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.458800452583558
"KEGG_GALACTOSE_METABOLISM",0.382416666666667,1.16035946298263,0.0507775631792728,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.157410445855746
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.381833333333333,1.01490741479509,0.416290478907209,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.686627504357003
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",0.37,1.26955009926566,0.241552912744442,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"A549",0.47796640181347
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",0.365,0.968116634596172,0.600336099664643,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.879232397934045
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.363166666666667,1.00323085654058,0.519301279374631,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.791721622653125
"KEGG_SMALL_CELL_LUNG_CANCER",0.358916666666667,0.867649118263969,0.943731678224006,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_ALZHEIMERS_DISEASE",0.358166666666667,0.929554324622419,0.669238502119766,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.915282069075563
"KEGG_FATTY_ACID_METABOLISM",0.354333333333333,1.02587384775866,0.405930836397402,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.680953112192685
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.3525,1.31083398158299,0.00946191798560483,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"H460, HCC44",0.0409282964028488
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",0.348416666666667,0.743872479092697,0.999213161238356,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.339166666666667,0.931094159219857,0.723493096669306,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.92463761591251
"KEGG_NITROGEN_METABOLISM",0.339,1.19549495265274,0.0354634091883509,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.11572270366725
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.3375,0.904073659509103,0.881249808502836,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.322583333333333,0.943056679905906,0.73448508160118,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.92463761591251
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.322583333333333,1.04987033470661,0.379890329637474,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.648253223051102
"KEGG_LONG_TERM_DEPRESSION",0.320083333333333,0.81127446967812,0.992881235392838,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_OLFACTORY_TRANSDUCTION",0.315,0.874280483389835,0.953690880365227,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",0.3105,0.786003296315087,0.996198943201011,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_LIMONENE_AND_PINENE_DEGRADATION",0.309333333333333,1.79860599219271,8.10053586511452e-10,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,4,"H1648, H460, HCC44, A549",1.5066996709113e-07
"KEGG_JAK_STAT_SIGNALING_PATHWAY",0.306916666666667,0.855172864857088,0.966891345898313,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_MTOR_SIGNALING_PATHWAY",0.30525,1.10630540950088,0.197312720155791,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.414954652725718
"KEGG_INSULIN_SIGNALING_PATHWAY",0.3015,0.965583337583133,0.767469942629711,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.945360326682955
"KEGG_WNT_SIGNALING_PATHWAY",0.2925,0.943532386108905,0.851937140685304,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.28775,1.09179669477759,0.262957498050279,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.509480152472416
"KEGG_PARKINSONS_DISEASE",0.287583333333333,1.11482387180734,0.160489998856461,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"H460, HCC44",0.377825235366307
"KEGG_BUTANOATE_METABOLISM",0.287416666666667,1.14377735105565,0.13011616548941,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.327048740284192
"KEGG_HUNTINGTONS_DISEASE",0.2855,1.04759234784945,0.296822232124013,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.541264070343788
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",0.281,1.14436755061872,0.113207051516311,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.29245154975047
"KEGG_PRIMARY_IMMUNODEFICIENCY",0.28025,1.06666584398643,0.281686560678008,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.529229295819287
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.280083333333333,1.07041745962909,0.352450544891725,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.612671040652905
"KEGG_N_GLYCAN_BIOSYNTHESIS",0.277333333333333,1.06797091663953,0.406375244373054,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.680953112192685
"KEGG_TIGHT_JUNCTION",0.276416666666667,0.868400667720246,0.972872406410684,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_RETINOL_METABOLISM",0.274666666666667,1.0159725598776,0.506506914224674,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.785589984875929
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.27025,1.2747465434352,0.0175175011643979,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"A549, HCC15",0.0651651043315602
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",0.250916666666667,1.32457989623697,0.00909902061782124,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.0402956627360655
"KEGG_LEISHMANIA_INFECTION",0.243833333333333,1.07423527415666,0.276142611565181,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.524107405623711
"KEGG_LONG_TERM_POTENTIATION",0.242333333333333,1.00751235799624,0.646188930598406,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.896948814114205
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.241583333333333,1.00715968385747,0.678583512001726,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.919231361206546
"KEGG_PRION_DISEASES",0.239916666666667,0.973569482820198,0.812301128237938,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.981090973066601
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.238083333333333,1.09213522791851,0.247144074456024,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.483882082619162
"KEGG_PATHWAYS_IN_CANCER",0.231166666666667,0.83136370263598,0.996313232939234,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_CELL_ADHESION_MOLECULES_CAMS",0.223916666666667,0.882907434490608,0.973843970930251,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_PEROXISOME",0.223833333333333,1.03663580291189,0.528050223036226,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.798514971420634
"KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION",0.21025,0.92877134136743,0.913389731129389,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.209083333333333,1.36246404178294,0.00138040808921534,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.0106981626914189
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0.204166666666667,0.918985689208323,0.946055925044637,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_SPHINGOLIPID_METABOLISM",0.20275,1.01269425745923,0.687425674117467,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.919231361206546
"KEGG_TYPE_II_DIABETES_MELLITUS",0.201083333333333,1.10981197902522,0.286138204712022,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.532217060764361
"KEGG_STARCH_AND_SUCROSE_METABOLISM",0.196416666666667,0.911158848373705,0.946888207906333,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.999213161238356
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",0.196166666666667,0.957382495361307,0.797039910062682,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.968950478899731
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.191166666666667,1.30139043357713,0.0144677380404855,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"HCC44",0.0555303641650227
"KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.188916666666667,1.43690389748447,0.000431357873981221,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,2,"H460, A549",0.00391341324348491
