"type","Rank_metric","Feature_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"H1650","Input","KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",0.34794,1,0.445,6162,1,"NAGK, UGP2, PGM1, GPI, GFPT1, GNE, NANP, GALT, GMPPB, GMPPA, HK2, HK1, PMM2, FPGT, HEXA, NPL, UAP1, UXS1, CYB5R3, GFPT2, PGM2",0.351639989019068,0,FALSE
"H1650","Input","KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.3911,1.14,0.264,5709,1,"CHP1, MAP3K5, PPP3R1, MAPK11, TOMM40, CYCS, PPP3CA, BID, RAC1, MAPK13, DERL1, GRIN2A, BCL2L1, BAD, CASP1, MAP2K3, SOD1, GPX1, RAB5A, NEFH, CCS",0.578396073130169,0,FALSE
"H1650","Input","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.25511,0.735,0.848,3229,1,"IFNA5, HSPA2, NFYC, IFI30, HSPA4, TAP2, HSPA1A, TAPBP, HSPA1B, NFYB",0.0716041477432862,0,FALSE
"H1650","Input","KEGG_APOPTOSIS",0.34533,1,0.448,4883,1,"CHP1, PPP3R1, TRADD, ENDOD1, CYCS, PPP3CA, NGF, CAPN1, MAP3K14, BID, ENDOG, AKT2, CASP7, MYD88, IL1R1, PRKACG, IL1RAP, PRKAR1B, CASP8, PIK3R3, PRKACA, AKT3, BCL2L1, BAD, CFLAR, DFFA, PRKAR2A, EXOG",0.348721986001856,0,FALSE
"H1650","Input","KEGG_ARACHIDONIC_ACID_METABOLISM",0.20615,0.597,0.965,2208,0.995,"PTGES, CYP2E1, CYP4F3, PLA2G12A, PLA2G4B, GPX7",0.0154726866562074,0.00217691925427455,FALSE
"H1650","Input","KEGG_ARGININE_AND_PROLINE_METABOLISM",-0.23496,-0.791,0.712,17420,0.929,"ARG2, ALDH1B1, NAGS, GLUD2, ALDH2, PRODH, CPS1, ODC1, GLS2, ACY1, MAOA, AMD1",0.147520006363144,0.0319842860063582,FALSE
"H1650","Input","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.39501,1.17,0.221,2136,1,"TCF7L1, ITGA4, DAG1, CACNA1D, CACNG4, ITGA1, DSC2, SLC8A1, ITGA6, ACTB, ITGB8, DSG2, JUP, PKP2, DSP, ACTN4",0.655607726314889,0,FALSE
"H1650","Input","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",-0.27217,-1,0.38,16230,0.909,"MIOX, UGT2B7, ALDH1B1, ALDH2, UGDH",0.42021640338319,0.0414361167780325,FALSE
"H1650","Input","KEGG_ASTHMA",-0.29495,-1.08,0.342,13707,0.74,"IL4, IL13, PRG2, IL10, FCER1G, EPX, RNASE3, IL5, TNF",0.465973893943865,0.130768280269024,FALSE
"H1650","Input","KEGG_AUTOIMMUNE_THYROID_DISEASE",0.31921,0.922,0.604,1349,0.977,"IFNA5, CD40",0.218963061378868,0.0101054362812269,FALSE
"H1650","Input","KEGG_AXON_GUIDANCE",0.37843,1.12,0.29,5824,1,"CHP1, NTN1, SEMA3E, SEMA3D, PAK4, PPP3R1, RHOD, PPP3CA, NTN4, PTK2, SEMA5A, NFAT5, SRGAP2, EFNA5, LIMK2, RAC1, SRGAP1, NFATC1, PLXNA2, ROBO3, PLXNB1, SEMA3F, SEMA4F, EFNA1, RASA1, PAK6, NFATC3, MAPK3, SEMA7A, SLIT3, EPHB3, PLXNB2, ROBO1, EPHA1, GNAI1, SEMA6B, ITGB1, EPHB4, RHOA, EPHA2, ABLIM1, MET, UNC5C, CFL2, PAK2, EFNA2, ROCK1, UNC5B, UNC5A, CDC42, SEMA3C, SEMA4B, CFL1, LIMK1, CDK5, NCK2",0.537602002101044,0,FALSE
"H1650","Input","KEGG_BASAL_CELL_CARCINOMA",0.25186,0.732,0.877,3854,0.984,"TCF7L1, WNT9A, GLI3, WNT7B, WNT7A, WNT6, FZD6, TCF7L2, FZD9, FZD2",0.0570004066339595,0.00700490156865849,FALSE
"H1650","Input","KEGG_BASAL_TRANSCRIPTION_FACTORS",-0.33366,-1.24,0.154,18005,0.774,"GTF2F2, STON1, GTF2F1, GTF2H1, TBPL1, GTF2H2",0.812479279163537,0.111259039317107,FALSE
"H1650","Input","KEGG_BASE_EXCISION_REPAIR",0.27924,0.818,0.771,6434,0.972,"XRCC1, POLE4, POLD1, NEIL3, SMUG1, LIG1, POLE, TDG, POLD2, PARP3, APEX2, MBD4, UNG, POLD3, LIG3",0.112945621949043,0.0123337350737254,FALSE
"H1650","Input","KEGG_BETA_ALANINE_METABOLISM",0.38435,1.12,0.262,6187,1,"ABAT, GAD1, SMS, ECHS1, UPB1, SRM, HADHA, DPYD, ALDH3A2, ALDH9A1",0.581698708680255,0,FALSE
"H1650","Input","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.54217,1.55,0.035,5019,0.766,"ACOT4, SCD5, HACD2, ACAA1, TECR, ACOX1, HACD1, ELOVL6, HADHA, ACOT2, YOD1, ACOT1",1.45593195564972,0.115771230367396,FALSE
"H1650","Input","KEGG_BLADDER_CANCER",0.29146,0.847,0.7,4165,0.971,"E2F1, CDH1, MAP2K1, TYMP, DAPK2, ERBB2, EGF, DAPK1, EGFR, MAPK3, RAF1, CDKN1A",0.154901959985743,0.0127807700919951,FALSE
"H1650","Input","KEGG_BUTANOATE_METABOLISM",0.32002,0.936,0.567,7337,0.979,"ABAT, ACSM1, GAD1, ECHS1, HADHA, OXCT1, ACSM4, HMGCS1, ALDH3A2, PDHA1, ACAT2, AACS, ALDH9A1, PDHB, OXCT2, ALDH5A1, HADH",0.246416941107093,0.00921730819686218,FALSE
"H1650","Input","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.35091,1.02,0.406,4157,1,"CHP1, PPP3R1, MAP2K1, PPP3CA, VAV3, PLCG2, NFAT5, DAPP1, LILRB3, AKT2, MALT1, RAC1, VAV1, NFATC1, NFKBIB, NFATC3, VAV2, MAPK3, PIK3R3, AKT3, RAF1, SOS1",0.391473966422806,0,FALSE
"H1650","Input","KEGG_CALCIUM_SIGNALING_PATHWAY",0.31627,0.917,0.609,4692,0.962,"ADORA2A, TNNC1, CHP1, CAMK2G, PLCD1, PLCE1, CALM3, GNAS, PPP3R1, CACNA1D, PPP3CA, P2RX2, PLCG2, SLC8A1, PHKB, RYR1, ADRA1B, SPHK2, PHKG2, GNAQ, P2RX5, OXTR, CAMK2D, PRKACG, HTR6, ADCY1, MYLK2, ERBB2, P2RX4, ADCY7, GNA15, PTK2B, ADRB1, EGFR, ADORA2B, PRKACA, GRIN2A, ITPR2, CALML6, PHKG1, TBXA2R, TRPC1, PLCD3, PTAFR, CALM1",0.215382707367125,0.0168249279621871,FALSE
"H1650","Input","KEGG_CARDIAC_MUSCLE_CONTRACTION",0.31587,0.916,0.616,5320,0.955,"TNNC1, UQCRC2, CACNA1D, CACNG4, CYC1, SLC8A1, TNNI3, UQCRFS1, SLC9A1, TPM2, TPM1, COX6B1, UQCR10, CACNA2D2, COX6C, CACNB1, MYL3, COX8A, TNNT2, CACNG1, ATP1B1",0.210419287835575,0.0199966284162537,FALSE
"H1650","Input","KEGG_CELL_ADHESION_MOLECULES_CAMS",0.30497,0.886,0.645,2668,0.959,"ITGA4, GLG1, CDH3, ITGB2, CDH1, PVR, SDC4, NFASC, SDC1, CD226, ITGA6, CD40, ITGB8, F11R, OCLN, CLDN7, CLDN23, CLDN4, SDC2",0.190440285364732,0.0181813928293364,FALSE
"H1650","Input","KEGG_CELL_CYCLE",0.28974,0.842,0.725,8040,0.974,"E2F1, YWHAZ, PLK1, RBL2, E2F4, RAD21, ORC6, YWHAB, CHEK2, CCNE1, SFN, PKMYT1, ANAPC2, SMAD2, CCND3, ANAPC10, CDC23, CHEK1, SMC1B, RBL1, SKP2, RBX1, ANAPC7, CDKN1A, CCNB1, MAD1L1, CDC25A, CDC25B, EP300, CDKN2D, CCNE2, CCNA1, CDC20, CCNA2, HDAC1, CDC6, MCM5, YWHAE, BUB1, MAD2L2, ZBTB17, CUL1, CDC14A, PRKDC, YWHAQ, ESPL1, CDC45, CDK7, WEE2, TGFB3, CDK2, CDC7, MCM6, GADD45A, ORC3, E2F2, SMAD4, TGFB2, BUB1B, CCNB2, MAD2L1, MCM4, CREBBP, CDC14B, TGFB1, DBF4, GADD45B, ORC1, PTTG1, YWHAG, CCNH, CDKN1B, ABL1, YWHAH",0.139661993429006,0.0114410431213845,FALSE
"H1650","Input","KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.328,0.948,0.543,4238,1,"CCR3, CCR2, CCL5, CCL28, STAT1, BCAR1, GNG13, MAP2K1, VAV3, STAT2, PRKCD, PTK2, RAP1A, GSK3A, PXN, GRK3, AKT2, STAT3, TIAM1, CXCR1, RAC1, VAV1, CCR1, PRKACG, ADCY1, PARD3, NFKBIB, ADCY7, CXCL16, PTK2B, VAV2, MAPK3, PIK3R3, CCR5, PRKACA, CCL17, AKT3, PRKCZ, CCR4, RAF1, GNG10, SOS1, TIAM2",0.265200170411153,0,FALSE
"H1650","Input","KEGG_CHRONIC_MYELOID_LEUKEMIA",-0.21409,-0.779,0.769,17589,0.917,"SHC3, STAT5B, MYC, CDK4, SHC2, RB1, TP53, CDKN2A, GAB2, HDAC2, MECOM, IKBKB",0.114073660198569,0.0376306643299789,FALSE
"H1650","Input","KEGG_CIRCADIAN_RHYTHM_MAMMAL",-0.44307,-1.63,0.0575,15827,0.422,"PER2, BHLHE41, ARNTL, NPAS2",1.24033215531037,0.374687549038326,FALSE
"H1650","Input","KEGG_CITRATE_CYCLE_TCA_CYCLE",0.44968,1.29,0.129,6590,1,"PC, MDH1, OGDH, ACO2, IDH3B, SDHA, SUCLG1, MDH2, SDHB, IDH2, IDH3A, PDHA1, IDH1, PDHB, SDHC",0.889410289700751,0,FALSE
"H1650","Input","KEGG_COLORECTAL_CANCER",0.26134,0.767,0.832,3976,0.997,"TCF7L1, MAP2K1, CYCS, AKT2, RAC1, SMAD2, TGFBR2, TCF7L2, MAPK3, PIK3R3, AKT3, BAD, RAF1",0.0798766737092761,0.00130484168834428,FALSE
"H1650","Input","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",-0.34221,-1.27,0.143,13893,0.807,"FGA, SERPIND1, F7, CPB2, FGB, F2, SERPING1, F13A1, C6, F5, C4BPA, C7, CR2, MASP1, C1S, THBD, SERPINF2, C4B, PLG, F10, VWF, F2R, C4A, A2M, KLKB1, SERPINA5, MASP2, C3AR1, BDKRB1, C1R, PROS1, CFH, BDKRB2, C2, SERPINE1, PLAT",0.844663962534938,0.0931264652779296,FALSE
"H1650","Input","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",0.27313,0.79,0.786,4360,0.975,"LDHAL6B, GOT2, SMS, ADI1, TAT, AHCYL2, AHCY, CBS, SRM, DNMT1, DNMT3B, ENOPH1",0.104577453960592,0.0109953843014632,FALSE
"H1650","Input","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.27248,0.792,0.789,3741,0.979,"CCR3, IFNL1, CCR2, IFNL3, CCL5, CSF1R, IL20RB, IFNA5, CCL28, PDGFB, IFNL2, IL6, IFNB1, BMP7, CD40, IL12A, PDGFA, PDGFC, CXCR1, IL9R, CTF1, CCR1, IL1R1, TGFBR2, TNFRSF25, IL12B, OSMR, IL18, PRLR, EGF, CXCL16, IL1RAP, EGFR, ACVR2A, TNFRSF12A, CCR5, TNFRSF18, CCL17",0.10292299679058,0.00921730819686218,FALSE
"H1650","Input","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.3743,1.09,0.32,3310,0.988,"CCL5, IFNA5, DDX58, IRF3, POLR3H, IL6, IFNB1, PYCARD, POLR3K, NFKBIB, IL18, ADAR",0.494850021680094,0.00524305541237188,FALSE
"H1650","Input","KEGG_DILATED_CARDIOMYOPATHY",0.38677,1.12,0.286,5099,1,"TNNC1, ITGA4, DAG1, GNAS, CACNA1D, CACNG4, ITGA1, SLC8A1, ITGA6, ACTB, TNNI3, ITGB8, TPM2, TPM1, PRKACG, ADCY1, ADCY7, ADRB1, PRKACA, CACNA2D2, ITGAV, LMNA, CACNB1, ITGA3, ITGB1, ITGB4, MYL3, ADCY6, TNNT2, CACNG1",0.543633966870957,0,FALSE
"H1650","Input","KEGG_DNA_REPLICATION",0.35107,1.02,0.438,6811,1,"POLE4, POLD1, DNA2, LIG1, POLE, POLA2, RNASEH2A, POLD2, RPA3, RNASEH2C, RPA1, MCM5, RNASEH1, POLD3, RFC2, MCM6, RFC5",0.3585258894959,0,FALSE
"H1650","Input","KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.43449,1.27,0.144,5338,1,"ETV7, MAP2K1, NOTCH3, SPIRE1, EGFR, MAPK3, SOS1, ETS2, GRB2, SPIRE2",0.84163750790475,0,FALSE
"H1650","Input","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",-0.23165,-0.823,0.663,16157,0.897,"GSTM3, GSTO1, ALDH3A1, CYP3A4, UGT2B7, MAOB, GSTT2, GSTM1, CYP3A5, MAOA, GSTM2, GSTZ1, GSTA4, GSTP1",0.178486471595227,0.0472075569559079,FALSE
"H1650","Input","KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.3639,1.05,0.382,3951,1,"UGT2B17, XDH, CDA, TYMP, TK1, UPP1, CES2, UPB1, UCKL1, NAT2, TK2",0.417936637088291,0,FALSE
"H1650","Input","KEGG_ECM_RECEPTOR_INTERACTION",0.31659,0.929,0.566,4794,0.989,"CHAD, ITGA4, DAG1, SDC4, ITGA1, LAMA5, SDC1, ITGA6, ITGB8, COL5A1, LAMA3, SDC2, HSPG2, LAMB2, LAMB1, LAMC2, LAMB3, ITGAV, TNC, ITGA3, ITGB1, COL11A2, ITGB4",0.247183568811729,0.0048037084028206,FALSE
"H1650","Input","KEGG_ENDOCYTOSIS",0.45307,1.31,0.125,5492,1,"CSF1R, HSPA2, STAMBP, SH3GL2, CBLC, RAB22A, VPS28, VPS4A, EHD2, DNM3, EPN3, AGAP1, FGFR2, SH3GLB2, EHD1, EPN1, AP2S1, ITCH, NEDD4L, CHMP4B, CHMP2A, GRK3, AP2A1, CHMP5, DNAJC6, VPS37B, CXCR1, IQSEC2, CHMP3, RAB11FIP4, HSPA1A, ARAP2, PLD2, VPS4B, PARD3, HSPA1B, ASAP3, ACAP1, PARD6B, ASAP2, VTA1, ARFGAP1, PSD4, EGF, WWP1, CLTB, RAB11A, PIP5K1A, ADRB1, EGFR, CHMP6, RUFY1, TFRC, DAB2, EPN2, CCR5, PRKCI, RAB4A, PRKCZ, IQSEC1, SNF8, EPS15, SH3KBP1, NEDD4, CHMP2B, PLD1, PSD, ASAP1, RAB5C, DNM1, USP8, EHD3, LDLRAP1, CHMP4C, EHD4, SH3GLB1, ARFGAP3, GRK5, MET, RAB11FIP5, STAM2, SH3GL1, ARRB1, CDC42, DNM2, RAB5A",0.903089986991944,0,FALSE
"H1650","Input","KEGG_ENDOMETRIAL_CANCER",0.34995,1.02,0.434,4157,1,"TCF7L1, CDH1, MAP2K1, AKT2, ERBB2, TCF7L2, EGF, PTEN, CTNNA1, EGFR, MAPK3, PIK3R3, AKT3, BAD, RAF1, SOS1",0.362510270487489,0,FALSE
"H1650","Input","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.37836,1.09,0.313,3705,0.988,"CCL5, ATP6V0D1, MAPK11, ATP6V1C1, PLCG2, NOD1, MAP3K14, TJP1, CXCR1, F11R, RAC1, MAPK13, ATP6V0A1, ADAM10, ATP6V0C, EGFR, ATP6AP1",0.504455662453552,0.00524305541237188,FALSE
"H1650","Input","KEGG_ERBB_SIGNALING_PATHWAY",0.33392,0.979,0.485,4165,0.947,"CAMK2G, GAB1, PAK4, CBLC, MAP2K1, PLCG2, PTK2, TGFA, AKT2, MTOR, CAMK2D, ERBB2, EGF, EGFR, PAK6, MAPK3, PIK3R3, AKT3, BAD, RAF1, SOS1, CDKN1A",0.314258261397736,0.0236500209967266,FALSE
"H1650","Input","KEGG_ETHER_LIPID_METABOLISM",0.38083,1.1,0.316,6715,1,"PLA2G12A, PAFAH1B3, PLA2G4B, LPCAT2, PAFAH1B1, PLD2, LPCAT1, PLA2G7, PLD1, CHPT1, AGPS, PLA2G10, PLA2G4E, LPCAT4, PAFAH1B2, PLPP1",0.500312917381596,0,FALSE
"H1650","Input","KEGG_FATTY_ACID_METABOLISM",0.23978,0.693,0.903,6379,0.989,"ACAA1, ACOX1, ACSL1, ECHS1, HADHA, ACSL3, CPT1A, ECI1, ALDH3A2, ACAT2, ACADVL, HADHB, CPT1B, ALDH9A1, ACAA2, ACOX3",0.0443122496864942,0.0048037084028206,FALSE
"H1650","Input","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.29266,0.85,0.7,4400,0.974,"MAPK11, MAP2K1, VAV3, PRKCD, PLCG2, PLA2G12A, AKT2, PLA2G4B, RAC1, VAV1, MAPK13, VAV2, MAPK3, PIK3R3, AKT3, RAF1, SOS1, PRKCE, MAP2K3",0.154901959985743,0.0114410431213845,FALSE
"H1650","Input","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.34365,0.998,0.445,5642,0.985,"VASP, DNM3, MAP2K1, VAV3, PRKCD, PLCG2, AKT2, PLA2G4B, SPHK2, LIMK2, RAC1, VAV1, PLD2, ASAP3, ASAP2, ARPC3, PIP5K1A, VAV2, MAPK3, PIK3R3, AKT3, ARPC5L, RAF1, PRKCE, PLD1, ASAP1, DNM1, SCIN, CFL2, CDC42, DNM2, PLCG1, CFL1, PLA2G4F, LIMK1",0.351639989019068,0.00656376950238827,FALSE
"H1650","Input","KEGG_FOCAL_ADHESION",0.3476,1.01,0.448,5345,1,"CHAD, ITGA4, PAK4, ARHGAP35, PDGFB, MYL9, VASP, BCAR1, MAP2K1, ITGA1, VAV3, LAMA5, PTK2, RAP1A, ITGA6, ACTB, PXN, AKT2, PDGFA, FLNB, PDGFC, ITGB8, RAPGEF1, PDGFD, COL5A1, ACTN4, RAC1, VAV1, LAMA3, MYLK2, ERBB2, CCND3, PPP1CB, EGF, PTEN, EGFR, LAMB2, PAK6, VAV2, MAPK3, PIK3R3, AKT3, ARHGAP5, LAMB1, CAV2, MYL5, LAMC2, BAD, RAF1, LAMB3, SOS1, ITGAV, MYL7, TNC, ITGA3, ITGB1, MYL12B, COL11A2, ITGB4, GRB2, RHOA, CAV1, LAMC1, MET, PAK2, ROCK1, CDC42",0.348721986001856,0,FALSE
"H1650","Input","KEGG_FOLATE_BIOSYNTHESIS",0.59623,1.72,0.014,771,0.512,"ALPP, SPR",1.85387196432176,0.290730039024169,FALSE
"H1650","Input","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",-0.3083,-1.18,0.247,17725,0.671,"PFKFB1, PFKFB3, GMDS, PFKM, SORD, ALDOC, KHK, MTMR6",0.607303046740334,0.173277479831008,FALSE
"H1650","Input","KEGG_GALACTOSE_METABOLISM",0.34964,1.02,0.424,7455,1,"B4GALT1, UGP2, PGM1, B4GALT2, GALT, HK2, HK1, AKR1B1, GLB1, PGM2, PFKP, PFKL, GALK1, MGAM",0.372634143407267,0,FALSE
"H1650","Input","KEGG_GAP_JUNCTION",0.31075,0.898,0.628,6281,0.965,"PDGFB, GNAS, MAP2K1, TJP1, PDGFA, PDGFC, PDGFD, GNAQ, TUBA4A, PRKACG, ADCY1, ADCY7, TUBB8, EGF, ADRB1, EGFR, MAPK3, PRKACA, ITPR2, RAF1, GUCY1B1, SOS1, GJD2, GNAI1, GUCY1A1, ADCY6, GRB2, TUBB6, GUCY1A2, MAPK7, HRAS, MAP3K2, TUBA8, PRKACB, SRC, TUBB4B",0.202040356262804,0.0154726866562074,FALSE
"H1650","Input","KEGG_GLIOMA",0.37403,1.09,0.33,4849,0.988,"CAMK2G, E2F1, CALM3, PDGFB, MAP2K1, PLCG2, TGFA, AKT2, PDGFA, MTOR, CAMK2D, EGF, PTEN, EGFR, MAPK3, PIK3R3, AKT3, RAF1, SOS1, CDKN1A, CALML6, CALM1, GRB2",0.481486060122112,0.00524305541237188,FALSE
"H1650","Input","KEGG_GLUTATHIONE_METABOLISM",-0.23609,-0.857,0.634,16990,0.899,"PGD, GSTT2, GPX3, GSTM1, GPX2, ODC1, RRM1, GSTM2, GSTZ1, GSTA4, GSTP1",0.197910742118267,0.0462403082667712,FALSE
"H1650","Input","KEGG_GLYCEROLIPID_METABOLISM",-0.22898,-0.88,0.602,16976,0.884,"AGPAT1, DGKI, ALDH1B1, MBOAT1, ALDH2, DGAT2, GPAT4, DGKG, AGPAT3, AKR1A1",0.220403508742175,0.0535477349869269,FALSE
"H1650","Input","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.25138,0.736,0.86,3291,1,"ACHE, CHKA, LCAT, CDS1, PLA2G12A, PLA2G4B, MBOAT7, LPCAT2, PLD2, DGKE, PLA2G15, DGKA, CHKB, ETNK2, LPCAT1",0.0655015487564323,0,FALSE
"H1650","Input","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",-0.25031,-0.901,0.538,17033,0.917,"MAOB, AMT, SARDH, CTH, MAOA, SHMT2",0.269217724333611,0.0376306643299789,FALSE
"H1650","Input","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.2593,0.756,0.846,6578,1,"ALDH3B2, PGAM1, PGM1, GAPDH, FBP2, GALM, PGAM4, LDHAL6B, ACSS2, GPI, ALDOA, ACSS1, HK2, HK1, ALDH1A3, ALDH3B1, ALDH3A2, PDHA1, ENO1, PGM2, ALDH9A1, PKM, PFKP, PDHB",0.0726296369609765,0,FALSE
"H1650","Input","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.46894,1.38,0.0727,4591,1,"CHST14, XYLT1, CHST7, CHST12, B4GALT7, CHPF, DSE, CHST11, CHST15, CSGALNACT1, CHST3",1.13846558914096,0,FALSE
"H1650","Input","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.39462,1.14,0.239,3145,1,"XYLT1, NDST1, EXT2, HS2ST1, B4GALT7, EXT1",0.621602099051862,0,FALSE
"H1650","Input","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",0.53584,1.56,0.0371,2510,0.864,"CHST6, B4GALT4, B4GALT1, ST3GAL1, B4GALT2, B3GNT2",1.43062609038495,0.0634862575211067,FALSE
"H1650","Input","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.35799,1.05,0.383,764,1,"HPSE, GALNS",0.416801226031377,0,FALSE
"H1650","Input","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.34124,0.982,0.467,5398,0.949,"ST6GALNAC5, ST3GAL1, B4GALNT1, B3GALT4, HEXA, GLB1",0.330683119433888,0.0227337875727074,FALSE
"H1650","Input","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",0.46931,1.36,0.0791,1325,1,"FUT9, FUT1, ST3GAL1",1.10182351650232,0,FALSE
"H1650","Input","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",0.62171,1.78,0.00867,2766,0.527,"B3GNT3, B4GALT4, B4GALT1, FUT9, FUT1, FUT3, ST3GAL4, B4GALT2, B3GNT2, ABO",2.06198090252379,0.278189384787453,FALSE
"H1650","Input","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.45711,1.32,0.111,4292,1,"GPAA1, PIGQ, PIGT, PIGO, PIGK, PIGG, PIGX, GPLD1, PIGU, PIGV, PIGN, PIGL",0.954677021213343,0,FALSE
"H1650","Input","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",0.57196,1.68,0.0122,4273,0.503,"MDH1, MTHFD2, ACO2, PGP, GRHPR, MTHFD1L, MDH2",1.91364016932525,0.298432014944073,FALSE
