"type","Rank_metric","Feature_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"transcriptomics","Log2FC","KEGG_FATTY_ACID_METABOLISM",0.38078,1.1,0.3,3627,0.737,"ADH7, ACAA1, CPT1B, GCDH, CYP4A22, ACSL1, CPT2, CPT1C, ACADS, EHHADH, ACOX1, ACSL3",0.522878745280338,0.132532512140949,FALSE
"transcriptomics","Log2FC","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.33886,0.976,0.483,2596,0.858,"PRKCD, PLA2G12A, VAV1, MAPK13, PIK3R2, PLCG2, RAC2, VAV3, PLA2G6, PLA2G4B, MAPK3, VAV2, PIK3CA, PLA2G10, PLA2G4E",0.316052869248488,0.0665127121512946,FALSE
"transcriptomics","Log2FC","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.40295,1.17,0.217,5894,0.738,"PRKCD, VAV1, PLD1, PIK3R2, PLCG2, RAC2, VAV3, LIMK2, PLA2G6, PLA2G4B, PLA2G4F, PLD2, MAPK3, RPS6KB2, VAV2, MARCKS, GSN, PIK3CA, PLA2G4E, PLCG1, PLPP3, SPHK2, WASL, LYN, PIK3R3, PIP5K1C, SPHK1, LIMK1, CRKL, SCIN, ASAP2, MYO10, DNM2, RAC1, PAK1, ARF6, MAPK1, PIK3R5, PIK3CB",0.66354026615147,0.131943638176958,FALSE
"transcriptomics","Log2FC","KEGG_FOCAL_ADHESION",0.30588,0.898,0.614,6359,0.962,"PAK6, CHAD, ERBB2, LAMA3, VAV1, ITGB6, PDGFA, PIK3R2, LAMB3, ITGB8, RAC2, VAV3, VEGFB, TNC, LAMC2, ITGB4, MAPK3, PPP1CA, VAV2, PDGFB, PIK3CA, PPP1CB, MET, IGF1R, THBS3, VWF, PDGFD, ITGA3, EGFR, RAP1A, THBS1, ITGA2B, BRAF, CAV2, PXN, COL1A1, SRC, CAV1, MYL9, ARHGAP35, PAK2, LAMA5, BAD, PGF, LAMB1, ITGA2, COL5A1, VEGFA, RASGRF1, PIK3R3, PIP5K1C, CRKL, MYL7, ARHGAP5, VEGFC, RAC1, PAK1, BCAR1, PAK4, MAPK1, MAPK10, PIK3R5, PIK3CB, PTEN, COL1A2, ITGA5, TLN2, GSK3B, COL6A1, DIAPH1, ITGA4, CAPN2",0.211831628858832,0.0168249279621871,FALSE
"transcriptomics","Log2FC","KEGG_FOLATE_BIOSYNTHESIS",0.42522,1.24,0.159,5764,0.729,"ALPP, QDPR, SPR, FPGS",0.798602875679548,0.137272471682025,FALSE
"transcriptomics","Log2FC","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.5816,1.68,0.0112,3752,0.315,"ALDOC, PFKFB2, HK2, MPI, GMPPA, FBP1, GMPPB, PFKL, FBP2, MTMR1, FPGT, HK1, PFKFB4, ALDOA",1.95078197732982,0.501689446210399,FALSE
"transcriptomics","Log2FC","KEGG_GALACTOSE_METABOLISM",0.52612,1.53,0.0321,3636,0.436,"HK2, GCK, GAA, PGM1, PFKL, B4GALT1, GALT, GANC, HK1, B4GALT2, GLB1, GALE",1.49349496759513,0.360513510731414,FALSE
"transcriptomics","Log2FC","KEGG_GAP_JUNCTION",-0.17017,-0.602,0.99,15556,0.985,"ADRB1, TUBB3, ITPR2, MAP2K5, ADCY7, PRKX, TUBA1B, TUBB, GNAI1, ITPR1, TUBAL3, PRKACB, CDK1, PLCB4, PDGFRA, TUBA1A, NRAS, TUBB4A, TUBB2B, TUBB2A",0.00436480540245009,0.00656376950238827,FALSE
"transcriptomics","Log2FC","KEGG_GLIOMA",0.26293,0.77,0.86,3686,1,"PDGFA, PIK3R2, PLCG2, CALML3, CAMK2G, MAPK3, PDGFB, PIK3CA, IGF1R, EGFR, E2F1, BRAF, PLCG1, TGFA",0.0655015487564323,0,FALSE
"transcriptomics","Log2FC","KEGG_GLUTATHIONE_METABOLISM",0.33643,0.982,0.462,4600,0.85,"GSTK1, GGT7, GSTT2, GSTO2, GSS, IDH2, GSTZ1, GSTA3, OPLAH, MGST2, GGT6, GPX1, MGST3, ANPEP, G6PD, GPX3",0.335358024443874,0.0705810742857073,FALSE
"transcriptomics","Log2FC","KEGG_GLYCEROLIPID_METABOLISM",0.17981,0.517,0.998,5968,0.997,"DGKA, LIPG, DGAT1, MGLL, TKFC, PLPP3, CEL, DGKH, AGPAT2, PNPLA3, DGKI, AWAT2, MBOAT1, DGKE",0.000869458712628891,0.00130484168834428,FALSE
"transcriptomics","Log2FC","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.36747,1.08,0.348,5053,0.74,"PISD, CDS1, PLA2G12A, CHKB, DGKA, PLD1, PLA2G6, PLA2G4B, PLD2, PCYT2, CHKA, LPCAT2, ETNK2, CDS2, PLA2G10, PLA2G4E, PLPP3, MBOAT7, LPCAT4, PLA2G2C, DGKH, AGPAT2, PGS1, LPCAT3, LYPLA2, ACHE, PCYT1A, DGKI",0.458420756053419,0.130768280269024,FALSE
"transcriptomics","Log2FC","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.31093,0.903,0.626,6983,0.968,"AGXT, GCAT, AOC2, GATM, SARDH, SHMT1, MAOA, AMT, GAMT, CTH, SDS, GNMT, AOC3, ALAS2, SRR",0.20342566678957,0.0141246426916063,FALSE
"transcriptomics","Log2FC","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.4334,1.25,0.141,1880,0.742,"LDHC, ADH7, ACSS2, ALDH3B2, ALDOC, HK2, ALDH1A3, GCK, ALDH3B1, FBP1, PGM1, GALM, PFKL",0.85078088734462,0.129596094720973,FALSE
"transcriptomics","Log2FC","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.43624,1.27,0.142,4160,0.75,"B4GALT7, CHPF, CHST12, XYLT2, CHST14, XYLT1, CHPF2, CHST11, CHST15",0.847711655616944,0.1249387366083,FALSE
"transcriptomics","Log2FC","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",0.45434,1.32,0.113,3529,0.756,"B4GALT7, EXT1, HS3ST1, XYLT2, HS6ST1, NDST1, HS6ST2, XYLT1",0.94692155651658,0.121478204498793,FALSE
