"Drug_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"PI3K inhibitor",0.1995,1.10661786776789,0.363837156977989,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,2,"H1648, HCC44",0.549063345984966
"HMGCR inhibitor",0.14345,2.0513456809206,1.30308365978555e-05,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,12,"H358, H1650, H3255, H1975, HCC78, H2126, H2009, HCC4006, HCC2279, HCC15, HCC44, H1299",9.01299531351674e-05
"proteasome inhibitor",0.1258,1.07236696389956,0.590378029141691,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"A549",0.75386732951939
"ATPase inhibitor",0.12365,0.968844850704612,0.90694560812152,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.999997150505055
"PARP inhibitor",0.1064,1.18423519178991,0.0598434586043851,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"HCC2279",0.124175176604099
"protein synthesis inhibitor",0.1008,1.15083715981934,0.18548285284487,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.320730766377588
"glutamate receptor antagonist",0.09955,1.32616127760183,0.00250856020606875,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,4,"H1650, HCC78, H2009, HCC15",0.00832841988414826
"vitamin D receptor agonist",0.0962,1.34228362364881,0.00034220015351446,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"HCC44",0.00143573185379231
"calcium channel blocker",0.0774500000000001,1.32676716217714,0.00099955407026891,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"HCC2279",0.00377104490146907
"RET tyrosine kinase inhibitor",0.0774000000000001,1.54086525248504,5.77785175903458e-08,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,7,"H1648, HCC78, H2126, HCC2279, HCC15, HCC44, H1299",9.5912339199974e-07
"p38 MAPK inhibitor",0.0754000000000001,1.18790458592564,0.0663809593809252,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"H520",0.131181419728971
"DNA methyltransferase inhibitor",0.0721,1.49604101759136,1.47474728750385e-08,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,7,"H358, H3255, H1648, HCC78, H2009, HCC4006, HCC15",3.0601006215705e-07
"ribonucleotide reductase inhibitor",0.0639,0.914222355769904,0.976855965003178,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.999997150505055
"serotonin receptor antagonist",0.0465500000000001,1.14335487307724,0.265645268308797,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.424010716723657
"sodium channel blocker",0.03555,1.00664452906413,0.851671294227971,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.969566778409323
"tubulin polymerization inhibitor",0.0320499999999999,1.28920136334987,0.00161975489504299,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,3,"HCC2279, H520, H460",0.00584520244732904
"FGFR inhibitor",0.0276500000000001,1.23469119407925,0.0246238115000805,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"H1648",0.061643404745328
"VEGFR inhibitor",0.0246,1.05729537773958,0.647286672796522,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.814012027910777
"cyclooxygenase inhibitor",0.01715,0.740179300824078,0.999997150505055,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.999997150505055
"PLK inhibitor",0.0106500000000001,1.58124036173472,3.58239250709438e-09,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,9,"H1650, H3255, HCC78, H2126, HCC2279, H520, HCC15, H460, H1299",1.18409164929212e-07
"AKT inhibitor",-0.00365000000000006,1.43010192036497,3.60853205436968e-06,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,4,"H1648, HCC4006, HCC2279, HCC15",4.27868800732405e-05
"adenosine receptor antagonist",-0.00470000000000001,1.3338381145362,0.00808035904655401,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,2,"H3255, H1975",0.0239524928879994
"PDGFR tyrosine kinase receptor inhibitor",-0.00715000000000001,1.10921737582951,0.391200964864684,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.579815715781585
"mTOR inhibitor",-0.0165000000000001,1.15589334328589,0.195376986808872,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.330944691941559
"Aurora kinase inhibitor",-0.04585,1.48762743903453,4.27984933479079e-09,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,7,"H1650, H1648, HCC78, HCC4006, HCC2279, HCC15, H460",1.18409164929212e-07
"topoisomerase inhibitor",-0.0461,1.17780106889692,0.0617206725813804,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,2,"H1648, HCC2279",0.124946727420843
"estrogen receptor agonist",-0.0583,1.20994223872573,0.0791436753718466,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"HCC2279",0.14929375126962
"HSP inhibitor",-0.0634,1.08178801308905,0.464466540081523,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.664667634944248
"KIT inhibitor",-0.0641,1.07961249870888,0.483109466556363,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.668301428736302
"RAF inhibitor",-0.09,1.25110431219783,0.0109903797655942,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"H1299",0.0304067173514772
"EGFR inhibitor",-0.0909,1.02185244068129,0.481790835582359,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"HCC4006",0.668301428736302
"FLT3 inhibitor",-0.0982,1.21462771424438,0.0194905268913824,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"H1299",0.0505535541245232
"cytochrome P450 inhibitor",-0.1031,1.60203179875136,3.3913576132178e-06,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,6,"H358, H1650, H3255, H1648, HCC2279, H460",4.27868800732405e-05
"phosphatase inhibitor",-0.10515,0.967201621336415,0.933978258295636,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.999997150505055
"estrogen receptor antagonist",-0.11125,1.13639674664682,0.157459892823631,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"HCC44",0.284112415312204
"DNA polymerase inhibitor",-0.13405,0.999527334346221,0.844759851827795,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.969566778409323
"opioid receptor agonist",-0.1425,1.39185379979364,0.000241539618550126,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,4,"H358, H1650, H1648, H2126",0.00111376601887003
"glucocorticoid receptor agonist",-0.1607,1.10130420769864,0.236217488060158,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.384432382529277
"dopamine receptor antagonist",-0.1984,0.86542380247757,0.994897841851579,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.999997150505055
"NFkB pathway inhibitor",-0.2011,1.05578481160749,0.453102960313756,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.659781503614768
"bacterial 50S ribosomal subunit inhibitor",-0.21955,0.997874133767433,0.742636125088984,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.906452917388025
"microtubule inhibitor",-0.22795,1.10401475366763,0.170869477035346,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"H460",0.301748225402845
"thymidylate synthase inhibitor",-0.2299,1.35964449300853,1.10798782454047e-05,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,2,"H1648, HCC78",8.36027176698718e-05
"histamine receptor antagonist",-0.23975,0.759926442077403,0.999963892942649,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.999997150505055
"androgen receptor antagonist",-0.24695,1.65162629502592,4.91157477484915e-06,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,8,"H3255, H1648, HCC4006, HCC2279, HCC15, H460, H1703, H1299",5.095758828906e-05
"potassium channel blocker",-0.24845,1.16754260488024,0.109222904832103,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"H3255",0.201455580023657
"HCV inhibitor",-0.25855,1.08147864056578,0.34269014386723,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.526727443351483
"phosphodiesterase inhibitor",-0.26055,1.03700172435526,0.561418319585173,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.751576137509183
"growth factor receptor inhibitor",-0.27215,1.30130615658188,0.00034595948284152,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,2,"H520, H1299",0.00143573185379231
"adrenergic receptor agonist",-0.28245,0.988356662397367,0.727267485057901,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.90094330238516
"DNA synthesis inhibitor",-0.28955,0.949400723725512,0.881529688425416,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.988742758639318
"DNA alkylating agent",-0.2977,1.02007466702972,0.587133701708533,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.75386732951939
"serotonin receptor agonist",-0.30305,1.34232298548763,0.00403539258321259,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,4,"H1975, H520, A549, H1299",0.0124050957187646
"ALK tyrosine kinase receptor inhibitor",-0.30705,0.935512551605015,0.852751503902176,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.969566778409323
"tyrosine kinase inhibitor",-0.3289,0.964588589694291,0.756086717032928,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.909495616141059
"JAK inhibitor",-0.3435,1.00415796094355,0.575097989039066,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.75386732951939
"protein tyrosine kinase inhibitor",-0.36185,1.200645847034,0.00229379431815644,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,3,"H358, H3255, HCC4006",0.00793270535029103
"HDAC inhibitor",-0.36835,1.31120656668822,0.000556338731126338,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,3,"HCC78, HCC2279, HCC15",0.00219886260397553
"CC chemokine receptor antagonist",-0.3728,1.1581719079744,0.0409854160979159,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.0919402577331627
"CDK inhibitor",-0.3777,1.37443546688507,1.10405361480619e-05,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,5,"H358, HCC78, HCC2279, H460, H1299",8.36027176698718e-05
"AP inhibitor",-0.4205,1.50089876582771,2.26144961223966e-05,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,7,"H358, H1650, H2126, CALU3, HCC15, A549, HCC44",0.00013407165558278
"src inhibitor",-0.57995,1.09395513595105,0.0252515151968814,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"H1975",0.061643404745328
"progesterone receptor agonist",-0.5833,1.0214453691242,0.0588040918242428,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,2,"H1648, H1975",0.124175176604099
"Bcr.Abl kinase inhibitor",-0.5874,1.11023323296456,0.0266088170838195,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"H520",0.0631009090844861
"MET inhibitor",-0.63625,1.38278665534873,2.70772064645311e-05,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,6,"H1650, HCC95, H3255, H1648, H1975, H520",0.000149827209103739
"glycogen synthase kinase inhibitor",-0.6492,0.768857635169148,0.790305414936758,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.93707642056787
"Abl kinase inhibitor",-0.67955,0.981613198287712,0.077184141256562,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"H1975",0.148983342425457
"MEK inhibitor",-0.75255,0.777958832289243,0.293282217627469,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"HCC827",0.459291020058112
"CHK inhibitor",-0.8106,1.22841744147758,9.20604740145148e-06,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,4,"HCC95, H1975, HCC827, HCC44",8.36027176698718e-05
"acetylcholine receptor agonist",-0.8695,0.888479511359301,0.0101420833981925,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"H460",0.0290273421396545
"antioxidant",-0.9436,1.03873867844866,9.07240468663416e-05,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,4,"H1650, H1648, H1975, HCC2279",0.000470630993119147
