"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"H358","Pearson.est","antioxidant",0.30374,0.96,0.489,1010,0.704,"rutin, trolox, mesna, benfotiamine, chlorogenic.acid, taurine",0.31069114087638,0.152427340857888,FALSE
"H358","Pearson.est","AP inhibitor",0.60909,1.79,0.0294,51,0.212,"birinapant, GDC.0152, idronoxil",1.53165266958784,0.673664139071249,TRUE
"H358","Pearson.est","ATPase inhibitor",-0.24609,-0.58,0.932,1164,0.99,"NMS.873, oligomycin.a, evodiamine",0.0305840876460186,0.00436480540245009,FALSE
"H358","Pearson.est","Aurora kinase inhibitor",-0.68507,-1.63,0.0284,1072,0.25,"GSK1070916, aurora.a.inhibitor.i, tozasertib, barasertib, ENMD.2076, danusertib, AMG900, PF.03814735, PHA.680632, CYC116, alisertib, ZM.447439, KW.2449, MK.8745, AT.9283, hesperadin, barasertib.HQPA, SNS.314, CCT137690",1.54668165995296,0.602059991327962,FALSE
"H358","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.46955,-1.13,0.312,814,0.683,"tilmicosin, azithromycin, tedizolid, valnemulin, radezolid, azalomycin.b",0.505845405981557,0.165579296318467,FALSE
"H358","Pearson.est","bacterial DNA gyrase inhibitor",0.36234,1.13,0.295,144,0.612,"sparfloxacin, lomefloxacin, sarafloxacin",0.530177984021837,0.213248577854439,FALSE
"H358","Pearson.est","BCL inhibitor",-0.38984,-0.942,0.528,1292,0.79,"TW.37, gossypol",0.277366077466188,0.102372908709559,FALSE
"H358","Pearson.est","Bcr.Abl kinase inhibitor",-0.29645,-0.713,0.843,1037,0.963,"imatinib, tozasertib, bafetinib, bosutinib",0.0741724253752577,0.0163737128754655,FALSE
"H358","Pearson.est","benzodiazepine receptor agonist",0.22134,0.702,0.87,174,0.837,"gamma.aminobutyric.acid, eprinomectin, indiplon, CL.218872",0.0604807473813815,0.07727454200674,FALSE
"H358","Pearson.est","bromodomain inhibitor",-0.89875,-2.17,0,1296,0.00089,"PFI.1, bromosporine, I.BET.762, I.BET151, JQ1...., OTX015",Inf,3.05060999335509,TRUE
"H358","Pearson.est","calcium channel blocker",-0.419,-0.991,0.503,1057,0.779,"mibefradil, penfluridol, tetrandrine, cinnarazine, carboxyamidotriazole",0.298432014944073,0.108462542327436,FALSE
"H358","Pearson.est","CC chemokine receptor antagonist",-0.4256,-1.02,0.455,1252,0.753,"SB.225002, ZK811752",0.341988603342888,0.123205023799299,FALSE
"H358","Pearson.est","CDK inhibitor",-0.78518,-1.87,0,1228,0.0565,"indirubin, ribociclib, aminopurvalanol.a, PHA.793887, R547, alvocidib, JNJ.7706621, abemaciclib, arcyriaflavin.a, P276.00, indisulam, palbociclib, AZD5438, kenpaullone, BMS.265246, AT.7519, dinaciclib, TG.02, BMS.387032",Inf,1.24795155218056,TRUE
"H358","Pearson.est","CHK inhibitor",0.23134,0.72,0.865,256,0.861,"SCH.900776, PF.477736, AZD7762",0.0629838925351858,0.0649968485463452,FALSE
"H358","Pearson.est","cyclooxygenase inhibitor",-0.23974,-0.575,0.949,1086,0.977,"phenazone, ketoprofen, ramifenazone, FR.122047, tryptanthrin, aspirin",0.0227337875727074,0.0101054362812269,FALSE
"H358","Pearson.est","cytochrome P450 inhibitor",0.55833,1.67,0.0229,212,0.182,"eplerenone, metyrapone, clotrimazole, morin",1.64016451766011,0.739928612014925,TRUE
"H358","Pearson.est","DNA alkylating agent",-0.39064,-0.942,0.555,1079,0.79,"estramustine, streptozotocin, cyclophosphamide, TH.302, mitomycin.c",0.255707016877324,0.102372908709559,FALSE
"H358","Pearson.est","DNA inhibitor",-0.328,-0.787,0.751,1390,0.919,"oxaliplatin, primaquine",0.124360062995832,0.0366844886138887,FALSE
"H358","Pearson.est","DNA methyltransferase inhibitor",-0.70221,-1.67,0.0161,1311,0.231,"decitabine, fdcyd, azacitidine",1.79317412396815,0.636388020107856,TRUE
"H358","Pearson.est","DNA polymerase inhibitor",-0.39424,-0.942,0.555,1302,0.79,"trifluridine, idoxuridine",0.255707016877324,0.102372908709559,FALSE
"H358","Pearson.est","DNA synthesis inhibitor",-0.53334,-1.26,0.184,1389,0.603,"anisomycin, cyclocytidine, mitomycin.c",0.735182176990464,0.219682687859849,FALSE
"H358","Pearson.est","dopamine receptor antagonist",-0.3963,-0.939,0.558,896,0.778,"piperacetazine, mesoridazine, paliperidone, lurasidone, UH.232...., acetophenazine, thioproperazine, sertindole",0.253365801062421,0.109020403010311,FALSE
"H358","Pearson.est","estrogen receptor agonist",0.2875,0.855,0.647,1034,0.853,"estradiol.cypionate, ethinyl.estradiol, PPT, equol, estrone, estradiol, erteberel, levonorgestrel",0.1890957193313,0.069050968832477,FALSE
"H358","Pearson.est","estrogen receptor antagonist",-0.54697,-1.31,0.145,1419,0.533,"clomifene",0.838631997765025,0.273272790973428,FALSE
"H358","Pearson.est","FGFR inhibitor",0.28032,0.851,0.603,117,0.801,"lenvatinib, erdafitinib, dovitinib",0.219682687859849,0.0963674839157623,FALSE
"H358","Pearson.est","FLT3 inhibitor",-0.48381,-1.16,0.251,956,0.677,"GTP.14564, tandutinib, TG.101348, lestaurtinib, tozasertib, ENMD.2076, KW.2449, sorafenib, TG.02, pacritinib",0.600326278518962,0.169411331314856,FALSE
"H358","Pearson.est","glucocorticoid receptor agonist",-0.50407,-1.21,0.227,949,0.649,"fludroxycortide, dexamethasone.acetate, prednisolone, halcinonide, clobetasol.propionate, triamcinolone.acetonide, betamethasone, desonide, prednisolone.hemisuccinate, flumethasone.pivalate, difluprednate, methylprednisolone, ciclesonide, halobetasol.propionate, flumethasone, deflazacort, rimexolone",0.643974142806877,0.187755303199631,FALSE
"H358","Pearson.est","glutamate receptor antagonist",0.51154,1.51,0.0923,94,0.272,"latrepirdine, CGP.37849, JNJ.16259685, kynurenic.acid",1.03479829897409,0.565431095965801,FALSE
"H358","Pearson.est","glycogen synthase kinase inhibitor",-0.29618,-0.702,0.848,1228,0.942,"indirubin, kenpaullone",0.0716041477432862,0.0259490972071227,FALSE
"H358","Pearson.est","growth factor receptor inhibitor",-0.59569,-1.43,0.078,967,0.433,"GSK1838705A, GSK1904529A, lestaurtinib, PHA.848125, danusertib, AZD3463",1.10790539730952,0.363512103646635,FALSE
"H358","Pearson.est","HCV inhibitor",-0.45754,-1.09,0.349,887,0.736,"Ro.9187, PSI.7976, mericitabine, narlaprevir",0.45717457304082,0.133122185662501,FALSE
"H358","Pearson.est","HDAC inhibitor",-0.52434,-1.25,0.208,1149,0.573,"resminostat, SB.939, AR.42, PCI.24781, trichostatin.a, belinostat, dacinostat, RG2833, vorinostat, scriptaid, givinostat, M.344, R306465",0.681936665037238,0.24184537803261,FALSE
"H358","Pearson.est","histamine receptor antagonist",-0.22251,-0.535,0.969,763,0.967,"pheniramine, ebastine, BF2.649, cyproheptadine, famotidine, levocetirizine, astemizole, tiotidine, terfenadine",0.0136762229492347,0.0145735259169983,FALSE
"H358","Pearson.est","HMGCR inhibitor",0.94707,2.79,0,55,0,"pitavastatin, fluvastatin, atorvastatin, mevastatin, simvastatin",Inf,Inf,TRUE
"H358","Pearson.est","HSP inhibitor",-0.50178,-1.2,0.229,941,0.62,"BIIB021, SNX.5422, NVP.AUY922, PU.H71, XL888, alvespimycin, tanespimycin",0.640164517660112,0.207608310501746,FALSE
"H358","Pearson.est","JAK inhibitor",-0.53277,-1.26,0.188,943,0.603,"WHI.P154, TG.101348, LY2784544, lestaurtinib, tozasertib, atiprimod, filgotinib, AZ960, TG.101209, AT.9283, TG.02, pacritinib",0.72584215073632,0.219682687859849,FALSE
"H358","Pearson.est","KIT inhibitor",-0.34403,-0.821,0.708,948,0.884,"vatalanib, tandutinib, imatinib, pazopanib, regorafenib, sorafenib, OSI.930",0.149966742310231,0.0535477349869269,FALSE
"H358","Pearson.est","MDM inhibitor",0.26352,0.769,0.757,1068,0.896,"AMG.232, idasanutlin, CGM097, nutlin.3, RITA, serdemetan",0.120904120499927,0.0476919903378748,FALSE
"H358","Pearson.est","MEK inhibitor",-0.55349,-1.32,0.13,916,0.574,"nobiletin, TAK.733, refametinib, Ro.4987655, selumetinib, arctigenin, PD.198306, PD.184352, cobimetinib, AS.703026, PD.0325901, AZD8330, MEK162, trametinib",0.886056647693163,0.241088107602027,FALSE
"H358","Pearson.est","MET inhibitor",0.46186,1.38,0.0738,782,0.332,"PF.04217903, LY2801653, PHA.665752, AMG458, NVP.BVU972, INC.280",1.13194363817696,0.478861916295964,FALSE
"H358","Pearson.est","microtubule inhibitor",-0.56639,-1.37,0.105,914,0.475,"colchicine, cytochalasin.b, podophyllotoxin, cabazitaxel, vinflunine, D.64131",0.978810700930062,0.323306390375133,FALSE
"H358","Pearson.est","mTOR inhibitor",-0.452,-1.08,0.363,1020,0.715,"XL388, palomid.529, PP242, ku.0063794, WYE.354, torin.2, MLN0128, AZD2014, GDC.0980, AZD8055, WYE.125132, GSK2126458",0.440093374963888,0.145693958198919,FALSE
"H358","Pearson.est","NFkB pathway inhibitor",-0.46941,-1.13,0.288,797,0.683,"parthenolide, tyloxapol, curcumin, Ro.106.9920, parthenolide...., bortezomib, IKK.2.inhibitor.V, EVP4593, betulinic.acid",0.540607512240769,0.165579296318467,FALSE
"H358","Pearson.est","opioid receptor agonist",0.5422,1.69,0.0365,56,0.22,"BW.180C, spiradoline",1.43770713554353,0.657577319177794,TRUE
"H358","Pearson.est","p38 MAPK inhibitor",-0.48825,-1.16,0.287,859,0.677,"CMPD.1, skepinone.l, SB.242235, SB.239063, talmapimod",0.542118103266008,0.169411331314856,FALSE
"H358","Pearson.est","PARP inhibitor",-0.37067,-0.883,0.627,664,0.849,"E7449, AG.14361, PJ.34, talazoparib, olaparib, niraparib",0.202732459169284,0.0710923097560473,FALSE
"H358","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.237,-0.561,0.956,919,0.97,"trapidil, vatalanib, tandutinib, imatinib, crenolanib, pazopanib, regorafenib, sorafenib",0.0195421077238999,0.0132282657337552,FALSE
"H358","Pearson.est","phosphatase inhibitor",-0.43067,-1.03,0.439,1085,0.75,"GSK2830371, alexidine, CID.5458317, mycophenolic.acid, mycophenolate.mofetil",0.357535479757879,0.1249387366083,FALSE
"H358","Pearson.est","phosphodiesterase inhibitor",0.36231,1.04,0.399,927,0.605,"anagrelide, GSK256066, enoximone, YM.976, zardaverine, EMD.53998, cilostamide, papaverine, avanafil, trequinsin",0.399027104313252,0.218244625347531,FALSE
"H358","Pearson.est","PI3K inhibitor",-0.36681,-0.877,0.64,786,0.842,"LY303511, BGT226, NVP.BEZ235, voxtalisib, PI3K.IN.2, buparlisib, YM.201636, CUDC.907, CH5132799, GDC.0980, alpelisib, taselisib, TG.100713, PIK.75, GSK2126458",0.193820026016113,0.0746879085003505,FALSE
"H358","Pearson.est","PLK inhibitor",-0.55106,-1.31,0.136,910,0.533,"rigosertib, HMN.214, NMS.1286937, volasertib, BI.2536, GW.843682X",0.866461091629782,0.273272790973428,FALSE
"H358","Pearson.est","potassium channel blocker",0.36457,1.08,0.333,210,0.587,"dofetilide, mepivacaine, meglitinide, ibutilide",0.47755576649368,0.231361898752386,FALSE
"H358","Pearson.est","PPAR receptor agonist",-0.45252,-1.08,0.392,1089,0.715,"ciprofibrate, GW.501516, oleoylethanolamide",0.406713932979543,0.145693958198919,FALSE
"H358","Pearson.est","progesterone receptor agonist",-0.29131,-0.702,0.85,1033,0.942,"levonorgestrel, dienogest, melengestrol.acetate",0.0705810742857073,0.0259490972071227,FALSE
"H358","Pearson.est","proteasome inhibitor",-0.34957,-0.836,0.702,766,0.896,"ixazomib, carfilzomib, ixazomib.citrate, ONX.0914, bortezomib",0.153662887870195,0.0476919903378748,FALSE
"H358","Pearson.est","protein synthesis inhibitor",-0.31767,-0.772,0.798,1282,0.923,"harringtonine, homoharringtonine, bruceantin, anguidine",0.0979971086492706,0.0347982989740879,FALSE
"H358","Pearson.est","protein tyrosine kinase inhibitor",-0.70229,-1.7,0.0128,1130,0.236,"mubritinib, AV.412, CP.724714, BMS.599626, tyrphostin.A9, NVP.TAE226",1.89279003035213,0.627087997029893,TRUE
"H358","Pearson.est","RAF inhibitor",-0.5809,-1.38,0.0967,1069,0.484,"GDC.0879, SB.590885, PLX.4720, regorafenib, RAF265, TAK.632, sorafenib",1.014573525917,0.315154638355588,FALSE
"H358","Pearson.est","RET tyrosine kinase inhibitor",-0.61831,-1.47,0.0399,1185,0.374,"regorafenib, sorafenib",1.39902710431325,0.42712839779952,FALSE
"H358","Pearson.est","retinoid receptor agonist",-0.43514,-1.04,0.435,930,0.768,"tamibarotene, CD.437, bexarotene, adarotene",0.361510743045363,0.114638779968488,FALSE
"H358","Pearson.est","ribonucleotide reductase inhibitor",-0.39792,-0.958,0.525,733,0.832,"fludarabine.phosphate, LY2334737, clofarabine, cladribine, fludarabine",0.279840696594043,0.0798766737092761,FALSE
"H358","Pearson.est","serotonin receptor agonist",-0.46299,-1.11,0.334,1171,0.707,"zolmitriptan, aripiprazole",0.476253533188435,0.150580586203101,FALSE
"H358","Pearson.est","serotonin receptor antagonist",-0.52445,-1.25,0.193,954,0.573,"SB.200646, paliperidone, lurasidone, RS.16566, SB.216641, SB.228357, sertindole, aripiprazole",0.714442690992226,0.24184537803261,FALSE
"H358","Pearson.est","sodium channel blocker",-0.41859,-1,0.465,960,0.777,"quinidine, triamterene, brivaracetam, benzethonium, A.803467, lappaconite, ajmaline",0.332547047110046,0.109578981199086,FALSE
"H358","Pearson.est","src inhibitor",-0.25045,-0.601,0.924,1017,0.994,"ZM.306416, KX2.391, bosutinib",0.0343280287798933,0.00261361560268669,FALSE
"H358","Pearson.est","sterol demethylase inhibitor",0.3516,1.09,0.341,941,0.625,"lanoconazole, terconazole, ketoconazole, posaconazole, sulconazole, chlormidazole",0.467245621007502,0.204119982655925,FALSE
"H358","Pearson.est","TGF beta receptor inhibitor",-0.38895,-0.943,0.555,838,0.844,"SB.525334, SB.431542, D.4476",0.255707016877324,0.073657553374345,FALSE
"H358","Pearson.est","thymidylate synthase inhibitor",-0.65426,-1.55,0.0313,1234,0.321,"carmofur, trifluridine, raltitrexed",1.50445566245355,0.493494967595128,FALSE
"H358","Pearson.est","topoisomerase inhibitor",-0.35437,-0.833,0.707,684,0.884,"topotecan, valrubicin, amsacrine, beta.lapachone, camptothecin, rubitecan, etoposide, doxorubicin, irinotecan, licochalcone.a, SN.38, amonafide, TAS.103, voreloxin, idarubicin, genz.644282, exatecan.mesylate",0.150580586203101,0.0535477349869269,FALSE
"H358","Pearson.est","tubulin polymerization inhibitor",-0.48595,-1.15,0.281,734,0.679,"BNC105, dolastatin.10, verubulin, oxibendazole, CYT.997, fenbendazole, vincristine, epothilone.b, podophyllotoxin, plinabulin, indibulin, vindesine, flubendazole, ABT.751, paclitaxel, combretastatin.A.4, KX2.391, docetaxel, vinorelbine, parbendazole, fosbretabulin, nocodazole, taltobulin, albendazole",0.55129368009492,0.168130225719498,FALSE
"H358","Pearson.est","tyrosine kinase inhibitor",-0.49583,-1.2,0.233,1130,0.62,"mubritinib, AV.412, bafetinib, regorafenib, CP.724714, aminopurvalanol.a, BMS.599626, tivantinib, tyrphostin.A9, sorafenib, NVP.TAE226",0.632644078973981,0.207608310501746,FALSE
"H358","Pearson.est","VEGFR inhibitor",-0.42448,-1.03,0.447,1114,0.75,"AEE788, BMS.690514, ENMD.2076, pazopanib, regorafenib, lucitanib, RAF265, golvatinib, XL.647, sorafenib, OSI.930",0.349692476868064,0.1249387366083,FALSE
"H358","Pearson.est","vitamin D receptor agonist",-0.63843,-1.52,0.0408,1122,0.343,"maxacalcitol, paricalcitol, ercalcitriol, doxercalciferol, tacalcitol",1.38933983691012,0.464705879957229,FALSE
"H1650","Pearson.est","EGFR inhibitor",0.27961,0.678,0.864,611,0.971,"CUDC.101, tucatinib, CP.724714, AST.1306, afatinib, WZ.4002, neratinib, BIBU.1361, osimertinib, GW.583340, WZ.3146, poziotinib, dacomitinib, ARRY.334543, AEE788, AZD8931, XL.647, dovitinib, BMS.690514, pelitinib, lapatinib",0.0634862575211067,0.0127807700919951,FALSE
"H1650","Pearson.est","Abl kinase inhibitor",-0.39089,-1.07,0.36,1151,0.582,"nilotinib, ZM.306416, metatinib, ponatinib, GZD824, dasatinib",0.443697499232713,0.235077015350112,FALSE
"H1650","Pearson.est","acetylcholine receptor agonist",0.26352,0.631,0.898,711,0.982,"pilocarpine, xanomeline, nefiracetam, oxiracetam",0.0467236633326956,0.00788851221305034,FALSE
"H1650","Pearson.est","acetylcholine receptor antagonist",0.3486,0.839,0.65,150,0.938,"diphemanil",0.187086643357144,0.0277971616209356,FALSE
"H1650","Pearson.est","adenosine receptor antagonist",0.39051,0.951,0.537,406,0.841,"CGS.15943, SCH.58261, MRS.1220",0.270025714300444,0.0752040042020878,FALSE
"H1650","Pearson.est","adrenergic receptor agonist",-0.25463,-0.685,0.854,1080,0.91,"epinephrine, terbutaline, isoxsuprine, methyldopa, oxymetazoline, xylazine",0.068542129310995,0.0409586076789064,FALSE
"H1650","Pearson.est","adrenergic receptor antagonist",0.38886,0.934,0.539,324,0.828,"oxprenolol, atipamezole, atenolol......, prazosin, RS.17053, dronedarone",0.268411234813261,0.0819696632151199,FALSE
"H1650","Pearson.est","AKT inhibitor",0.56994,1.34,0.147,160,0.525,"uprosertib, A.674563, GDC.0068, GSK2110183",0.832682665251824,0.279840696594043,FALSE
"H1650","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.26305,-0.71,0.776,378,0.915,"DMH1, CEP.37440, alectinib, NVP.TAE684, AZD3463, crizotinib, SB.505124, brigatinib, lorlatinib, AP26113, GW.788388",0.110138278741812,0.0385789059335517,FALSE
"H1650","Pearson.est","androgen receptor antagonist",-0.44844,-1.26,0.194,1034,0.452,"enzalutamide, cyproterone.acetate, bicalutamide, RU.58841",0.712198270069774,0.344861565188618,FALSE
"H1650","Pearson.est","antioxidant",-0.69187,-1.88,0.0139,1084,0.119,"chlorogenic.acid, mesna, rutin",1.8569851997459,0.924453038607469,TRUE
"H1650","Pearson.est","AP inhibitor",-0.68725,-1.93,0.0171,1234,0.12,"LCL.161, birinapant, idronoxil, GDC.0152",1.76700388960785,0.920818753952375,TRUE
"H1650","Pearson.est","ATPase inhibitor",-0.42249,-1.14,0.29,1337,0.507,"digitoxigenin, digitoxin, ouabain, k.strophanthidin",0.537602002101044,0.294992040666664,FALSE
"H1650","Pearson.est","Aurora kinase inhibitor",0.72764,1.77,0.0098,279,0.203,"SNS.314, ZM.447439, barasertib.HQPA, barasertib, CCT137690, AT.9283, alisertib, AMG900, PHA.680632, hesperadin, danusertib, MK.8745, PF.03814735, tozasertib, GSK1070916, TAK.901, aurora.a.inhibitor.i",2.00877392430751,0.692503962086787,TRUE
"H1650","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.43339,1.05,0.388,562,0.775,"azithromycin, valnemulin, azalomycin.b, tilmicosin, josamycin",0.411168274405793,0.11069829749369,FALSE
"H1650","Pearson.est","bacterial DNA gyrase inhibitor",0.38463,0.927,0.547,523,0.821,"nadifloxacin, norfloxacin, lomefloxacin, novobiocin",0.262012673666569,0.0856568428805592,FALSE
"H1650","Pearson.est","BCL inhibitor",0.50328,1.25,0.208,294,0.554,"gossypol, TW.37, oridonin, ABT.737",0.681936665037238,0.25649023527157,FALSE
"H1650","Pearson.est","Bcr.Abl kinase inhibitor",-0.40312,-1.14,0.294,1151,0.507,"nilotinib, metatinib, ponatinib, GZD824, dasatinib",0.531652669587843,0.294992040666664,FALSE
"H1650","Pearson.est","benzodiazepine receptor agonist",0.257,0.612,0.911,412,0.963,"piperazine, ivermectin, zaleplon, ZK.93423",0.0404816230270017,0.0163737128754655,FALSE
"H1650","Pearson.est","bromodomain inhibitor",0.98544,2.39,0,27,0,"I.BET151, OTX015, JQ1...., I.BET.762, PFI.1, bromosporine",Inf,Inf,TRUE
"H1650","Pearson.est","calcium channel blocker",0.43501,1.04,0.43,686,0.773,"carboxyamidotriazole, SR.33805, fendiline, pranidipine, mibefradil, penfluridol, cinnarazine, tetrandrine, SKF.96365",0.366531544420413,0.111820506081675,FALSE
"H1650","Pearson.est","CC chemokine receptor antagonist",0.60799,1.48,0.0739,123,0.422,"PF.04136309, SB.225002, ZK811752",1.13135556160517,0.374687549038326,FALSE
"H1650","Pearson.est","CDK inhibitor",0.62282,1.5,0.0705,192,0.471,"indisulam, TG.02, JNJ.7706621, palbociclib, ribociclib, BMS.265246, BMS.387032, abemaciclib, R547, arcyriaflavin.a, AZD5438",1.1518108830086,0.326979092871104,FALSE
"H1650","Pearson.est","CHK inhibitor",-0.55109,-1.54,0.0623,1254,0.218,"AZD7762, LY2606368, SCH.900776",1.20551195334083,0.661543506395395,FALSE
"H1650","Pearson.est","cyclooxygenase inhibitor",0.24702,0.587,0.919,427,0.966,"naproxen, FR.122047, piroxicam, curcumin, tepoxalin, aspirin, ramifenazone, phenazone",0.0366844886138887,0.0150228735845067,FALSE
"H1650","Pearson.est","cytochrome P450 inhibitor",-0.66477,-1.77,0.0213,1271,0.153,"clotrimazole, metyrapone, eplerenone, itraconazole",1.67162039656126,0.815308569182401,TRUE
"H1650","Pearson.est","DNA alkylating agent",0.47236,1.13,0.302,184,0.767,"melphalan, mitomycin.c, TH.302, satraplatin",0.519993057042849,0.115204636051019,FALSE
"H1650","Pearson.est","DNA inhibitor",0.38923,0.922,0.546,326,0.81,"melphalan, chlorambucil, oxaliplatin, mechlorethamine, pibenzimol, primaquine",0.262807357295263,0.0915149811213502,FALSE
"H1650","Pearson.est","DNA methyltransferase inhibitor",0.68094,1.64,0.0331,260,0.398,"fdcyd, azacitidine, SGI.1027",1.48017200622428,0.400116927926312,FALSE
"H1650","Pearson.est","DNA polymerase inhibitor",0.23963,0.579,0.945,565,0.954,"trifluridine, cephalomannine, idoxuridine, adefovir.dipivoxil",0.0245681914907371,0.0204516252959049,FALSE
"H1650","Pearson.est","DNA synthesis inhibitor",0.33975,0.804,0.721,290,0.914,"mitomycin.c, anisomycin, floxuridine, cyclocytidine",0.142064735280571,0.0390538042661686,FALSE
"H1650","Pearson.est","dopamine receptor antagonist",0.31405,0.748,0.771,88,0.957,"sertindole, lurasidone",0.112945621949043,0.0190880622231565,FALSE
"H1650","Pearson.est","estrogen receptor agonist",-0.32153,-0.895,0.564,463,0.733,"levonorgestrel, estradiol, erteberel, equol, PPT, estrone, ethinyl.estradiol, estradiol.cypionate",0.248720896016658,0.134896025358872,FALSE
"H1650","Pearson.est","estrogen receptor antagonist",0.28199,0.679,0.843,484,0.989,"clomifene, fulvestrant, toremifene",0.0741724253752577,0.0048037084028206,FALSE
"H1650","Pearson.est","FGFR inhibitor",-0.36651,-1,0.405,1114,0.62,"lenvatinib, orantinib, erdafitinib, MK.2461, AZD4547",0.392544976785331,0.207608310501746,FALSE
"H1650","Pearson.est","FLT3 inhibitor",0.52796,1.27,0.192,264,0.564,"TG.101348, TG.02, sorafenib, pacritinib, tozasertib, quizartinib",0.71669877129645,0.248720896016658,FALSE
"H1650","Pearson.est","glucocorticoid receptor agonist",0.26196,0.619,0.895,459,0.974,"deflazacort, betamethasone, rimexolone, methylprednisolone, halobetasol.propionate, fludroxycortide, prednisolone, clobetasol.propionate",0.048176964684088,0.0114410431213845,FALSE
"H1650","Pearson.est","glutamate receptor antagonist",-0.62348,-1.73,0.0348,1222,0.157,"CPP, tiletamine, MTPG, kynurenic.acid, latrepirdine, SIB.1757, JNJ.16259685",1.45842075605342,0.804100347590766,TRUE
"H1650","Pearson.est","glycogen synthase kinase inhibitor",-0.54584,-1.54,0.0833,1226,0.218,"indirubin, tideglusib, CHIR.98014, TWS.119",1.07935499859321,0.661543506395395,FALSE
"H1650","Pearson.est","growth factor receptor inhibitor",0.48895,1.18,0.269,706,0.683,"danusertib, GW.441756, GSK1838705A, GSK1904529A, lestaurtinib, AZD3463",0.570247719997592,0.165579296318467,FALSE
"H1650","Pearson.est","HCV inhibitor",-0.28532,-0.796,0.691,1273,0.866,"daclatasvir, narlaprevir",0.160521952625802,0.0624821079826534,FALSE
"H1650","Pearson.est","HDAC inhibitor",0.62824,1.54,0.0542,236,0.496,"R306465, RGFP966, resminostat, M.344, chidamide, scriptaid, vorinostat, givinostat, belinostat, SB.939, nexturastat.a, AR.42, tacedinaline, PCI.24781",1.26600071346161,0.304518323509803,FALSE
"H1650","Pearson.est","histamine receptor antagonist",0.27764,0.665,0.88,300,0.966,"cyproheptadine, epinastine, terfenadine, pheniramine, nizatidine",0.0555173278498314,0.0150228735845067,FALSE
"H1650","Pearson.est","HMGCR inhibitor",-0.80547,-2.19,0,1350,0.0514,"atorvastatin, lovastatin, fluvastatin, pitavastatin",Inf,1.28903688100472,TRUE
"H1650","Pearson.est","HSP inhibitor",0.29315,0.715,0.817,544,0.983,"tanespimycin, NMS.E973, XL888, PU.H71, SNX.5422",0.0877779434675845,0.00744648216786438,FALSE
