"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"H1650","Pearson.est","Aurora kinase inhibitor",0.62846,1.58,0.0474,351,0.293,"barasertib, GSK1070916, PHA.680632, AMG900, CCT137690, danusertib, MK.8745, KW.2449, CCT129202, tozasertib, alisertib, ENMD.2076, SNS.314, barasertib.HQPA, PF.03814735",1.32422165832591,0.533132379645891,FALSE
"H1650","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.39884,1.01,0.42,93,0.695,"valnemulin, azalomycin.b",0.3767507096021,0.158015195409886,FALSE
"H1650","Pearson.est","bacterial DNA gyrase inhibitor",-0.23755,-0.634,0.904,1146,0.918,"sparfloxacin, sarafloxacin, lomefloxacin",0.0438315695246367,0.0371573187987575,FALSE
"H1650","Pearson.est","BCL inhibitor",0.52502,1.32,0.175,326,0.387,"venetoclax, oridonin, gossypol, navitoclax",0.756961951313706,0.412289034981089,FALSE
"H1650","Pearson.est","Bcr.Abl kinase inhibitor",0.2574,0.633,0.892,327,0.929,"tozasertib, imatinib",0.0496351456238769,0.0319842860063582,FALSE
"H1650","Pearson.est","benzodiazepine receptor agonist",-0.31935,-0.828,0.645,1300,0.906,"gamma.aminobutyric.acid, indiplon, bentazepam",0.190440285364732,0.0428718023231869,FALSE
"H1650","Pearson.est","bromodomain inhibitor",0.76472,1.94,0.00179,260,0.104,"I.BET.762, JQ1...., bromosporine, I.BET151",2.74714696902011,0.98296666070122,TRUE
"H1650","Pearson.est","calcium channel blocker",0.31918,0.804,0.699,84,0.83,"cinnarazine",0.155522824254319,0.0809219076239261,FALSE
"H1650","Pearson.est","CC chemokine receptor antagonist",-0.37991,-0.965,0.497,1066,0.868,"RS.504393, ZK811752, MK.0812, UNBS.5162",0.303643611266668,0.0614802748235081,FALSE
"H1650","Pearson.est","CDK inhibitor",0.57382,1.47,0.095,386,0.345,"PHA.793887, indisulam, JNJ.7706621, alvocidib, R547, AZD5438, ribociclib, palbociclib, AT.7519, PHA.848125, TG.02, indirubin, aminopurvalanol.a, abemaciclib, kenpaullone, BMS.265246",1.02227639471115,0.462180904926726,FALSE
"H1650","Pearson.est","CHK inhibitor",-0.81665,-2.19,0,1253,0.0229,"PF.477736, AZD7762, LY2606368, CHIR.124",Inf,1.64016451766011,TRUE
"H1650","Pearson.est","cyclooxygenase inhibitor",-0.32134,-0.849,0.598,1136,0.903,"FR.122047, indoprofen, pterostilbene, metoxibutropate, FK.3311, naproxen",0.223298816011589,0.0443122496864942,FALSE
"H1650","Pearson.est","cytochrome P450 inhibitor",-0.49631,-1.28,0.196,1105,0.754,"morin, clotrimazole, metyrapone",0.707743928643524,0.122628654130226,FALSE
"H1650","Pearson.est","DNA alkylating agent",0.33373,0.841,0.626,371,0.881,"carmustine, estramustine, carboplatin, temozolomide, TH.302",0.20342566678957,0.0550240915879521,FALSE
"H1650","Pearson.est","DNA inhibitor",0.31335,0.789,0.725,524,0.831,"carmustine, oxaliplatin, carboplatin, valrubicin, chlorambucil, pibenzimol, melphalan, mechlorethamine",0.139661993429006,0.080398976215889,FALSE
"H1650","Pearson.est","DNA methyltransferase inhibitor",0.70879,1.77,0.0223,83,0.205,"decitabine, azacitidine, disulfiram",1.65169513695184,0.688246138944246,TRUE
"H1650","Pearson.est","DNA polymerase inhibitor",0.51458,1.32,0.166,278,0.387,"trifluridine, foscarnet, idoxuridine",0.779891911959945,0.412289034981089,FALSE
"H1650","Pearson.est","DNA synthesis inhibitor",-0.36679,-0.963,0.473,1112,0.829,"altretamine, nelarabine, artemisinin, artesunate, CB.10.277, estramustine.phosphate",0.325138859262188,0.0814454694497265,FALSE
"H1650","Pearson.est","dopamine receptor antagonist",0.26904,0.684,0.838,216,0.913,"mesoridazine, ziprasidone, paliperidone, raclopride",0.0767559813697235,0.039529222465701,FALSE
"H1650","Pearson.est","estrogen receptor agonist",-0.47954,-1.26,0.208,1175,0.721,"levonorgestrel, estradiol, estradiol.cypionate",0.681936665037238,0.142064735280571,FALSE
"H1650","Pearson.est","estrogen receptor antagonist",-0.62301,-1.67,0.0383,1059,0.372,"raloxifene, toremifene, fulvestrant",1.41680122603138,0.429457060118102,FALSE
"H1650","Pearson.est","FGFR inhibitor",0.33045,0.835,0.634,190,0.867,"dovitinib, nintedanib",0.197910742118267,0.0619809025237897,FALSE
"H1650","Pearson.est","FLT3 inhibitor",0.53599,1.34,0.171,325,0.419,"sorafenib, KW.2449, dovitinib, tozasertib, TG.02, ENMD.2076, sunitinib, TG.101348, tandutinib",0.767003889607846,0.377785977033705,FALSE
"H1650","Pearson.est","glucocorticoid receptor agonist",-0.276,-0.714,0.792,1316,0.937,"flumethasone.pivalate, deflazacort, triamcinolone.acetonide, clobetasol.propionate",0.101274818410506,0.0282604091122217,FALSE
"H1650","Pearson.est","glutamate receptor antagonist",-0.45502,-1.23,0.219,1054,0.719,"CPP, SIB.1757, ACDPP, JNJ.16259685, tiletamine, kynurenic.acid, MTPG, LY456236, CGP.37849",0.659555885159882,0.143271109617117,FALSE
"H1650","Pearson.est","glycogen synthase kinase inhibitor",0.56807,1.42,0.0986,354,0.396,"indirubin, CHIR.99021, tideglusib, kenpaullone",1.00612308505879,0.402304814074488,FALSE
"H1650","Pearson.est","growth factor receptor inhibitor",0.43563,1.11,0.318,207,0.609,"danusertib, GSK1838705A, PHA.848125",0.497572880015567,0.215382707367125,FALSE
"H1650","Pearson.est","HCV inhibitor",0.49394,1.25,0.219,9,0.453,"narlaprevir",0.659555885159882,0.343901797987168,FALSE
"H1650","Pearson.est","HDAC inhibitor",0.18248,0.459,0.995,462,0.989,"vorinostat, resminostat, panobinostat, pyroxamide, R306465, givinostat, PCI.24781, belinostat, AR.42",0.00217691925427455,0.0048037084028206,FALSE
"H1650","Pearson.est","histamine receptor antagonist",-0.39043,-1.06,0.364,1103,0.857,"tecastemizole, cimetidine, astemizole, famotidine, ICI.162846, BF2.649, lafutidine, chloropyramine",0.438898616350944,0.0670191780768018,FALSE
"H1650","Pearson.est","HMGCR inhibitor",-0.61045,-1.58,0.0612,1111,0.446,"mevastatin, simvastatin, fluvastatin, pitavastatin",1.21324857785444,0.350665141287858,FALSE
"H1650","Pearson.est","HSP inhibitor",0.65387,1.65,0.024,344,0.219,"PU.H71, NVP.AUY922, BIIB021, SNX.2112, tanespimycin, ganetespib, SNX.5422, NMS.E973, XL888",1.61978875828839,0.659555885159882,TRUE
"H1650","Pearson.est","JAK inhibitor",0.3215,0.807,0.695,353,0.847,"AZD1480, tozasertib, AZ960, TG.02, filgotinib, TG.101348, atiprimod",0.158015195409886,0.0721165896692931,FALSE
"H1650","Pearson.est","KIT inhibitor",0.43683,1.09,0.318,328,0.619,"OSI.930, sorafenib, KI.8751, sunitinib, tandutinib, imatinib, masitinib",0.497572880015567,0.208309350979882,FALSE
"H1650","Pearson.est","MDM inhibitor",0.54515,1.39,0.12,201,0.365,"idasanutlin, nutlin.3, CGM097",0.920818753952375,0.437707135543525,FALSE
"H1650","Pearson.est","MEK inhibitor",0.61023,1.55,0.0679,132,0.309,"PD.0325901, cobimetinib, trametinib, AS.703026, Ro.4987655, AZD8330, refametinib, MEK162, TAK.733",1.1681302257195,0.510041520575165,FALSE
"H1650","Pearson.est","MET inhibitor",-0.30244,-0.814,0.671,1169,0.897,"PHA.665752, PF.04217903",0.173277479831008,0.0472075569559079,FALSE
"H1650","Pearson.est","microtubule inhibitor",0.3299,0.831,0.664,72,0.851,"vinflunine, vinblastine",0.177831920631982,0.0700704399154121,FALSE
"H1650","Pearson.est","mTOR inhibitor",-0.26131,-0.677,0.831,1370,0.899,"PI.103, sirolimus, SB.2343, deforolimus",0.080398976215889,0.0462403082667712,FALSE
"H1650","Pearson.est","NFkB pathway inhibitor",0.37168,0.949,0.509,125,0.735,"betulinic.acid, curcumin, bortezomib",0.293282217663241,0.133712660915805,FALSE
"H1650","Pearson.est","opioid receptor agonist",0.79244,2.02,0.00533,87,0.0813,"salvinorin.a, trimebutine",2.27327279097343,1.08990945440593,TRUE
"H1650","Pearson.est","p38 MAPK inhibitor",0.41458,1.05,0.401,175,0.645,"skepinone.l, talmapimod",0.396855627379818,0.190440285364732,FALSE
"H1650","Pearson.est","PARP inhibitor",0.72924,1.84,0.012,295,0.159,"niraparib, talazoparib, olaparib, endo.IWR.1, PJ.34",1.92081875395238,0.798602875679548,TRUE
"H1650","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.49502,1.26,0.221,400,0.458,"sorafenib, crenolanib, CP.673451, axitinib, KI.8751, dovitinib, nintedanib, sunitinib, tandutinib, imatinib, masitinib, trapidil, SU014813",0.655607726314889,0.339134521996131,FALSE
"H1650","Pearson.est","phosphatase inhibitor",-0.51624,-1.37,0.138,1351,0.627,"bis.maltolato.oxovanadium.IV., mycophenolate.mofetil, BVT.948",0.860120913598763,0.202732459169284,FALSE
"H1650","Pearson.est","phosphodiesterase inhibitor",-0.2236,-0.597,0.929,1144,0.927,"EMD.53998, enoximone, GSK256066",0.0319842860063582,0.0329202658555029,FALSE
"H1650","Pearson.est","PI3K inhibitor",0.24157,0.613,0.914,385,0.927,"CH5132799, alpelisib, buparlisib, voxtalisib, AZD6482, LY303511, PIK.75, CUDC.907, GDC.0941",0.0390538042661686,0.0329202658555029,FALSE
"H1650","Pearson.est","PLK inhibitor",0.70612,1.75,0.0226,116,0.189,"GW.843682X, rigosertib, NMS.1286937, volasertib",1.6458915608526,0.723538195826756,TRUE
"H1650","Pearson.est","potassium channel blocker",-0.3817,-1.02,0.386,1433,0.894,"ibutilide",0.413412695328245,0.0486624812040823,FALSE
"H1650","Pearson.est","PPAR receptor agonist",-0.70532,-1.86,0.012,1191,0.164,"pterostilbene, clofibrate, fenofibrate, GW.501516",1.92081875395238,0.785156151952302,TRUE
"H1650","Pearson.est","progesterone receptor agonist",-0.40049,-1.06,0.351,1148,0.857,"norgestrel, levonorgestrel, norethindrone.acetate",0.454692883534176,0.0670191780768018,FALSE
"H1650","Pearson.est","proteasome inhibitor",0.51239,1.32,0.166,381,0.387,"bortezomib, MG.132, ixazomib, carfilzomib",0.779891911959945,0.412289034981089,FALSE
"H1650","Pearson.est","protein synthesis inhibitor",0.35454,0.902,0.571,159,0.795,"tedizolid.phosphate, florfenicol, harringtonine, cycloheximide, thiostrepton",0.243363891754152,0.0996328713435297,FALSE
"H1650","Pearson.est","protein tyrosine kinase inhibitor",-0.30396,-0.798,0.709,1276,0.893,"BMS.599626, rheochrysidin",0.149353764816933,0.0491485411114536,FALSE
"H1650","Pearson.est","RAF inhibitor",0.54278,1.39,0.148,252,0.365,"sorafenib, dabrafenib, SB.590885, AZ.628",0.829738284605043,0.437707135543525,FALSE
"H1650","Pearson.est","RET tyrosine kinase inhibitor",0.39165,0.988,0.451,481,0.711,"sorafenib, sunitinib, cabozantinib, regorafenib",0.345823458122039,0.148130399270234,FALSE
"H1650","Pearson.est","retinoid receptor agonist",-0.28212,-0.721,0.786,1108,0.958,"AM.580, fenretinide, LE.135, adapalene",0.104577453960592,0.0186344909214556,FALSE
"H1650","Pearson.est","ribonucleotide reductase inhibitor",-0.34231,-0.897,0.559,1310,0.882,"hydroxyurea, clofarabine",0.252588192113577,0.0545314148681803,FALSE
"H1650","Pearson.est","serotonin receptor agonist",0.671,1.69,0.031,183,0.201,"aripiprazole, pardoprunox, zolmitriptan, ipsapirone",1.50863830616573,0.696803942579511,TRUE
"H1650","Pearson.est","serotonin receptor antagonist",0.57415,1.47,0.0976,280,0.345,"aripiprazole, ziprasidone, paliperidone, pirenperone, SB.200646",1.01055018233331,0.462180904926726,FALSE
"H1650","Pearson.est","sodium channel blocker",-0.26034,-0.696,0.819,1198,0.903,"oxcarbazepine, quinidine, cibenzoline",0.0867160982395816,0.0443122496864942,FALSE
"H1650","Pearson.est","src inhibitor",-0.34261,-0.931,0.519,1023,0.852,"bosutinib, saracatinib, ZM.306416, dasatinib, PP.1",0.284832642151542,0.0695604052332999,FALSE
"H1650","Pearson.est","sterol demethylase inhibitor",-0.37912,-1.01,0.419,943,0.863,"lanoconazole, posaconazole, terconazole",0.377785977033705,0.0639892042847904,FALSE
"H1650","Pearson.est","TGF beta receptor inhibitor",0.55827,1.41,0.133,558,0.384,"repsox, SB.431542, LY2109761, D.4476",0.876148359032914,0.415668775632469,FALSE
"H1650","Pearson.est","thymidylate synthase inhibitor",0.48271,1.24,0.223,267,0.447,"carmofur, trifluridine, capecitabine",0.651695136951839,0.349692476868064,FALSE
"H1650","Pearson.est","topoisomerase inhibitor",0.25748,0.661,0.851,567,0.92,"topotecan, SN.38, nemorubicin, dexrazoxane, daunorubicin, valrubicin, idarubicin, genz.644282, rubitecan, etoposide.phosphate, fleroxacin, TAS.103, voreloxin",0.0700704399154121,0.0362121726544447,FALSE
"H1650","Pearson.est","tubulin polymerization inhibitor",0.60463,1.53,0.0724,497,0.308,"fosbretabulin, verubulin, docetaxel, vindesine, vinblastine, albendazole, taltobulin, epothilone.b, BNC105, plinabulin, KX2.391, paclitaxel, combretastatin.A.4, oxibendazole, dolastatin.10, vincristine, podophyllotoxin, fenbendazole, ABT.751, parbendazole, indibulin",1.14026143380285,0.511449283499556,FALSE
"H1650","Pearson.est","tyrosine kinase inhibitor",0.29543,0.742,0.747,120,0.858,"sorafenib, tivantinib, UNC2250, PP.121",0.126679398184601,0.0665127121512946,FALSE
"H1650","Pearson.est","VEGFR inhibitor",0.31419,0.784,0.707,286,0.819,"OSI.930, sorafenib, axitinib, KI.8751, dovitinib, nintedanib, semaxanib, tivozanib, ENMD.2076, sunitinib",0.150580586203101,0.0867160982395816,FALSE
"H1650","Pearson.est","vitamin D receptor agonist",-0.4232,-1.09,0.358,1179,0.986,"doxercalciferol, paricalcitol",0.446116973356126,0.0061230850587888,FALSE
"HCC95","Pearson.est","EGFR inhibitor",-0.72735,-1.93,0.0103,1177,0.337,"BIBX.1382, pelitinib, WZ.4002, salvianolic.acid.B, ARRY.334543, brigatinib, BIBU.1361, BMS.599626, AEE788, rociletinib, poziotinib, WZ8040, icotinib, BMS.690514, CNX.2006, AZD8931, erlotinib, dacomitinib, WZ.3146, osimertinib, afatinib, canertinib, tucatinib, gefitinib, neratinib, CUDC.101, XL.647, CP.724714, lapatinib",1.98716277529483,0.472370099128661,FALSE
"HCC95","Pearson.est","Abl kinase inhibitor",0.24134,0.607,0.914,148,0.979,"KW.2449, GZD824",0.0390538042661686,0.00921730819686218,FALSE
"HCC95","Pearson.est","acetylcholine receptor agonist",0.70826,1.74,0.0166,351,0.203,"tremorine, xanomeline, nefiracetam, oxiracetam",1.77989191195995,0.692503962086787,TRUE
"HCC95","Pearson.est","acetylcholine receptor antagonist",-0.49272,-1.26,0.22,1343,0.714,"dicycloverine, diphemanil",0.657577319177794,0.146301788223826,FALSE
"HCC95","Pearson.est","adenosine receptor antagonist",-0.47138,-1.25,0.199,1353,0.67,"PSB.1115, CGS.15943",0.701146923590293,0.173925197299174,FALSE
"HCC95","Pearson.est","adrenergic receptor agonist",-0.31143,-0.81,0.687,1327,0.812,"buphenine, methyldopa, lidamidine",0.16304326294045,0.0904439707588247,FALSE
"HCC95","Pearson.est","adrenergic receptor antagonist",-0.32106,-0.842,0.612,1375,0.818,"dihydroergocristine, atenolol......, practolol",0.213248577854439,0.087246696328677,FALSE
"HCC95","Pearson.est","AKT inhibitor",-0.36201,-0.944,0.492,1112,0.827,"GSK2110183, AT7867, GDC.0068, A.674563, uprosertib",0.30803489723264,0.0824944904474534,FALSE
"HCC95","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.55548,-1.49,0.0882,1188,0.539,"NVP.TAE684, brigatinib, CEP.37440, AZD3463",1.05453141486818,0.268411234813261,FALSE
"HCC95","Pearson.est","androgen receptor antagonist",0.34871,0.867,0.625,230,0.932,"flutamide",0.204119982655925,0.0305840876460186,FALSE
"HCC95","Pearson.est","antioxidant",0.57903,1.41,0.104,494,0.595,"benfotiamine, trolox, mesna, chlorogenic.acid, taurine",0.98296666070122,0.22548303427145,FALSE
"HCC95","Pearson.est","AP inhibitor",0.38663,0.955,0.476,366,0.846,"idronoxil, birinapant, GDC.0152",0.322393047279507,0.0726296369609765,FALSE
"HCC95","Pearson.est","ATPase inhibitor",0.29365,0.726,0.782,13,0.957,"k.strophanthidin",0.106793246940152,0.0190880622231565,FALSE
"HCC95","Pearson.est","Aurora kinase inhibitor",0.31667,0.774,0.716,417,1,"KW.2449, ZM.447439, SNS.314, aurora.a.inhibitor.i, AMG900, MK.5108, PF.03814735, AT.9283, alisertib, MLN.8054",0.145086977692144,0,FALSE
"HCC95","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.28029,0.687,0.854,485,0.962,"tilmicosin, josamycin, dirithromycin",0.068542129310995,0.0168249279621871,FALSE
"HCC95","Pearson.est","bacterial DNA gyrase inhibitor",0.52996,1.32,0.162,311,0.702,"nadifloxacin, finafloxacin, norfloxacin, trovafloxacin",0.790484985457369,0.153662887870195,FALSE
"HCC95","Pearson.est","BCL inhibitor",-0.22274,-0.587,0.942,1180,0.963,"venetoclax, obatoclax",0.0259490972071227,0.0163737128754655,FALSE
"HCC95","Pearson.est","Bcr.Abl kinase inhibitor",-0.35015,-0.938,0.515,1270,0.801,"dasatinib, metatinib, imatinib",0.288192770958809,0.0963674839157623,FALSE
"HCC95","Pearson.est","benzodiazepine receptor agonist",0.21607,0.523,0.977,21,0.991,"CGS.20625",0.0101054362812269,0.00392634551472468,FALSE
"HCC95","Pearson.est","bromodomain inhibitor",0.48228,1.19,0.266,37,0.77,"PFI.1",0.575118363368933,0.113509274827518,FALSE
"HCC95","Pearson.est","calcium channel blocker",-0.31788,-0.804,0.687,1236,0.795,"mibefradil, tetrandrine, penfluridol",0.16304326294045,0.0996328713435297,FALSE
"HCC95","Pearson.est","CC chemokine receptor antagonist",0.42502,1.04,0.398,219,0.91,"MK.0812, UNBS.5162",0.400116927926312,0.0409586076789064,FALSE
"HCC95","Pearson.est","CDK inhibitor",-0.46168,-1.21,0.227,1054,0.634,"aminopurvalanol.a, CR8..R., BMS.265246, JNJ.7706621, PHA.848125, PHA.793887, alvocidib, ribociclib, AT.7519, palbociclib, arcyriaflavin.a, dinaciclib, BMS.387032",0.643974142806877,0.197910742118267,FALSE
"HCC95","Pearson.est","CHK inhibitor",-0.67205,-1.8,0.0202,1030,0.393,"CHIR.124, LY2603618, AZD7762, LY2606368, SCH.900776, PF.477736",1.69464863055338,0.405607449624573,FALSE
"HCC95","Pearson.est","cyclooxygenase inhibitor",0.39743,0.967,0.477,117,0.852,"suxibuzone, ketoprofen, AM.404, metoxibutropate, phenylbutazone",0.321481620959886,0.0695604052332999,FALSE
"HCC95","Pearson.est","cytochrome P450 inhibitor",0.65294,1.62,0.0383,244,0.264,"eplerenone, cobicistat, metyrapone",1.41680122603138,0.578396073130169,FALSE
"HCC95","Pearson.est","DNA alkylating agent",-0.39787,-1.07,0.344,1206,0.687,"dianhydrogalactitol, mitomycin.c, dacarbazine",0.46344155742847,0.16304326294045,FALSE
"HCC95","Pearson.est","DNA inhibitor",0.24581,0.606,0.932,428,0.958,"sangivamycin, pibenzimol, metronidazole, valrubicin, nimorazole, tirapazamine",0.0305840876460186,0.0186344909214556,FALSE
"HCC95","Pearson.est","DNA methyltransferase inhibitor",0.29839,0.737,0.769,288,0.965,"decitabine, RG108",0.114073660198569,0.0154726866562074,FALSE
"HCC95","Pearson.est","DNA polymerase inhibitor",-0.30783,-0.821,0.653,1364,0.822,"cidofovir",0.185086818724926,0.0851281824599496,FALSE
"HCC95","Pearson.est","DNA synthesis inhibitor",0.34326,0.846,0.635,97,0.942,"artesunate, nelarabine, CB.10.277",0.197226274708024,0.0259490972071227,FALSE
"HCC95","Pearson.est","dopamine receptor antagonist",0.40454,0.99,0.442,187,0.872,"nemonapride, paliperidone, raclopride, clebopride",0.354577730650908,0.0594835150674328,FALSE
"HCC95","Pearson.est","estrogen receptor agonist",-0.46816,-1.22,0.249,1367,0.667,"equol, levonorgestrel",0.603800652904264,0.175874166083451,FALSE
"HCC95","Pearson.est","estrogen receptor antagonist",0.38704,0.953,0.523,381,0.82,"fulvestrant, raloxifene, danazol, toremifene",0.281498311132726,0.0861861476162833,FALSE
"HCC95","Pearson.est","FGFR inhibitor",0.31238,0.763,0.745,5,0.975,"MK.2461",0.127843727251707,0.0109953843014632,FALSE
"HCC95","Pearson.est","FLT3 inhibitor",0.34836,0.842,0.668,54,0.921,"KW.2449, gilteritinib",0.175223537524454,0.0357403698031511,FALSE
"HCC95","Pearson.est","glucocorticoid receptor agonist",-0.34976,-0.926,0.535,1022,0.788,"prednisolone, desonide, dexamethasone.acetate, deflazacort, halobetasol.propionate, ciclesonide, triamcinolone.acetonide, betamethasone, beclomethasone.dipropionate, fluorometholone, difluprednate, fluticasone.propionate, methylprednisolone, prednisolone.acetate, halcinonide, flumethasone.pivalate, flumethasone",0.271646217978772,0.103473782510445,FALSE
"HCC95","Pearson.est","glutamate receptor antagonist",0.24351,0.612,0.912,11,0.997,"JNJ.16259685",0.0400051616715838,0.00130484168834428,FALSE
"HCC95","Pearson.est","glycogen synthase kinase inhibitor",0.5311,1.32,0.173,347,0.702,"kenpaullone, LY2090314, GSK.3.inhibitor.IX",0.761953896871205,0.153662887870195,FALSE
"HCC95","Pearson.est","growth factor receptor inhibitor",-0.60876,-1.61,0.0551,1293,0.398,"GW.441756, AZD3463",1.25884840114821,0.400116927926312,FALSE
"HCC95","Pearson.est","HCV inhibitor",0.40707,1,0.436,196,0.885,"mericitabine, narlaprevir",0.360513510731414,0.0530567293021746,FALSE
"HCC95","Pearson.est","HDAC inhibitor",0.30458,0.761,0.741,478,0.952,"RGFP966, R306465, romidepsin, entinostat, RG2833, panobinostat, AR.42, nexturastat.a, belinostat, JNJ.26481585, mocetinostat",0.130181792020672,0.0213630516155257,FALSE
"HCC95","Pearson.est","histamine receptor antagonist",0.41016,1.03,0.404,208,0.854,"ICI.162846, BF2.649, famotidine, epinastine, nizatidine",0.393618634889395,0.068542129310995,FALSE
"HCC95","Pearson.est","HMGCR inhibitor",0.92228,2.24,0,118,0.00185,"mevastatin, pitavastatin, lovastatin, fluvastatin, atorvastatin, simvastatin",Inf,2.73282827159699,TRUE
"HCC95","Pearson.est","HSP inhibitor",0.73688,1.78,0.00322,172,0.196,"SNX.5422, BIIB021, ganetespib, tanespimycin, XL888, NVP.AUY922, SNX.2112, KW.2478",2.49214412830417,0.707743928643524,TRUE
"HCC95","Pearson.est","JAK inhibitor",-0.35301,-0.966,0.428,1040,0.821,"TG.101209, filgotinib, TG.101348, CEP.33779, atiprimod, pacritinib, ruxolitinib",0.368556230986828,0.0856568428805592,FALSE
"HCC95","Pearson.est","KIT inhibitor",-0.33293,-0.898,0.561,1232,0.809,"tandutinib, dasatinib, pazopanib, lenvatinib, imatinib",0.251037138743839,0.0920514783877277,FALSE
"HCC95","Pearson.est","MDM inhibitor",0.68899,1.7,0.024,427,0.216,"AMG.232, CGM097, serdemetan, RITA",1.61978875828839,0.665546248849069,TRUE
"HCC95","Pearson.est","MEK inhibitor",0.4747,1.19,0.279,391,0.77,"PD.184352, arctigenin, refametinib, PD.318088, nobiletin, TAK.733, AZD8330, Ro.4987655",0.554395796726402,0.113509274827518,FALSE
"HCC95","Pearson.est","MET inhibitor",0.77029,1.9,0.00322,278,0.0897,"NVP.BVU972, AMG458, PF.04217903, PHA.665752",2.49214412830417,1.04720755695591,TRUE
"HCC95","Pearson.est","microtubule inhibitor",0.4118,1.03,0.408,382,0.854,"cytochalasin.b, secnidazole, estramustine.phosphate, cabazitaxel, vinblastine",0.38933983691012,0.068542129310995,FALSE
"HCC95","Pearson.est","mTOR inhibitor",-0.44389,-1.2,0.245,1007,0.607,"deforolimus, sirolimus, everolimus, XL388, OSI.027, MLN0128, WAY.600, PI.103, PP242, torin.1, PF.05212384, PKI.179, ku.0063794, AZD8055, WYE.354, GDC.0980, WYE.125132",0.610833915635468,0.216811308924742,FALSE
"HCC95","Pearson.est","NFkB pathway inhibitor",0.49999,1.21,0.226,399,0.824,"BAY.11.7085, parthenolide, BAY.11.7082, tyloxapol",0.645891560852599,0.0840727883028842,FALSE
"HCC95","Pearson.est","opioid receptor agonist",0.67406,1.65,0.037,348,0.257,"cebranopadol, trimebutine, BW.180C, spiradoline",1.431798275933,0.590066876668705,FALSE
"HCC95","Pearson.est","p38 MAPK inhibitor",0.31552,0.768,0.719,405,0.995,"TAK.715, VX.702, CMPD.1",0.143271109617117,0.00217691925427455,FALSE
"HCC95","Pearson.est","PARP inhibitor",0.50912,1.24,0.22,132,0.87,"AG.14361, AZD2461",0.657577319177794,0.0604807473813815,FALSE
"HCC95","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.20641,-0.55,0.964,1232,0.962,"tandutinib, dasatinib, pazopanib, lenvatinib, imatinib",0.0159229660971692,0.0168249279621871,FALSE
