"Drug_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"acetylcholine receptor antagonist",-0.391583333333333,1.53897719625928,2.6234296837352e-06,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,3,"H1650, H2126, H460",7.25815545833406e-05
"thymidylate synthase inhibitor",-0.40075,0.981132566800411,0.598669030784633,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.842195416188551
"mTOR inhibitor",-0.417333333333333,1.01538244772672,0.334161472189909,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"A549",0.602943525907879
"PLK inhibitor",-0.421666666666667,1.74493466058101,1.3541656713242e-06,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,6,"H1650, H1648, H2126, H520, H1299, H1703",6.4476688254496e-05
"EGFR inhibitor",-0.451333333333333,1.1625235351153,0.0540564160985525,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.179467301447194
"vitamin D receptor agonist",-0.45875,1.19189330860229,0.0405749206986854,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.150917964117764
"protein tyrosine kinase inhibitor",-0.502083333333333,1.10066066592531,0.146638231043738,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.380342911769697
"estrogen receptor agonist",-0.52825,0.982934301420543,0.400779022557223,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.693013726505198
"src inhibitor",-0.532666666666667,0.947837570792623,0.493132394210983,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.802548798421796
"DNA alkylating agent",-0.551,0.733577535097688,0.930470885321363,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,0,"",0.995163006002476
"CHK inhibitor",-0.881833333333333,1.06082590751763,0.0254858350329839,"H1650, HCC95, H1975, H1648, H2126, H520, H460, H1299, HCC44, A549, H1703, HCC15",12,1,"H1650",0.111332858301982
