"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"H358","Pearson.est","HDAC inhibitor",-0.33364,-0.788,0.726,1031,0.952,"RGFP966, resminostat, dacinostat, belinostat, vorinostat, pyroxamide, M.344, RG2833, R306465",0.139063379299906,0.0213630516155257,FALSE
"H358","Pearson.est","histamine receptor antagonist",-0.42032,-0.99,0.478,848,0.816,"pheniramine, lafutidine, ICI.162846, cimetidine, nizatidine, levocetirizine, astemizole, terfenadine, tiotidine, ebastine",0.320572103387881,0.0883098412461389,FALSE
"H358","Pearson.est","HMGCR inhibitor",0.42857,1.18,0.294,830,0.689,"mevastatin, simvastatin, atorvastatin, fluvastatin, lovastatin, pitavastatin",0.531652669587843,0.161780778092374,FALSE
"H358","Pearson.est","HSP inhibitor",-0.56906,-1.35,0.123,961,0.391,"ganetespib, BIIB021, PU.H71, NMS.E973, tanespimycin, NVP.AUY922, KW.2478, alvespimycin, SNX.5422, XL888",0.910094888560602,0.407823242604133,FALSE
"H358","Pearson.est","JAK inhibitor",-0.54802,-1.31,0.145,965,0.416,"PRT062070, baricitinib, tozasertib, CEP.33779, AZD1480, atiprimod, AT.9283, AZ960, filgotinib, TG.101209, TG.02, pacritinib",0.838631997765025,0.380906669373257,FALSE
"H358","Pearson.est","KIT inhibitor",-0.55078,-1.32,0.148,879,0.433,"motesanib, pazopanib, sunitinib, regorafenib, telatinib, vatalanib, sorafenib, imatinib, tandutinib, OSI.930, masitinib",0.829738284605043,0.363512103646635,FALSE
"H358","Pearson.est","MDM inhibitor",-0.30837,-0.741,0.783,1170,0.967,"nutlin.3, CGM097",0.106238237942057,0.0145735259169983,FALSE
"H358","Pearson.est","MEK inhibitor",0.19659,0.551,0.951,264,1,"U.0126, PD.318088, Ro.4987655, MEK162, MEK1.2.inhibitor, TAK.733, AZD8330",0.0218194830625861,0,FALSE
"H358","Pearson.est","MET inhibitor",-0.39136,-0.945,0.542,1035,0.852,"INC.280, AMG458, PHA.665752",0.266000713461613,0.0695604052332999,FALSE
"H358","Pearson.est","microtubule inhibitor",-0.5927,-1.41,0.0893,1354,0.332,"secnidazole, cytochalasin.b, D.64131",1.04914854111145,0.478861916295964,FALSE
"H358","Pearson.est","mTOR inhibitor",0.18662,0.541,0.986,1183,0.969,"SB.2343, sirolimus, WAY.600, torin.1, PP242, PF.05212384, deforolimus, PKI.179, ku.0063794, PF.04691502, XL388, temsirolimus, GSK2126458, LY3023414, AZD2014, GDC.0980, everolimus, PI.103, voxtalisib, MLN0128, NVP.BEZ235, OSI.027, LY303511, WYE.354, AZD8055, WYE.125132, torin.2, palomid.529",0.0061230850587888,0.0136762229492347,FALSE
"H358","Pearson.est","NFkB pathway inhibitor",-0.45847,-1.1,0.328,1320,0.751,"IKK.2.inhibitor.V, bortezomib, betulinic.acid",0.484126156288321,0.124360062995832,FALSE
"H358","Pearson.est","opioid receptor agonist",-0.68806,-1.64,0.0249,1402,0.161,"salvinorin.a, trimebutine",1.60380065290426,0.79317412396815,TRUE
"H358","Pearson.est","p38 MAPK inhibitor",-0.65522,-1.58,0.0309,1203,0.171,"skepinone.l, VX.702, SB.239063",1.51004152057517,0.767003889607846,TRUE
"H358","Pearson.est","PARP inhibitor",-0.54165,-1.28,0.175,851,0.442,"talazoparib, AZD2461, niraparib, AG.14361, endo.IWR.1, PJ.34",0.756961951313706,0.354577730650908,FALSE
"H358","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.49175,-1.18,0.255,844,0.622,"ponatinib, dovitinib, motesanib, pazopanib, sunitinib, regorafenib, telatinib, trapidil, orantinib, vatalanib, nintedanib, sorafenib, imatinib, tandutinib, masitinib, crenolanib, CP.673451",0.593459819566045,0.206209615309181,FALSE
"H358","Pearson.est","phosphatase inhibitor",-0.37221,-0.908,0.583,1176,0.908,"GSK2830371, CID.5458317, menadione",0.234331445240986,0.0419141514789149,FALSE
"H358","Pearson.est","phosphodiesterase inhibitor",-0.37579,-0.902,0.608,755,0.901,"avanafil, YM.976, papaverine, trequinsin, EMD.53998, cilostamide, GSK256066",0.216096420727265,0.045275209020937,FALSE
"H358","Pearson.est","PI3K inhibitor",-0.20655,-0.494,0.975,636,0.981,"PI3K.IN.2, buparlisib, GSK2126458, ZSTK.474, pilaralisib, LY3023414, CUDC.907, GDC.0980, PI.103, voxtalisib, NVP.BEZ235, taselisib, LY303511, TG100.115, YM.201636, CH5132799, PIK.75, TG.100713",0.0109953843014632,0.0083309926200515,FALSE
"H358","Pearson.est","PLK inhibitor",-0.43156,-1.03,0.421,1013,0.81,"volasertib, rigosertib, NMS.1286937",0.375717904164332,0.0915149811213502,FALSE
"H358","Pearson.est","potassium channel blocker",-0.4089,-0.99,0.471,976,0.816,"oleoylethanolamide, ML133, mepivacaine",0.326979092871104,0.0883098412461389,FALSE
"H358","Pearson.est","PPAR receptor agonist",0.37717,1.11,0.308,1,0.713,"pterostilbene",0.511449283499556,0.146910470148134,FALSE
"H358","Pearson.est","progesterone receptor agonist",-0.20492,-0.494,0.985,1069,0.981,"dienogest, nomegestrol.acetate",0.00656376950238827,0.0083309926200515,FALSE
"H358","Pearson.est","proteasome inhibitor",-0.44479,-1.06,0.4,920,0.781,"MG.132, oprozomib, ixazomib.citrate, carfilzomib, bortezomib",0.397940008672038,0.1073489661227,FALSE
"H358","Pearson.est","protein synthesis inhibitor",0.2668,0.79,0.721,207,1,"clofoctol, brefeldin.a, clindamycin.phosphate, chloramphenicol.palmitate, mercaptopurine, emetine",0.142064735280571,0,FALSE
"H358","Pearson.est","protein tyrosine kinase inhibitor",-0.43403,-1.03,0.434,625,0.81,"rheochrysidin, PP.121, NVP.TAE226, tyrphostin.A9, mubritinib, CP.724714, BMS.599626, AV.412",0.362510270487489,0.0915149811213502,FALSE
"H358","Pearson.est","RAF inhibitor",-0.5932,-1.44,0.0759,940,0.334,"regorafenib, PLX.4720, AZ.628, GDC.0879, RAF265, TAK.632, sorafenib, dabrafenib",1.11975822410452,0.476253533188435,FALSE
"H358","Pearson.est","RET tyrosine kinase inhibitor",-0.40923,-0.974,0.521,921,0.812,"sunitinib, regorafenib, sorafenib",0.283162276700476,0.0904439707588247,FALSE
"H358","Pearson.est","retinoid receptor agonist",0.58811,1.71,0.0421,254,0.531,"adapalene, LE.135, AM.580, CD.437, fenretinide",1.37571790416433,0.274905478918531,FALSE
"H358","Pearson.est","ribonucleotide reductase inhibitor",-0.28042,-0.668,0.868,974,0.987,"clofarabine, pentostatin, fludarabine.phosphate, fludarabine",0.0614802748235081,0.00568284733036327,FALSE
"H358","Pearson.est","serotonin receptor agonist",-0.67443,-1.63,0.0253,1078,0.154,"pardoprunox, zolmitriptan, ipsapirone, aripiprazole",1.59687947882418,0.812479279163537,TRUE
"H358","Pearson.est","serotonin receptor antagonist",-0.68252,-1.62,0.0185,1096,0.138,"lurasidone, sertindole, paliperidone, ziprasidone, SB.228357, SB.216641, RS.16566, aripiprazole",1.73282827159699,0.860120913598763,TRUE
"H358","Pearson.est","sodium channel blocker",-0.32599,-0.78,0.748,987,0.946,"mepivacaine, ajmaline, triamterene, lappaconite, butamben, quinidine",0.126098402135539,0.0241088635982073,FALSE
"H358","Pearson.est","src inhibitor",-0.7071,-1.69,0.00866,1216,0.167,"PP.2, TG.100572, saracatinib, masitinib, bosutinib, PP.1",2.06248210798265,0.777283528852417,TRUE
"H358","Pearson.est","sterol demethylase inhibitor",0.42524,1.21,0.194,178,0.783,"lanoconazole, terconazole",0.712198270069774,0.106238237942057,FALSE
"H358","Pearson.est","TGF beta receptor inhibitor",-0.75479,-1.8,0.0037,1290,0.096,"LY2109761, SB.431542, D.4476",2.431798275933,1.01772876696043,TRUE
"H358","Pearson.est","thymidylate synthase inhibitor",-0.37319,-0.886,0.615,868,0.858,"raltitrexed, capecitabine, carmofur, trifluridine",0.211124884224583,0.0665127121512946,FALSE
"H358","Pearson.est","topoisomerase inhibitor",0.56014,1.66,0.045,126,0.315,"epirubicin, TAS.103, beta.lapachone, nemorubicin, doxorubicin, exatecan.mesylate, voreloxin, camptothecin, mitoxantrone, rubitecan",1.34678748622466,0.501689446210399,FALSE
"H358","Pearson.est","tubulin polymerization inhibitor",-0.31829,-0.757,0.784,1046,0.962,"ABT.751, nocodazole, docetaxel, parbendazole, fosbretabulin, vinorelbine, combretastatin.A.4, paclitaxel, albendazole",0.105683937315562,0.0168249279621871,FALSE
"H358","Pearson.est","tyrosine kinase inhibitor",-0.37244,-0.889,0.61,687,0.87,"bafetinib, NVP.TAE226, apatinib, tyrphostin.A9, UNC2250, AMG.208, sunitinib, regorafenib, mubritinib, CP.724714, aminopurvalanol.a, sorafenib, BMS.599626, AV.412, tivantinib",0.214670164989233,0.0604807473813815,FALSE
"H358","Pearson.est","VEGFR inhibitor",-0.45784,-1.11,0.324,867,0.749,"dovitinib, motesanib, BMS.690514, XL.647, pazopanib, sunitinib, regorafenib, MK.2461, telatinib, ENMD.2076, AEE788, tivozanib, orantinib, vatalanib, lucitanib, nintedanib, RAF265, sorafenib, TG.100572, OSI.930, PD.173074, foretinib, golvatinib",0.489454989793388,0.125518182300534,FALSE
"H358","Pearson.est","vitamin D receptor agonist",-0.26314,-0.636,0.903,1007,1,"tacalcitol, alfacalcidol",0.0443122496864942,0,FALSE
"H1650","Pearson.est","EGFR inhibitor",-0.2229,-0.599,0.907,1101,1,"rociletinib, vandetanib, PD.168393, WZ8040, gefitinib, tyrphostin.AG.1478, icotinib, brigatinib, ARRY.334543, WZ.4002, tyrphostin.AG.494, CNX.2006, BIBX.1382, CGP.52411",0.0423927129399047,0,FALSE
"H1650","Pearson.est","Abl kinase inhibitor",-0.23747,-0.64,0.882,341,1,"flumatinib, KW.2449, ZM.306416, metatinib, ponatinib, bafetinib, bosutinib, tozasertib, dasatinib, nilotinib, GZD824, imatinib",0.0545314148681803,0,FALSE
"H1650","Pearson.est","acetylcholine receptor agonist",0.40807,1.04,0.383,320,0.727,"pilocarpine, xanomeline, nefiracetam",0.416801226031377,0.138465589140962,FALSE
"H1650","Pearson.est","acetylcholine receptor antagonist",0.53125,1.37,0.157,19,0.964,"dicycloverine",0.804100347590766,0.0159229660971692,FALSE
"H1650","Pearson.est","adenosine receptor antagonist",0.68678,1.77,0.0106,191,0.169,"PSB.1115, SCH.58261, theophylline",1.97469413473523,0.772113295386326,TRUE
"H1650","Pearson.est","adrenergic receptor agonist",0.56493,1.5,0.0886,258,0.652,"clenbuterol, A61603, metaraminol, terbutaline, methyldopa, midodrine, buphenine",1.05256627811295,0.18575240426808,FALSE
"H1650","Pearson.est","adrenergic receptor antagonist",0.47274,1.22,0.226,200,0.802,"atenolol...., atenolol......, levobunolol, carvedilol, dronedarone, oxprenolol",0.645891560852599,0.0958256317158365,FALSE
"H1650","Pearson.est","AKT inhibitor",-0.33646,-0.901,0.546,1391,1,"triciribine, ONC201",0.262807357295263,0,FALSE
"H1650","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.27869,0.704,0.794,92,1,"CEP.37440, DMH1",0.100179497572904,0,FALSE
"H1650","Pearson.est","androgen receptor antagonist",0.40748,1.02,0.439,25,0.685,"cyproterone.acetate",0.357535479757879,0.164309428507574,FALSE
"H1650","Pearson.est","antioxidant",0.35173,0.9,0.553,23,0.779,"taurine",0.257274868695302,0.108462542327436,FALSE
"H1650","Pearson.est","AP inhibitor",-0.34018,-0.908,0.569,1323,1,"birinapant",0.244887733604929,0,FALSE
"H1650","Pearson.est","ATPase inhibitor",-0.40193,-1.07,0.363,1310,0.861,"digitoxigenin, oligomycin.a, k.strophanthidin",0.440093374963888,0.0649968485463452,FALSE
"H1650","Pearson.est","Aurora kinase inhibitor",-0.17814,-0.483,0.977,379,0.983,"KW.2449, SNS.314, ZM.447439, danusertib, MK.8745, alisertib, PHA.680632, CCT137690, PF.03814735, hesperadin, AMG900, CCT129202, GSK1070916, ENMD.2076, AT.9283, tozasertib, barasertib, aurora.a.inhibitor.i, MK.5108, TAK.901, MLN.8054, CYC116",0.0101054362812269,0.00744648216786438,FALSE
"H1650","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.47257,1.21,0.232,190,0.724,"azithromycin, dirithromycin, josamycin",0.6345120151091,0.140261433802853,FALSE
"H1650","Pearson.est","bacterial DNA gyrase inhibitor",0.4375,1.1,0.335,273,0.806,"sparfloxacin, trovafloxacin, sarafloxacin",0.474955192963155,0.0936649581949093,FALSE
"H1650","Pearson.est","BCL inhibitor",-0.44463,-1.21,0.228,1082,0.785,"venetoclax, gossypol, HA14.1, obatoclax",0.642065152999546,0.105130343254747,FALSE
"H1650","Pearson.est","Bcr.Abl kinase inhibitor",-0.33975,-0.899,0.546,1026,1,"dasatinib, nilotinib, GZD824, imatinib",0.262807357295263,0,FALSE
"H1650","Pearson.est","benzodiazepine receptor agonist",0.3913,1.01,0.445,389,0.679,"piperazine, temazepam, gamma.aminobutyric.acid, nefiracetam, indiplon, CL.218872, ZK.93423",0.351639989019068,0.168130225719498,FALSE
"H1650","Pearson.est","bromodomain inhibitor",0.76843,1.99,0.00538,268,0.0651,"I.BET.762, I.BET151, JQ1...., PFI.1, bromosporine",2.26921772433361,1.18641901143181,TRUE
"H1650","Pearson.est","calcium channel blocker",0.26941,0.687,0.829,418,1,"SKF.96365, penfluridol, fendiline, efonidipine.monoethanolate, mibefradil",0.0814454694497265,0,FALSE
"H1650","Pearson.est","CC chemokine receptor antagonist",-0.22447,-0.588,0.935,1148,0.981,"ZK811752, navarixin",0.0291883891274822,0.0083309926200515,FALSE
"H1650","Pearson.est","CDK inhibitor",0.25692,0.656,0.855,515,0.991,"P276.00, JNJ.7706621, dinaciclib, AZD5438, AT.7519, aminopurvalanol.a, alvocidib, BMS.387032, PHA.793887",0.0680338852718274,0.00392634551472468,FALSE
"H1650","Pearson.est","CHK inhibitor",-0.54508,-1.43,0.142,1252,0.603,"LY2603618, CHIR.124, SCH.900776",0.847711655616944,0.219682687859849,FALSE
"H1650","Pearson.est","cyclooxygenase inhibitor",-0.24088,-0.648,0.856,1191,1,"AM.404, meloxicam, acetylsalicylsalicylic.acid, pterostilbene, tepoxalin, curcumin, FR.122047",0.0675262353228468,0,FALSE
"H1650","Pearson.est","cytochrome P450 inhibitor",0.40554,1.04,0.391,29,0.727,"morin",0.407823242604133,0.138465589140962,FALSE
"H1650","Pearson.est","DNA alkylating agent",0.38856,0.981,0.459,262,0.705,"estramustine, carmustine, ifosfamide, melphalan, mitomycin.c",0.338187314462739,0.151810883008601,FALSE
"H1650","Pearson.est","DNA inhibitor",0.22987,0.583,0.932,322,0.993,"carmustine, bendamustine, melphalan, primaquine",0.0305840876460186,0.00305075150461883,FALSE
"H1650","Pearson.est","DNA methyltransferase inhibitor",0.48665,1.23,0.229,154,0.838,"fdcyd, SGI.1027",0.640164517660112,0.0767559813697235,FALSE
"H1650","Pearson.est","DNA polymerase inhibitor",0.48552,1.25,0.215,63,0.928,"trifluridine",0.667561540084395,0.0324520237811379,FALSE
"H1650","Pearson.est","DNA synthesis inhibitor",-0.39825,-1.07,0.36,1305,0.861,"estramustine.phosphate, CB.10.277, altretamine, artesunate",0.443697499232713,0.0649968485463452,FALSE
"H1650","Pearson.est","dopamine receptor antagonist",0.28715,0.739,0.787,293,0.978,"isofloxythepin, lurasidone, sertindole, paliperidone, acetophenazine, amisulpride, ziprasidone",0.104025267640935,0.00966114521239857,FALSE
"H1650","Pearson.est","estrogen receptor agonist",0.30558,0.788,0.698,461,0.948,"estradiol, levonorgestrel, erteberel, ethinyl.estradiol",0.156144577376839,0.0231916626619338,FALSE
"H1650","Pearson.est","estrogen receptor antagonist",0.41106,1.05,0.384,403,0.801,"clomifene, toremifene, tamoxifen",0.415668775632469,0.0963674839157623,FALSE
"H1650","Pearson.est","FGFR inhibitor",-0.25052,-0.663,0.86,1434,1,"AZD4547",0.0655015487564323,0,FALSE
"H1650","Pearson.est","FLT3 inhibitor",-0.28693,-0.782,0.706,1102,1,"quizartinib, pacritinib, sunitinib, GTP.14564, midostaurin, lestaurtinib, tyrphostin.AG.1296",0.151195298948196,0,FALSE
"H1650","Pearson.est","glucocorticoid receptor agonist",-0.46503,-1.22,0.239,1056,0.838,"beclomethasone.dipropionate, prednisolone, clobetasol.propionate, triamcinolone, prednisolone.acetate, flumethasone.pivalate, halcinonide, rimexolone, desonide, ciclesonide, dexamethasone.acetate, fluocinolone.acetonide, triamcinolone.acetonide, hydrocortisone",0.621602099051862,0.0767559813697235,FALSE
"H1650","Pearson.est","glutamate receptor antagonist",-0.22013,-0.587,0.925,1161,0.953,"CGP.37849, tiletamine, latrepirdine, SIB.1757",0.0338582672609674,0.0209070993616736,FALSE
"H1650","Pearson.est","glycogen synthase kinase inhibitor",-0.26623,-0.712,0.771,876,1,"CHIR.98014, AZD2858, tideglusib, GSK.3.inhibitor.IX, indirubin, TWS.119",0.112945621949043,0,FALSE
"H1650","Pearson.est","growth factor receptor inhibitor",0.41979,1.08,0.365,413,0.81,"GSK1838705A, GW.441756, GSK1904529A, danusertib",0.437707135543525,0.0915149811213502,FALSE
"H1650","Pearson.est","HCV inhibitor",-0.58746,-1.59,0.0662,1318,0.582,"PSI.7976, narlaprevir",1.1791420105603,0.235077015350112,FALSE
"H1650","Pearson.est","HDAC inhibitor",-0.23103,-0.617,0.897,1369,1,"JNJ.26481585, romidepsin, ACY.1215",0.0472075569559079,0,FALSE
"H1650","Pearson.est","histamine receptor antagonist",0.39227,1.02,0.415,472,0.685,"cimetidine, cyproheptadine, pheniramine, zolantidine, ranitidine, tiotidine, ebastine, terfenadine",0.381951903287907,0.164309428507574,FALSE
"H1650","Pearson.est","HMGCR inhibitor",-0.80444,-2.08,0,1160,0.0937,"fluvastatin, mevastatin, atorvastatin, pitavastatin, lovastatin, simvastatin",Inf,1.02826040911222,TRUE
"H1650","Pearson.est","HSP inhibitor",-0.25155,-0.675,0.862,1143,1,"guanidine, NVP.AUY922, ganetespib, BIIB021",0.0644927341752872,0,FALSE
"H1650","Pearson.est","JAK inhibitor",0.18985,0.485,0.978,176,1,"AZD1480, WHI.P154",0.00966114521239857,0,FALSE
"H1650","Pearson.est","KIT inhibitor",-0.25269,-0.663,0.848,1186,1,"masitinib, sunitinib, lenvatinib, midostaurin, imatinib",0.0716041477432862,0,FALSE
"H1650","Pearson.est","MDM inhibitor",-0.75345,-1.97,0.00948,1235,0.127,"CGM097, AMG.232, idasanutlin, RITA",2.02319166266193,0.896196279044043,TRUE
"H1650","Pearson.est","MEK inhibitor",-0.39159,-1.04,0.391,989,0.877,"AS.703026, selumetinib, U.0126, PD.0325901, Ro.4987655, PD.198306, PD.184352, MEK162, AZD8330, TAK.733, PD.318088, refametinib",0.407823242604133,0.0570004066339595,FALSE
"H1650","Pearson.est","MET inhibitor",0.47869,1.24,0.239,206,0.879,"AMG458, INC.280, PHA.665752",0.621602099051862,0.0560111249262281,FALSE
"H1650","Pearson.est","microtubule inhibitor",-0.22285,-0.597,0.924,1093,1,"cabazitaxel, secnidazole, colchicine, estramustine.phosphate",0.0343280287798933,0,FALSE
