"Drug_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"PARP inhibitor",-0.54135,1.014687988082,0.238398411035668,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.395741362319209
"serotonin receptor agonist",-0.5635,1.49163024556144,2.29946023290837e-10,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,7,"H358, HCC95, H3255, CALU3, H520, H460, A549",1.90855199331395e-08
"DNA alkylating agent",-0.5669,0.802604962802866,0.88683858507367,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.999978974219987
"microtubule inhibitor",-0.57405,0.93031033164095,0.345100923634254,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.53896982885512
"growth factor receptor inhibitor",-0.575,1.28822807722366,1.03485292547906e-05,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.000122703989735374
"FLT3 inhibitor",-0.58495,0.937653143982919,0.35065506937562,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.53896982885512
"BCL inhibitor",-0.6024,1.00186932649344,0.147089944369024,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.271299230725089
"glucocorticoid receptor agonist",-0.6055,1.00542494289205,0.11547532464001,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"HCC15",0.228024261346806
"DNA synthesis inhibitor",-0.64945,0.645959300901421,0.964979638325481,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.999978974219987
"MDM inhibitor",-0.65675,1.45625228710008,3.64817985908291e-08,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,5,"H1650, H2009, H520, HCC15, HCC44",1.00932976101294e-06
"CDK inhibitor",-0.66765,1.09091107626414,0.00276128426312658,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"H358",0.00996463451476114
"antioxidant",-0.69835,1.00875036163823,0.0135194104586792,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,1,"H358",0.0415596691877917
"bromodomain inhibitor",-0.7544,1.39203684161773,4.89720072932298e-09,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,6,"H358, H1650, HCC78, H520, H460, H1299",2.03233830266904e-07
"CHK inhibitor",-0.77925,1.16100500361586,0.000123902359897899,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,3,"HCC95, H2126, H520",0.000856991322627132
"JAK inhibitor",-0.8013,0.915665883674998,0.0161479715096919,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.0462166081139457
"HSP inhibitor",-0.823,0.785202622190436,0.116334408777091,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.228024261346806
"Aurora kinase inhibitor",-1.0024,0.772281881998508,0.000191877185647698,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,2,"HCC95, HCC44",0.00122506203144299
"HDAC inhibitor",-1.02295,0.562461832623241,0.0467652297387959,"H358, H1650, HCC95, H3255, H1648, H1975, HCC78, H2126, HCC827, CALU3, H2009, HCC4006, HCC2279, H520, HCC15, H460, A549, HCC44, H1703, H1299",20,0,"",0.110900401952002
