"Feature_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"KEGG_HOMOLOGOUS_RECOMBINATION",0.3756,1.16966166048136,0.0588721241434374,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"HCC95",0.127674486094202
"KEGG_PROTEASOME",0.3662,0.977887314571572,0.614913616422301,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.768642020527876
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",0.365866666666667,1.25963043711052,0.0189674660830448,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H358, HCC15",0.0474186652076121
"KEGG_SELENOAMINO_ACID_METABOLISM",0.352533333333333,1.14550162852454,0.114279589238038,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.218833255987732
"KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.3522,1.25217098330403,0.0124285162566258,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0360827891321395
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.348538461538461,1.51866633461647,0.000156293697932313,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, A549, HCC15, HCC44, H1703, H460, H520",13,3,"H2009, H2126, H460",0.00100474520099344
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.337866666666667,1.11619653074093,0.177021253496053,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.300602128578203
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.337,1.24563334435597,0.0220053125676506,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H520",0.0535264359753664
"KEGG_OTHER_GLYCAN_DEGRADATION",0.3186,1.38038766811563,0.00134148542210353,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H3255",0.00536594168841411
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.313133333333333,1.01014057484708,0.491903279318528,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.651260540392598
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",0.3126,1.42674458621216,0.000417573693523436,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"HCC95, A549",0.00214752185240624
"KEGG_DILATED_CARDIOMYOPATHY",0.290533333333333,1.42279874425959,0.00034186055014046,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H2009",0.00180984997133185
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.285666666666667,1.35629751617444,0.0315973762789953,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H460",0.0748358911870942
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.279090909090909,1.75446547156366,7.43455023563206e-07,"HCC827, HCC95, H1650, H1975, H2009, H3255, H358, H1299, H1703, H460, H520",11,2,"H358, H1299",1.11518253534481e-05
"KEGG_NUCLEOTIDE_EXCISION_REPAIR",0.2766,1.0493978409409,0.459467442308323,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.621835636206753
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",0.271933333333333,1.16884390175364,0.097865634684543,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.197930497114806
"KEGG_PYRIMIDINE_METABOLISM",0.269,0.774216654801115,0.999358715563287,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999358715563287
"KEGG_ARACHIDONIC_ACID_METABOLISM",0.262,1.53702960283789,5.69533906513128e-06,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H1299, H1703",5.66967669673682e-05
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",0.258466666666667,1.09405483452722,0.290135685402503,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"HCC15",0.435203528103754
"KEGG_PROTEIN_EXPORT",0.234066666666667,1.05876420325549,0.521478530048017,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H2126, H520",0.680189387019153
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",0.233466666666667,1.16404349861449,0.119553500985217,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.226522422919359
"KEGG_FATTY_ACID_METABOLISM",0.231533333333333,1.16745118384739,0.151131438689147,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.264113193825694
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",0.226466666666667,1.18532695107822,0.0866870294138956,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.179352474649439
"KEGG_PARKINSONS_DISEASE",0.225,0.946624378666488,0.821673374053166,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H460",0.930196272513018
"KEGG_HUNTINGTONS_DISEASE",0.2226,0.765188286819469,0.998242457247393,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999358715563287
"KEGG_RNA_DEGRADATION",0.221466666666667,0.864226067205853,0.972753012668788,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999358715563287
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.2105,1.66062057677243,0.00103759332982502,"H1975, H2009, H2126, H3255, A549, H1703",6,2,"H2009, H2126",0.00424469998564782
"KEGG_DNA_REPLICATION",0.206266666666667,1.35642126129578,0.0036669292793307,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0132009454055905
"KEGG_RIBOSOME",0.204133333333333,1.43509088147589,0.00066677007542013,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.00300046533939058
"KEGG_RIBOFLAVIN_METABOLISM",0.200666666666667,1.5668825585796,3.74679243414228e-06,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,3,"HCC95, H2126, H3255",4.74193122806455e-05
"KEGG_BASAL_TRANSCRIPTION_FACTORS",0.193533333333333,1.15056233870143,0.197774990012114,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.326600900937437
"KEGG_ADHERENS_JUNCTION",0.174666666666667,1.01930765485112,0.674131699242546,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.82525522817797
"KEGG_TRYPTOPHAN_METABOLISM",0.170866666666667,1.3582344036425,0.00426190723965305,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,3,"H358, H1299, H520",0.0148072325025254
"KEGG_TASTE_TRANSDUCTION",0.162333333333333,1.43649288530219,0.000720358012438812,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,4,"HCC95, H1650, H1299, H460",0.00308724862473777
"KEGG_N_GLYCAN_BIOSYNTHESIS",0.157533333333333,1.09824443458423,0.328691478142679,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H2126",0.473315728525458
"KEGG_TIGHT_JUNCTION",0.147666666666667,1.11873459553108,0.272206621331278,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.419639614643691
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.142466666666667,1.42883158393076,0.0106360318796106,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H2126",0.0319080956388317
"KEGG_LYSOSOME",0.140533333333333,1.23712846466939,0.0538840101293896,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.119742244731977
"KEGG_PURINE_METABOLISM",0.136466666666667,0.843261937501092,0.995864837135482,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999358715563287
"KEGG_ARGININE_AND_PROLINE_METABOLISM",0.136066666666667,1.15453289668325,0.192112079070541,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H1299",0.320186798450901
"KEGG_FOCAL_ADHESION",0.134333333333333,1.13425354098548,0.251356571294139,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.400390998521638
"KEGG_GLYCEROLIPID_METABOLISM",0.1306,1.14914538431206,0.215589479816782,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.349604561865053
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.119,1.4198468227242,0.000699608559764023,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.00307145221359815
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.112666666666667,1.54452015972907,0.00043946544653623,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H2009, H1703",0.00219732723268115
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.109666666666667,0.993170080864204,0.807599844192115,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.920050455408738
"KEGG_ECM_RECEPTOR_INTERACTION",0.101333333333333,1.6218854401444,3.64022213759701e-07,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,3,"H2009, H1703, H460",9.36057121096375e-06
"KEGG_RNA_POLYMERASE",0.0995333333333333,1.32231760106838,0.0144541419844746,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H460",0.0400268547262374
"KEGG_BASAL_CELL_CARCINOMA",0.0876666666666666,1.46760123363003,0.000223725390327427,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H1299",0.00134235234196456
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.0764,0.960801064588443,0.857556532808406,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H460",0.962122526998545
"KEGG_NOTCH_SIGNALING_PATHWAY",0.0738666666666667,1.11540158473892,0.298581848556822,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.441468672114004
"KEGG_LIMONENE_AND_PINENE_DEGRADATION",0.0522,1.71280464235042,7.26321988954105e-07,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,4,"HCC95, H358, HCC15, H1299",1.11518253534481e-05
"KEGG_PEROXISOME",0.0457333333333333,1.22158003460779,0.0861926660845922,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.179352474649439
"KEGG_NON_HOMOLOGOUS_END_JOINING",0.0443333333333335,1.3346889775025,0.00539599643706583,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0173442742619973
"KEGG_LONG_TERM_POTENTIATION",0.0418,0.921603974445795,0.952099382214413,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999358715563287
"KEGG_LEISHMANIA_INFECTION",0.0296,1.30123023108354,0.012817604651115,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0366217275746144
"KEGG_BETA_ALANINE_METABOLISM",0.0198666666666667,1.30399155708631,0.0155232995929428,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H358, H1299",0.0417043869661149
"KEGG_GNRH_SIGNALING_PATHWAY",-0.00126666666666664,0.936276322663856,0.945947703781824,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999358715563287
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",-0.0073333333333333,0.858830239891669,0.994088183674746,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999358715563287
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",-0.0124000000000001,1.3125574708506,0.0178351278296087,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H2009, H1299",0.0458617572761367
"KEGG_PHENYLALANINE_METABOLISM",-0.0186000000000001,1.59528214253332,7.85987090755877e-06,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,4,"HCC95, HCC15, H1299, H520",6.57876531627429e-05
"KEGG_STARCH_AND_SUCROSE_METABOLISM",-0.0221333333333333,1.29401285413502,0.0174018767922613,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H2126, H1299",0.0453962003276383
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",-0.0311333333333334,1.17335732388894,0.138514842974093,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.249412963811021
"KEGG_GAP_JUNCTION",-0.0363333333333333,0.994244269114319,0.807426641030979,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.920050455408738
"KEGG_APOPTOSIS",-0.0479333333333333,0.951766813177822,0.894386966862529,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.987666589173345
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",-0.0579999999999999,1.70118530106847,4.41738767303379e-08,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,4,"HCC95, HCC15, H1299, H520",1.59025956229216e-06
"KEGG_LONG_TERM_DEPRESSION",-0.0587333333333334,0.914511771904758,0.972142412341298,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999358715563287
"KEGG_BASE_EXCISION_REPAIR",-0.0721333333333333,1.12844398979091,0.302796209255759,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.443116403788916
"KEGG_TGF_BETA_SIGNALING_PATHWAY",-0.0748666666666666,0.890866581855368,0.985357875887122,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999358715563287
"KEGG_LYSINE_DEGRADATION",-0.076,1.10629639531444,0.387677508380549,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.540945360530999
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",-0.0786,0.975603461599903,0.87001614080591,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.966684600895455
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",-0.0826,1.14990507682777,0.273000829547311,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.419639614643691
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",-0.0871333333333334,1.34746910203996,0.00720901437328106,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H1703, H520",0.022372803227424
"KEGG_PYRUVATE_METABOLISM",-0.0904666666666667,1.05404783482309,0.609448929852799,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"HCC15",0.767138513101425
"KEGG_SMALL_CELL_LUNG_CANCER",-0.0954000000000001,1.16362302437565,0.1544797215928,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.267368748910616
"KEGG_ALZHEIMERS_DISEASE",-0.0971333333333334,0.84996528220415,0.992945589270559,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999358715563287
"KEGG_PRIMARY_IMMUNODEFICIENCY",-0.105066666666667,1.47856699286199,0.000214481722820739,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0013312658657839
"KEGG_HISTIDINE_METABOLISM",-0.110466666666667,1.38952987253483,0.00225233480124444,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H1299, H520",0.00844625550466666
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",-0.1122,1.12677512016754,0.299217655543936,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.441468672114004
"KEGG_OOCYTE_MEIOSIS",-0.124266666666667,1.00400515555497,0.694177112701672,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.838603223397993
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",-0.1264,1.42966928243663,0.000294050572850866,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H1299",0.00160391221555018
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",-0.1266,1.39693796774026,0.000986005386901424,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,1,"H358",0.00412746441028503
"KEGG_PANCREATIC_CANCER",-0.1344,0.94337174917572,0.91927466695173,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999358715563287
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",-0.135133333333333,1.06864633109012,0.49206351940774,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.651260540392598
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",-0.1354,1.24082339021888,0.0431903679961617,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.0996700799911424
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",-0.136066666666667,1.17018212664688,0.12380227554322,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.232129266643537
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",-0.149133333333333,1.08176640379564,0.390807756038077,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.541118431437337
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",-0.171733333333333,1.22675905578576,0.0503123936759265,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.113202885770835
"KEGG_GLUTATHIONE_METABOLISM",-0.172866666666667,1.33162322355981,0.00449320594102581,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,2,"H358, H1299",0.0152599447053707
"KEGG_ENDOCYTOSIS",-0.177933333333333,0.99941114567291,0.722849146881948,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.854041392805905
"KEGG_MAPK_SIGNALING_PATHWAY",-0.1786,0.920283325938268,0.938647598914148,"HCC827, HCC95, H1650, H1975, H2009, H2126, H3255, H358, A549, HCC15, HCC44, H1299, H1703, H460, H520",15,0,"",0.999358715563287
