"type","Rank_metric","Feature_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"HCC827","Input","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.48545,1.36,0.129,1185,0.51,"CTSS, B2M, IFI30, LGMN, TAPBP, CREB1, PSME2, TAP2",0.889410289700751,0.292429823902064,FALSE
"HCC827","Input","KEGG_APOPTOSIS",-0.27932,-0.84,0.6,5858,0.773,"RELA, ATM, PRKACB, BIRC2, BAD, RIPK1, APAF1, IKBKG, IRAK4, PRKAR2B, PRKAR1A, DFFB, AKT1, CHUK, CASP3, XIAP, CAPN1, TNFRSF10D, BCL2L1, AKT3, BAX, IKBKB, AKT2, CASP9, PIK3CB, BID",0.221848749616356,0.111820506081675,FALSE
"HCC827","Input","KEGG_ARACHIDONIC_ACID_METABOLISM",0.62342,1.78,0.0311,1027,1,"PTGS2, PTGES, GGT7, EPHX2, ALOX5, GGT1, GPX6, GPX7, PLA2G12A",1.50723961097316,0,FALSE
"HCC827","Input","KEGG_ARGININE_AND_PROLINE_METABOLISM",0.34364,0.975,0.454,796,0.788,"PRODH, PRODH2, OAT, GATM, AGMAT, ALDH1B1, LAP3",0.342944147142896,0.103473782510445,FALSE
"HCC827","Input","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.60072,1.69,0.0556,545,0.439,"ITGB6, ITGA1, DSC2, ITGA3, ITGA2, ITGA5, DSG2, CTNNB1, ITGB1, CTNNA1, GJA1, CTNNA2, ITGAV",1.25492520841794,0.357535479757879,FALSE
"HCC827","Input","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",0.52864,1.52,0.0668,786,0.375,"UGDH, ALDH1B1",1.17522353752445,0.425968732272281,FALSE
"HCC827","Input","KEGG_AXON_GUIDANCE",0.4022,1.15,0.275,1664,0.637,"EPHB2, SEMA4B, ITGB1, RAC2, NRP1, EPHA1, EFNA5, EFNB2, MET, CFL2, SEMA3A, CXCR4, EFNA1, PLXNB3, PLXNB2, RAC3, PLXNB1, GNAI1, GNAI3, ROBO1, SLIT1, SLIT3, GNAI2, KRAS, NRAS, NTN4",0.560667306169737,0.19586056766465,FALSE
"HCC827","Input","KEGG_BASAL_CELL_CARCINOMA",0.42377,1.2,0.242,338,0.638,"CTNNB1, TP53",0.616184634019569,0.195179321278838,FALSE
"HCC827","Input","KEGG_BASAL_TRANSCRIPTION_FACTORS",-0.24193,-0.713,0.832,4917,0.885,"TAF6, GTF2A1, TAF6L, TAF1, GTF2F1, TAF10, GTF2H2, TAF12, GTF2H4, GTF2H1, GTF2F2, GTF2IRD1, TAF2, TBPL1",0.0798766737092761,0.0530567293021746,FALSE
"HCC827","Input","KEGG_BASE_EXCISION_REPAIR",-0.37347,-1.13,0.267,6755,0.614,"MUTYH, LIG3, NTHL1, PARP1, FEN1, HMGB1, MPG",0.573488738635425,0.211831628858832,FALSE
"HCC827","Input","KEGG_BETA_ALANINE_METABOLISM",-0.29755,-0.878,0.539,6702,0.785,"ALDH7A1, ALDH2, SRM, EHHADH",0.268411234813261,0.105130343254747,FALSE
"HCC827","Input","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.2539,0.72,0.816,2400,0.975,"ACOX3, SCD5, PECR, ACAA1, FADS1, ELOVL6, ACOT2, HADHA, ACOX1",0.0883098412461389,0.0109953843014632,FALSE
"HCC827","Input","KEGG_BLADDER_CANCER",0.4753,1.35,0.135,338,0.503,"CDKN2A, EGFR, CDH1, CDK4, TP53",0.869666231504994,0.298432014944073,FALSE
"HCC827","Input","KEGG_BUTANOATE_METABOLISM",0.36724,1.04,0.37,786,0.695,"ACSM3, ACADS, HMGCL, BDH2, ALDH1B1",0.431798275933005,0.158015195409886,FALSE
"HCC827","Input","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",-0.286,-0.876,0.555,6577,0.777,"MAP2K1, BLNK, NFAT5, AKT1, SYK, NFKBIB, CHUK, CD22, MAPK3, RAF1, MAP2K2, AKT3, IKBKB, GSK3B, AKT2, MAPK1, PIK3CB, CD81, PLCG2",0.255707016877324,0.109578981199086,FALSE
"HCC827","Input","KEGG_CALCIUM_SIGNALING_PATHWAY",0.23319,0.676,0.885,615,0.972,"TNNC1, EGFR, PLCB4, P2RX4, CAMK2D, ERBB3",0.0530567293021746,0.0123337350737254,FALSE
"HCC827","Input","KEGG_CARDIAC_MUSCLE_CONTRACTION",0.45321,1.26,0.186,2323,0.605,"TNNC1, COX6A1, COX7A2, COX7C, COX5B, COX5A, UQCRH, COX6B1, COX6C, COX7A2L, ATP2A2, COX4I1, SLC9A6, UQCRFS1, COX7B, UQCRB, ATP1B1, UQCRC2, UQCRC1",0.730487055782084,0.218244625347531,FALSE
"HCC827","Input","KEGG_CELL_ADHESION_MOLECULES_CAMS",0.39319,1.11,0.302,592,0.664,"ITGB2, CDH1, CDH15, CDH3, OCLN, CLDN6, CD274, CLDN3, CLDN4, ICAM1, ALCAM, ITGB1, F11R, SDC1, ITGAV, CD276, CNTN1",0.519993057042849,0.177831920631982,FALSE
"HCC827","Input","KEGG_CELL_CYCLE",0.25369,0.723,0.804,926,0.999,"CDKN2A, FZR1, CDK4, TP53, ZBTB17, TFDP2, TGFB2, E2F3, CDC20, CCNA2, CCNB1",0.0947439512515487,0.000434511774017692,FALSE
"HCC827","Input","KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.29394,0.855,0.607,1649,0.861,"CXCL5, CX3CL1, PLCB4, RAC2, LYN, GNG12, STAT1, GNG4, ARRB1, CXCR4, GNB3, GNAI1, PIK3R3, STAT2, GNAI3, GNB2, PARD3, PRKCB, RAP1A, GNAI2, KRAS, NRAS, ADCY9",0.216811308924742,0.0649968485463452,FALSE
"HCC827","Input","KEGG_CHRONIC_MYELOID_LEUKEMIA",0.26282,0.75,0.794,704,0.967,"CDKN2A, CDK4, TGFBR2, TP53, TGFB2, E2F3",0.100179497572904,0.0145735259169983,FALSE
"HCC827","Input","KEGG_CITRATE_CYCLE_TCA_CYCLE",0.36444,1.05,0.37,2236,0.689,"DLST, DLAT, SUCLG2, SDHC, OGDHL, PDHB, PDHA1, OGDH, SUCLG1, CS, MDH2, SDHA, SDHB",0.431798275933005,0.161780778092374,FALSE
"HCC827","Input","KEGG_COLORECTAL_CANCER",-0.25449,-0.768,0.719,6269,0.839,"MSH2, CCND1, APPL1, MAP2K1, SMAD4, MAPK8, AKT1, MSH6, SMAD2, CASP3, MAPK3, RAF1, AKT3, BAX, GSK3B, MAPK9, TCF7L1, AKT2, CASP9, MAPK1, PIK3CB",0.143271109617117,0.0762380391712997,FALSE
"HCC827","Input","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.59971,1.72,0.0326,706,0.677,"CFB, SERPINA1, CFI, MBL2, SERPINC1, PROS1, PLAU, TFPI, SERPINF2, F3, F8",1.48678239993206,0.169411331314856,FALSE
"HCC827","Input","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",-0.27524,-0.835,0.631,7177,0.772,"SRM, MAT1A, AHCY, SDS, APIP",0.199970640755866,0.112382699664264,FALSE
"HCC827","Input","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.52324,1.48,0.0911,993,0.409,"CXCL5, EGFR, CX3CL1, TGFBR2, TNFRSF10B, IL6ST, IL10RB, OSMR, MET, TNFRSF10A, LTBR, IL18, TGFB2, CXCR4, TNFRSF21, IL1RAP",1.040481623027,0.388276691992658,FALSE
"HCC827","Input","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",-0.25404,-0.755,0.754,5858,0.854,"RELA, POLR3A, POLR3B, IRF3, RIPK1, POLR3D, IKBKG, NFKBIB, CHUK, TREX1, POLR3C, IKBKB, PYCARD",0.122628654130226,0.068542129310995,FALSE
"HCC827","Input","KEGG_DILATED_CARDIOMYOPATHY",0.51379,1.47,0.0779,660,0.401,"ITGB6, TNNC1, ITGA1, ITGA3, ITGA2, ITGA5, ITGB1, ITGAV, TGFB2",1.10846254232744,0.396855627379818,FALSE
"HCC827","Input","KEGG_DNA_REPLICATION",-0.22458,-0.672,0.869,5811,0.925,"POLA2, MCM7, MCM2, PRIM1, RNASEH2A, PRIM2, RNASEH1, FEN1, RNASEH2C, RNASEH2B",0.0609802235513335,0.0338582672609674,FALSE
"HCC827","Input","KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.5855,1.67,0.0392,412,0.333,"EGFR, ETS2, ETS1, ETV6",1.40671393297954,0.47755576649368,FALSE
"HCC827","Input","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",-0.35448,-1.03,0.358,7065,0.667,"MGST2, GSTM2, GSTO1, GSTA4, ALDH3A1, GSTT2, GSTM4, MAOA, GSTM3, MAOB",0.446116973356126,0.175874166083451,FALSE
"HCC827","Input","KEGG_DRUG_METABOLISM_OTHER_ENZYMES",-0.32803,-0.997,0.392,6831,0.705,"UMPS, GMPS, IMPDH1, CES1, CES2, TPMT, UCK2",0.406713932979543,0.151810883008601,FALSE
"HCC827","Input","KEGG_ECM_RECEPTOR_INTERACTION",0.58515,1.69,0.0261,1235,0.439,"ITGB6, TNC, ITGA1, LAMB3, ITGA3, ITGA2, LAMC2, ITGA5, ITGB1, CD47, SDC1, ITGAV, LAMB1, ITGA6, SDC4, LAMA5, COL5A1, AGRN",1.58335949266172,0.357535479757879,FALSE
"HCC827","Input","KEGG_ENDOCYTOSIS",0.22512,0.65,0.898,1759,0.942,"EGFR, RAB11FIP1, RAB31, EPN3, EPN2, MET, ERBB3, RAB11A, ACAP1, ARRB1, CXCR4, RAB11B, EHD1, RAB11FIP5, STAM2, PLD2, PARD3, RAB5B, PSD, SRC, LDLR, CHMP2B, EHD4, PLD1, EHD3, CLTA, AGAP1, RAB22A, RUFY1, RAB5A",0.0467236633326956,0.0259490972071227,FALSE
"HCC827","Input","KEGG_ENDOMETRIAL_CANCER",0.38834,1.11,0.296,425,0.664,"EGFR, CDH1, CTNNB1, TP53, CTNNA1, CTNNA2",0.528708288941061,0.177831920631982,FALSE
"HCC827","Input","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.26233,0.75,0.78,810,0.967,"EGFR, LYN, F11R, JUN, MET, TCIRG1, TJP1, ADAM17",0.10790539730952,0.0145735259169983,FALSE
"HCC827","Input","KEGG_ERBB_SIGNALING_PATHWAY",-0.28031,-0.851,0.571,5895,0.783,"BRAF, PAK3, STAT5A, NCK2, PTK2, CRK, BAD, CAMK2G, SOS1, NCK1, RPS6KB2, HBEGF, MAP2K1, MTOR, MAPK8, CBL, AKT1, SHC1, PLCG1, ABL2, MAPK3, RAF1, MAP2K2, AKT3, GSK3B, MAPK9, RPS6KB1, AKT2, MAPK1, CRKL, PIK3CB, PLCG2",0.243363891754152,0.106238237942057,FALSE
"HCC827","Input","KEGG_ETHER_LIPID_METABOLISM",0.58793,1.67,0.0486,1722,0.333,"LPCAT1, PLPP2, PLPP1, PAFAH2, PLA2G12A, PLD2, LPCAT4, PLD1, PLPP3, AGPS",1.31336373073771,0.47755576649368,FALSE
"HCC827","Input","KEGG_FATTY_ACID_METABOLISM",0.30824,0.88,0.597,1362,0.825,"ACADS, ACSL4, CPT2, ACADVL, ALDH1B1, ACOX3, ACAA1, ACADM",0.224025668870631,0.0835460514500749,FALSE
"HCC827","Input","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",-0.34275,-0.99,0.41,6577,0.706,"MAP2K1, MAPK8, AKT1, SYK, PLCG1, PRKCD, MAPK14, MAPK3, RAF1, MAP2K2, AKT3, MAPK9, AKT2, MAPK1, PIK3CB, PLCG2",0.387216143280265,0.151195298948196,FALSE
"HCC827","Input","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.2418,0.695,0.861,552,0.985,"MARCKS, PLPP2, RAC2, LYN, MARCKSL1, AMPH, PLPP1, CFL2",0.0649968485463452,0.00656376950238827,FALSE
"HCC827","Input","KEGG_FOCAL_ADHESION",0.33014,0.937,0.505,545,0.792,"ITGB6, TNC, EGFR, ITGA1, LAMB3, ITGA3, ITGA2, LAMC2, ITGA5, CTNNB1, ITGB1, RAC2, JUN, MET, ITGAV",0.296708621881339,0.101274818410506,FALSE
"HCC827","Input","KEGG_FOLATE_BIOSYNTHESIS",-0.61361,-1.81,0.0267,6548,0.354,"ALPI, ALPP, GGH, DHFR",1.57348873863542,0.450996737974212,FALSE
"HCC827","Input","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",-0.49287,-1.52,0.0786,6011,0.42,"GMDS, ALDOA, PMM1, PFKFB4, ALDOC, PMM2, PFKL, PFKM, PFKFB3, MTMR6, PFKP, MTMR2, AKR1B1, HK3",1.10457745396059,0.3767507096021,FALSE
"HCC827","Input","KEGG_GALACTOSE_METABOLISM",-0.40012,-1.18,0.233,7624,0.597,"GALK1, PFKP, AKR1B1, HK3, GCK",0.632644078973981,0.224025668870631,FALSE
"HCC827","Input","KEGG_GAP_JUNCTION",-0.29238,-0.848,0.594,6779,0.778,"CDK1, ADCY5, ADCY6, ITPR2, CSNK1D, TUBA1B, TUBB1, TUBA3C, TUBB, MAPK3, RAF1, TUBB2A, MAP2K2, TUBB6, TUBAL3, MAPK1, ITPR1, TUBB2B",0.226213555018806,0.109020403010311,FALSE
"HCC827","Input","KEGG_GLIOMA",0.31413,0.894,0.565,704,0.81,"CDKN2A, EGFR, CDK4, TP53, CAMK2D, E2F3",0.247951552180562,0.0915149811213502,FALSE
"HCC827","Input","KEGG_GLUTATHIONE_METABOLISM",-0.37778,-1.14,0.278,6961,0.624,"GGCT, MGST2, GSTM2, SRM, PGD, GSTO1, GSTA4, IDH2, RRM2B, GCLM, ANPEP, RRM2, RRM1, GSTT2, GSTM4, GSTM3",0.555955204081924,0.204815410317576,FALSE
"HCC827","Input","KEGG_GLYCEROLIPID_METABOLISM",0.38497,1.1,0.323,1248,0.667,"LPL, PLPP2, MGLL, PLPP1, ALDH1B1, GLA, GPAT3, MBOAT2, MBOAT1",0.490797477668897,0.175874166083451,FALSE
"HCC827","Input","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.33079,0.95,0.476,1567,0.811,"LPCAT1, PEMT, PLPP2, PLPP1, GPD2, GPAT3, PLA2G12A, CDS1, PLD2, LPCAT4, MBOAT2, MBOAT1, PISD, PLD1, PLPP3",0.322393047279507,0.090979145788844,FALSE
"HCC827","Input","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",-0.33729,-1.01,0.384,7312,0.693,"PHGDH, SDS, GCAT, MAOA, MAOB",0.415668775632469,0.159266765388193,FALSE
"HCC827","Input","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",-0.27023,-0.808,0.701,6478,0.804,"ALDOC, BPGM, GPI, PFKL, ALDH7A1, ALDH2, PKLR, PFKM, PKM, PFKP, ACSS2, HK3, ALDH3A1, ACSS1, GCK",0.154281982033341,0.0947439512515487,FALSE
"HCC827","Input","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",-0.6485,-1.92,0.0242,7319,0.611,"CHST14, CHPF, CHST12",1.61618463401957,0.213958789757446,FALSE
"HCC827","Input","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",-0.31616,-0.944,0.465,5041,0.735,"HS3ST1, EXT1, B3GALT6, EXTL2, EXT2, GLCE",0.332547047110046,0.133712660915805,FALSE
"HCC827","Input","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE",-0.40808,-1.23,0.214,6954,0.631,"B3GNT2, B4GAT1, B4GALT4, ST3GAL1",0.669586226650809,0.199970640755866,FALSE
"HCC827","Input","KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.63815,1.83,0.0189,1502,1,"GNS, HPSE, IDS, HEXB, SGSH, HEXA",1.72353819582676,0,FALSE
"HCC827","Input","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",-0.3095,-0.904,0.536,7834,0.766,"ST3GAL1",0.27083521030723,0.115771230367396,FALSE
"HCC827","Input","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES",0.59506,1.65,0.0482,1502,0.329,"B3GALT5, GLA, HEXB, HEXA",1.31695296176115,0.482804102050026,FALSE
"HCC827","Input","KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES",-0.44013,-1.32,0.16,6954,0.514,"B3GNT2, B4GAT1, B4GALT4, FUT3, ST3GAL4",0.795880017344075,0.289036881004724,FALSE
"HCC827","Input","KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",-0.64256,-1.91,0.0228,7997,0.476,"PGAP1, PIGM, PIGX",1.64206515299955,0.322393047279507,FALSE
"HCC827","Input","KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",-0.25109,-0.74,0.778,2075,0.86,"CS, MDH2, MTHFD1L, MTHFD1, ACO2, MTHFD2, ACO1, PGP, MDH1, GRHPR",0.109020403010311,0.0655015487564323,FALSE
"HCC827","Input","KEGG_GNRH_SIGNALING_PATHWAY",0.22789,0.651,0.912,1649,0.965,"EGFR, PLCB4, JUN, CAMK2D, GNAQ, PLA2G12A, PLD2, MAP2K4, PRKCB, ITPR3, SRC, PLD1, KRAS, NRAS, ADCY9",0.0400051616715838,0.0154726866562074,FALSE
"HCC827","Input","KEGG_HEDGEHOG_SIGNALING_PATHWAY",0.24669,0.701,0.844,929,0.991,"CSNK1G1, LRP2",0.073657553374345,0.00392634551472468,FALSE
"HCC827","Input","KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.42532,1.22,0.219,201,0.619,"ITGA1, ITGA3, ITGA2, ITGA5",0.659555885159882,0.208309350979882,FALSE
"HCC827","Input","KEGG_HISTIDINE_METABOLISM",-0.49187,-1.45,0.107,7840,0.4,"METTL2B, ALDH3A1, BUD23, LCMT1, MAOA, MAOB",0.97061622231479,0.397940008672038,FALSE
"HCC827","Input","KEGG_HOMOLOGOUS_RECOMBINATION",-0.20486,-0.599,0.933,6866,0.984,"BLM, TOP3B, MUS81",0.0301183562535,0.00700490156865849,FALSE
"HCC827","Input","KEGG_HUNTINGTONS_DISEASE",0.23112,0.657,0.893,2330,0.983,"PLCB4, SOD2, COX6A1, TP53, COX7A2, CREB1, COX7C, ATP5PF, COX5B, COX5A, GNAQ, UQCRH, COX6B1, NDUFB1, DLG4, COX6C, COX7A2L, ATP5MC2, RCOR1, COX4I1, HTT, NDUFB10, CLTA, SDHC, POLR2D, SLC25A5, SLC25A31, UQCRFS1, CREB5, GPX1, CASP8, POLR2K, COX7B, TFAM, POLR2L, UQCRB, AP2B1, SDHA, SDHB, TAF4, UQCRC2, UQCRC1, CLTB",0.0491485411114536,0.00744648216786438,FALSE
"HCC827","Input","KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",0.53826,1.54,0.0647,660,0.37,"ITGB6, TNNC1, ITGA1, ITGA3, ITGA2, ITGA5, ITGB1, ACE, ITGAV, TGFB2",1.1890957193313,0.431798275933005,FALSE
"HCC827","Input","KEGG_INOSITOL_PHOSPHATE_METABOLISM",-0.37439,-1.12,0.275,7479,0.618,"CDIPT, PLCD3, PIP5K1A, OCRL, IMPA2, ITPKB, PIK3CB, ITPK1, PLCG2, ITPKA",0.560667306169737,0.209011524911184,FALSE
"HCC827","Input","KEGG_INSULIN_SIGNALING_PATHWAY",-0.39484,-1.19,0.233,5975,0.595,"TSC1, ACACB, PRKACB, EIF4E2, CRK, PHKG2, BAD, ACACA, INPP5D, PRKCI, SOS1, RPS6KB2, MAP2K1, PRKAR2B, MTOR, MAPK8, PRKAR1A, PHKB, CBL, AKT1, SHC1, PKLR, GYS1, RPTOR, MAPK3, RAF1, PPP1R3D, MAP2K2, AKT3, IKBKB, GSK3B, MAPK9, RPS6KB1, IRS2, AKT2, MAPK1, CRKL, PIK3CB, HK3, SORBS1, GCK",0.632644078973981,0.22548303427145,FALSE
"HCC827","Input","KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",-0.5027,-1.48,0.0916,8256,0.394,"CD40",1.03810452633215,0.404503778174426,FALSE
"HCC827","Input","KEGG_JAK_STAT_SIGNALING_PATHWAY",0.25171,0.721,0.821,1605,0.988,"IRF9, IL6ST, STAT1, IL10RB, OSMR, STAM2, PIK3R3, STAT2, JAK1, IFNGR1, SPRY1, IL13RA1",0.0856568428805592,0.00524305541237188,FALSE
"HCC827","Input","KEGG_LEISHMANIA_INFECTION",0.59025,1.68,0.0369,1357,0.401,"PTGS2, ITGB2, ITGB1, MARCKSL1, JUN, STAT1, CYBA, TGFB2, NCF2, JAK1, PRKCB, IFNGR1",1.43297363384094,0.396855627379818,FALSE
"HCC827","Input","KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",0.37798,1.08,0.31,434,0.66,"ITGB2, OCLN, CLDN6, CLDN3, CLDN4, ICAM1, CTNNB1, CTNND1, ITGB1, RAC2, F11R, CTNNA1, CTNNA2, CYBA",0.508638306165727,0.180456064458131,FALSE
"HCC827","Input","KEGG_LIMONENE_AND_PINENE_DEGRADATION",-0.46478,-1.38,0.118,6702,0.444,"ALDH7A1, ALDH2, EHHADH",0.928117992693875,0.35261702988538,FALSE
"HCC827","Input","KEGG_LONG_TERM_DEPRESSION",0.28927,0.824,0.658,1585,0.88,"PLCB4, LYN, GNAQ, PLA2G12A, GNAI1, GNAI3, PRKCB, ITPR3, GNAI2, KRAS, NRAS",0.181774106386044,0.0555173278498314,FALSE
"HCC827","Input","KEGG_LONG_TERM_POTENTIATION",-0.17933,-0.551,0.99,6899,0.99,"RPS6KA1, ITPR2, MAPK3, RAF1, MAP2K2, MAPK1, ITPR1, CAMK4",0.00436480540245009,0.00436480540245009,FALSE
"HCC827","Input","KEGG_LYSINE_DEGRADATION",0.2399,0.681,0.884,2365,0.979,"TMLHE, PLOD2, DLST, PIPOX, ALDH1B1, SETDB1, EHMT1, SETD2, EHMT2, SETD1B, GCDH, OGDHL, OGDH, SETD1A, ECHS1, HADH, HADHA",0.0535477349869269,0.00921730819686218,FALSE
"HCC827","Input","KEGG_LYSOSOME",0.53598,1.54,0.0865,1582,0.37,"GNS, CTSS, NAPSA, CTSK, CTSO, CTSH, CTSC, AP1M2, IDS, NPC2, FUCA1, LGMN, GAA, AGA, SUMF1, CTSV, AP1B1, TCIRG1, AP1S1, GLA, AP1S3, GALC, PSAP, HEXB, CLN5, IGF2R, LAMP2, GGA3, CD63, ASAH1, SCARB2, M6PR, SGSH, HEXA, AP1G1, LAMP1",1.06298389253519,0.431798275933005,FALSE
"HCC827","Input","KEGG_MAPK_SIGNALING_PATHWAY",-0.26069,-0.792,0.703,7088,0.814,"RPS6KA5, CASP3, RELB, NFKB2, MAPK14, MAPKAPK2, MAPK3, RASA1, CD14, TAOK2, RAF1, FLNA, MAP3K11, PPP5C, MAP2K2, AKT3, IKBKB, MAPK9, STK4, AKT2, NLK, MAPK1, CRKL, HSPA2, HSPA1L, STMN1, FGFR1, MAPT, FLNB",0.153044674980176,0.0893755951107988,FALSE
"HCC827","Input","KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",-0.63536,-1.94,0.0155,6310,0.836,"IAPP, PKLR, MNX1, GCK",1.80966830182971,0.0777937225609836,FALSE
"HCC827","Input","KEGG_MELANOGENESIS",0.23385,0.655,0.892,1649,0.973,"CTNNB1, PLCB4, CAMK2D, CREB1, GNAQ, GNAI1, GNAI3, ASIP, PRKCB, GNAI2, KRAS, NRAS, ADCY9",0.0496351456238769,0.0118871597316481,FALSE
"HCC827","Input","KEGG_MELANOMA",0.40989,1.19,0.209,704,0.635,"CDKN2A, EGFR, CDH1, CDK4, TP53, MET, E2F3",0.679853713888946,0.197226274708024,FALSE
"HCC827","Input","KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",-0.35663,-1.07,0.328,7065,0.657,"MGST2, GSTM2, GSTO1, GSTA4, AKR1C3, AKR1C1, ALDH3A1, GSTT2, GSTM4, GSTM3",0.484126156288321,0.182434630440219,FALSE
