"Feature_set","mean_NES","sd_NES","Fisher_p","types","N_types","N_sig","sig_types","adj_Fisher_p"
"KEGG_FOLATE_BIOSYNTHESIS",1.165,0.106066017177982,0.204791530800163,"transcriptomics, proteomics",2,0,"",0.597588401351294
"KEGG_LEISHMANIA_INFECTION",1.145,0.120208152801713,0.217622087734295,"transcriptomics, proteomics",2,0,"",0.624785993817814
"KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",1.14,0.226274169979695,0.266933375228995,"transcriptomics, proteomics",2,0,"",0.6716701443558
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE",1.1375,0.25809397513309,0.195932529063963,"transcriptomics, proteomics",2,0,"",0.583407242805475
"KEGG_ERBB_SIGNALING_PATHWAY",1.13,0.0141421356237308,0.256727582168044,"transcriptomics, proteomics",2,0,"",0.6716701443558
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",1.1275,0.399515331370399,0.269192323392673,"transcriptomics, proteomics",2,0,"",0.6716701443558
"KEGG_ACUTE_MYELOID_LEUKEMIA",1.125,0.120208152801713,0.275878372689031,"transcriptomics, proteomics",2,0,"",0.6716701443558
"KEGG_MTOR_SIGNALING_PATHWAY",1.12,0.141421356237309,0.27147986074935,"transcriptomics, proteomics",2,0,"",0.6716701443558
"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM",1.1195,0.509823989235501,0.157258333793496,"transcriptomics, proteomics",2,0,"",0.567541355057078
"KEGG_TYROSINE_METABOLISM",1.1135,0.419314321243623,0.150002104527463,"transcriptomics, proteomics",2,0,"",0.567541355057078
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",1.1095,0.170412734265958,0.299208675581561,"transcriptomics, proteomics",2,0,"",0.700778213862076
"KEGG_ENDOMETRIAL_CANCER",1.104,0.47517575695736,0.254513783412927,"transcriptomics, proteomics",2,0,"",0.6716701443558
"KEGG_LYSOSOME",1.1035,0.574877813104663,0.145699075168672,"transcriptomics, proteomics",2,0,"",0.567541355057078
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",1.095,0.120208152801713,0.283007083295983,"transcriptomics, proteomics",2,0,"",0.6716701443558
"KEGG_PEROXISOME",1.083,0.207889393668845,0.281926936751494,"transcriptomics, proteomics",2,0,"",0.6716701443558
"KEGG_RENAL_CELL_CARCINOMA",1.08,0.0282842712474619,0.359547205385673,"transcriptomics, proteomics",2,0,"",0.73562531676609
"KEGG_RIBOFLAVIN_METABOLISM",1.073,0.335168614282424,0.355964943177614,"transcriptomics, proteomics",2,0,"",0.73562531676609
"KEGG_NON_SMALL_CELL_LUNG_CANCER",1.07,0.113137084989848,0.384547439975813,"transcriptomics, proteomics",2,0,"",0.756140267156403
"KEGG_PANCREATIC_CANCER",1.059,0.0862670273047589,0.388222301347873,"transcriptomics, proteomics",2,0,"",0.756140267156403
"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",1.0555,0.430628029742607,0.32943815457299,"transcriptomics, proteomics",2,0,"",0.723491477312518
"KEGG_NOTCH_SIGNALING_PATHWAY",1.053,0.13717871555019,0.359076184804547,"transcriptomics, proteomics",2,0,"",0.73562531676609
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",1.0165,0.0615182899632297,0.445544234974446,"transcriptomics, proteomics",2,0,"",0.790101003894316
"KEGG_ENDOCYTOSIS",1.01,0.254558441227157,0.41471484859039,"transcriptomics, proteomics",2,0,"",0.77923639075272
"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM",1.002,0.421435641587182,0.333293826627115,"transcriptomics, proteomics",2,0,"",0.723491477312518
"KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT",0.999,0.39739401102684,0.32740947400196,"transcriptomics, proteomics",2,0,"",0.723491477312518
"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.997,0.089095454429505,0.494231402798328,"transcriptomics, proteomics",2,0,"",0.821152766307863
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.991,0.154149278298667,0.456129900501818,"transcriptomics, proteomics",2,0,"",0.790101003894316
"KEGG_FATTY_ACID_METABOLISM",0.973,0.193747258045114,0.494418020822151,"transcriptomics, proteomics",2,0,"",0.821152766307863
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.9665,0.386787409309042,0.415884590570272,"transcriptomics, proteomics",2,0,"",0.77923639075272
"KEGG_MELANOGENESIS",0.9615,0.13930003589375,0.548548225527478,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_HEMATOPOIETIC_CELL_LINEAGE",0.961,0.210717820793591,0.522592037032199,"transcriptomics, proteomics",2,0,"",0.853407179740655
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION",0.961,0.366281312654632,0.451244907623268,"transcriptomics, proteomics",2,0,"",0.790101003894316
"KEGG_ARGININE_AND_PROLINE_METABOLISM",0.952,0.0395979797464466,0.602741548792695,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.9465,0.259508188695463,0.562538433279493,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_VIRAL_MYOCARDITIS",0.939,0.25597265478953,0.592885815332638,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.9225,0.0601040764008565,0.654064267028763,"transcriptomics, proteomics",2,0,"",0.905769265186157
"KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.907,0.428506709399048,0.457193277534351,"transcriptomics, proteomics",2,0,"",0.790101003894316
"KEGG_CARDIAC_MUSCLE_CONTRACTION",0.9,0.138592929112563,0.703502072220308,"transcriptomics, proteomics",2,0,"",0.93347324149777
"KEGG_TASTE_TRANSDUCTION",0.879,0.326683332908185,0.628885762649277,"transcriptomics, proteomics",2,0,"",0.89553332601257
"KEGG_JAK_STAT_SIGNALING_PATHWAY",0.877,0.138592929112563,0.759283315878102,"transcriptomics, proteomics",2,0,"",0.945121889694421
"KEGG_GLUTATHIONE_METABOLISM",0.875,0.128693434175952,0.739358712475879,"transcriptomics, proteomics",2,0,"",0.942659001159023
"KEGG_FOCAL_ADHESION",0.856,0.0424264068711929,0.790666677746714,"transcriptomics, proteomics",2,0,"",0.963963483828185
"KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY",0.8515,0.0615182899632296,0.808383073480103,"transcriptomics, proteomics",2,0,"",0.968250068351394
"KEGG_PROSTATE_CANCER",0.8415,0.0912167747730646,0.808598498956559,"transcriptomics, proteomics",2,0,"",0.968250068351394
"KEGG_SMALL_CELL_LUNG_CANCER",0.8395,0.0572756492761103,0.823252899610387,"transcriptomics, proteomics",2,0,"",0.976926774204326
"KEGG_BUTANOATE_METABOLISM",0.8385,0.0134350288425444,0.84598230256547,"transcriptomics, proteomics",2,0,"",0.97930859959406
"KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.834,0.089095454429505,0.842079367135746,"transcriptomics, proteomics",2,0,"",0.97930859959406
"KEGG_GNRH_SIGNALING_PATHWAY",0.8325,0.251022907321224,0.769175775378792,"transcriptomics, proteomics",2,0,"",0.950786722343228
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.824,0.130107647738325,0.835666734864149,"transcriptomics, proteomics",2,0,"",0.97930859959406
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.8065,0.0855599205235723,0.87299422684789,"transcriptomics, proteomics",2,0,"",0.982718343746172
"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION",0.803,0.00707106781186548,0.897886244737535,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_INOSITOL_PHOSPHATE_METABOLISM",0.797,0.103237590053236,0.891751823196029,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_CALCIUM_SIGNALING_PATHWAY",0.783,0.125865007051205,0.91329352819497,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_WNT_SIGNALING_PATHWAY",0.7815,0.0841457069611991,0.902958011605571,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.776,0.0537401153701776,0.915989664730604,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_SPHINGOLIPID_METABOLISM",0.764,0.074953318805774,0.918391775901897,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.7585,0.426385389055488,0.711417751417812,"transcriptomics, proteomics",2,0,"",0.93347324149777
"KEGG_INSULIN_SIGNALING_PATHWAY",0.7545,0.266579256507328,0.869414198430756,"transcriptomics, proteomics",2,0,"",0.982718343746172
"KEGG_PATHWAYS_IN_CANCER",0.7495,0.111015764646288,0.935930279126907,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_APOPTOSIS",0.745,0.0989949493661166,0.942911652956784,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_VIBRIO_CHOLERAE_INFECTION",0.7175,0.441941738241592,0.74671302900799,"transcriptomics, proteomics",2,0,"",0.942659001159023
"KEGG_GLYCEROLIPID_METABOLISM",0.712,0.267286363288515,0.877821441885625,"transcriptomics, proteomics",2,0,"",0.982718343746172
"KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM",0.709,NA,NA,"transcriptomics",1,0,"",NA
"KEGG_P53_SIGNALING_PATHWAY",0.701,0.210717820793591,0.930894757865065,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_CHRONIC_MYELOID_LEUKEMIA",0.687,0.0268700576850888,0.985795352281177,"transcriptomics, proteomics",2,0,"",0.993830145373866
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.677,0.230516810666814,0.958515117056221,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_LONG_TERM_POTENTIATION",0.6755,0.000707106781186548,0.988141577624603,"transcriptomics, proteomics",2,0,"",0.993830145373866
"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION",0.6755,0.160513239329346,0.961089033657088,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_OTHER_GLYCAN_DEGRADATION",0.588,1.69988470197246,0.0270892993812742,"transcriptomics, proteomics",2,0,"",0.37623265403939
"KEGG_PRIMARY_IMMUNODEFICIENCY",0.374,1.83282077683553,0.0306476651618693,"transcriptomics, proteomics",2,0,"",0.389663171343767
"KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS",0.342,1.53866435586193,0.187936887338155,"transcriptomics, proteomics",2,0,"",0.583407242805475
"KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS",0.2715,1.38380797078207,0.457033177391772,"transcriptomics, proteomics",2,0,"",0.790101003894316
"KEGG_TYPE_I_DIABETES_MELLITUS",0.246,1.43401255224632,0.423559530760384,"transcriptomics, proteomics",2,0,"",0.785349963284879
"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION",0.19,2.02232539419353,0.0274776657444498,"transcriptomics, proteomics",2,0,"",0.37623265403939
"KEGG_BASAL_CELL_CARCINOMA",0.174,1.28127748751002,0.607399079741372,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_CITRATE_CYCLE_TCA_CYCLE",0.159,0.984292639411674,0.953937197099096,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_COLORECTAL_CANCER",0.1465,1.09106576337084,0.858270458071199,"transcriptomics, proteomics",2,0,"",0.97930859959406
"KEGG_PROPANOATE_METABOLISM",0.1385,1.27491352647935,0.656428287691091,"transcriptomics, proteomics",2,0,"",0.905769265186157
"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.13,1.61220346110533,0.22620638661224,"transcriptomics, proteomics",2,0,"",0.6384739218888
"KEGG_RENIN_ANGIOTENSIN_SYSTEM",0.1185,1.47290342521158,0.368359046941575,"transcriptomics, proteomics",2,0,"",0.74508989040455
"KEGG_BASE_EXCISION_REPAIR",0.086,1.13702770414797,0.854934521081422,"transcriptomics, proteomics",2,0,"",0.97930859959406
"KEGG_HEDGEHOG_SIGNALING_PATHWAY",0.0755,1.37815111653258,0.528341232400836,"transcriptomics, proteomics",2,0,"",0.854952176066808
"KEGG_TYPE_II_DIABETES_MELLITUS",0.0565,1.40502117421767,0.498227521130614,"transcriptomics, proteomics",2,0,"",0.821152766307863
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.0415,1.23814397385764,0.752420276507175,"transcriptomics, proteomics",2,0,"",0.943174712804769
"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",0.04,1.79605122421383,0.106958497151579,"transcriptomics, proteomics",2,0,"",0.545819606787798
"KEGG_MISMATCH_REPAIR",0.04,1.65462986797652,0.229563657308333,"transcriptomics, proteomics",2,0,"",0.6384739218888
"KEGG_RETINOL_METABOLISM",0.04,1.71119841047145,0.142199688348523,"transcriptomics, proteomics",2,0,"",0.567541355057078
"KEGG_LONG_TERM_DEPRESSION",0.013,0.958836795288958,0.991846643687544,"transcriptomics, proteomics",2,0,"",0.993830145373866
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.005,1.2770348468229,0.682505659204856,"transcriptomics, proteomics",2,0,"",0.93347324149777
"KEGG_SELENOAMINO_ACID_METABOLISM",0.004,1.05500331753033,0.961908058898229,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION",-0.004,0.878226622233692,0.993830145373866,"transcriptomics, proteomics",2,0,"",0.993830145373866
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",-0.0055,1.19996020767357,0.785726558486487,"transcriptomics, proteomics",2,0,"",0.963963483828185
"KEGG_HISTIDINE_METABOLISM",-0.01,1.45663996924429,0.435979505093621,"transcriptomics, proteomics",2,0,"",0.790101003894316
"KEGG_DILATED_CARDIOMYOPATHY",-0.0195,1.27491352647935,0.704284513092866,"transcriptomics, proteomics",2,0,"",0.93347324149777
"KEGG_ALZHEIMERS_DISEASE",-0.0305,1.0458109293749,0.942695714699492,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM",-0.0355,1.31168307910105,0.651915045777339,"transcriptomics, proteomics",2,0,"",0.905769265186157
"KEGG_MAPK_SIGNALING_PATHWAY",-0.047,1.16248354827068,0.857286208793536,"transcriptomics, proteomics",2,0,"",0.97930859959406
"KEGG_DRUG_METABOLISM_OTHER_ENZYMES",-0.05,1.72534054609518,0.172175467264507,"transcriptomics, proteomics",2,0,"",0.567541355057078
"KEGG_PHENYLALANINE_METABOLISM",-0.06,1.75362481734264,0.15220013345769,"transcriptomics, proteomics",2,0,"",0.567541355057078
"KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",-0.0725,1.35410948597224,0.591542877066933,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_STEROID_HORMONE_BIOSYNTHESIS",-0.0900000000000001,1.72534054609518,0.167465475964579,"transcriptomics, proteomics",2,0,"",0.567541355057078
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",-0.0915,1.29895515703969,0.654727035159877,"transcriptomics, proteomics",2,0,"",0.905769265186157
"KEGG_GLIOMA",-0.1,1.22753737213985,0.71851126492305,"transcriptomics, proteomics",2,0,"",0.933540183622648
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",-0.105,1.88797510576808,0.0845629721863722,"transcriptomics, proteomics",2,0,"",0.545777510978103
"KEGG_NITROGEN_METABOLISM",-0.124,1.46512525061853,0.445756107131852,"transcriptomics, proteomics",2,0,"",0.790101003894316
"KEGG_PROTEASOME",-0.1255,1.30744043841393,0.585783559893366,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION",-0.1405,1.22965869248341,0.700514738028895,"transcriptomics, proteomics",2,0,"",0.93347324149777
"KEGG_OOCYTE_MEIOSIS",-0.1455,0.999141881816592,0.88664050439691,"transcriptomics, proteomics",2,0,"",0.984020887838418
"KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM",-0.1625,1.50967297783328,0.359154716921523,"transcriptomics, proteomics",2,0,"",0.73562531676609
"KEGG_TRYPTOPHAN_METABOLISM",-0.1775,1.33289628253664,0.556823661746987,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_PYRUVATE_METABOLISM",-0.1875,1.16319065505187,0.727651390711107,"transcriptomics, proteomics",2,0,"",0.938564837294037
"KEGG_LYSINE_DEGRADATION",-0.2005,1.20137442123594,0.696523318542578,"transcriptomics, proteomics",2,0,"",0.93347324149777
"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",-0.2005,1.65392276119533,0.235775704657095,"transcriptomics, proteomics",2,0,"",0.645662698907121
"KEGG_OLFACTORY_TRANSDUCTION",-0.2025,1.31168307910105,0.602525270272377,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",-0.2115,1.27067088579223,0.610099032009156,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_HOMOLOGOUS_RECOMBINATION",-0.2245,1.28057038072884,0.60700862383085,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_LINOLEIC_ACID_METABOLISM",-0.255,2.00111219075793,0.0515398080182186,"transcriptomics, proteomics",2,0,"",0.482846622486469
"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION",-0.2835,1.67796439175568,0.171974288241125,"transcriptomics, proteomics",2,0,"",0.567541355057078
"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM",-0.3195,1.52805775414413,0.304282229612415,"transcriptomics, proteomics",2,0,"",0.703405673649478
"KEGG_OXIDATIVE_PHOSPHORYLATION",-0.3505,1.44179072683937,0.390814070665107,"transcriptomics, proteomics",2,0,"",0.756140267156403
"KEGG_CELL_CYCLE",-0.405,1.29400540957138,0.34788644666131,"transcriptomics, proteomics",2,0,"",0.73562531676609
"KEGG_ABC_TRANSPORTERS",-0.4785,1.64260905269635,0.165489486234514,"transcriptomics, proteomics",2,0,"",0.567541355057078
"KEGG_PRION_DISEASES",-0.5665,1.80100097168214,0.0905442126085091,"transcriptomics, proteomics",2,0,"",0.545777510978103
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",-0.693,2.0605091603776,NA,"transcriptomics, proteomics",2,0,"",NA
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",-0.6985,1.64260905269635,NA,"transcriptomics, proteomics",2,1,"transcriptomics",NA
"KEGG_GRAFT_VERSUS_HOST_DISEASE",-0.727,NA,NA,"transcriptomics",1,0,"",NA
"KEGG_PYRIMIDINE_METABOLISM",-0.773,0.229102597104441,0.810501461709875,"transcriptomics, proteomics",2,0,"",0.968250068351394
"KEGG_HUNTINGTONS_DISEASE",-0.824,0.31961226509632,0.713215510357847,"transcriptomics, proteomics",2,0,"",0.93347324149777
"KEGG_NUCLEOTIDE_EXCISION_REPAIR",-0.8245,0.41790010768125,0.57976016138849,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_ALLOGRAFT_REJECTION",-0.835,NA,NA,"transcriptomics",1,0,"",NA
"KEGG_GAP_JUNCTION",-0.867,0.400222438151586,0.588562540791266,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_BETA_ALANINE_METABOLISM",-0.8705,0.0346482322781409,0.741726507698968,"transcriptomics, proteomics",2,0,"",0.942659001159023
"KEGG_PURINE_METABOLISM",-0.922,0.223445742854949,0.553303385842995,"transcriptomics, proteomics",2,0,"",0.875787320142176
"KEGG_REGULATION_OF_AUTOPHAGY",-0.937,0.400222438151586,0.478168864134761,"transcriptomics, proteomics",2,0,"",0.818404402076802
"KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",-0.966,0.246073159852918,0.487499805216055,"transcriptomics, proteomics",2,0,"",0.821152766307863
"KEGG_PARKINSONS_DISEASE",-0.993,0.547300648638388,0.332418535065188,"transcriptomics, proteomics",2,0,"",0.723491477312518
"KEGG_TGF_BETA_SIGNALING_PATHWAY",-1.019,0.354967604155647,0.411273569745188,"transcriptomics, proteomics",2,0,"",0.77923639075272
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",-1.054,0.446891485709898,0.390320180446496,"transcriptomics, proteomics",2,0,"",0.756140267156403
"KEGG_PROTEIN_EXPORT",-1.07,0.0565685424949239,0.330069663692586,"transcriptomics, proteomics",2,0,"",0.723491477312518
"KEGG_DNA_REPLICATION",-1.083,0.674579869251966,0.155060377746885,"transcriptomics, proteomics",2,0,"",0.567541355057078
"KEGG_MELANOMA",-1.1105,0.225567063198509,0.27444977784814,"transcriptomics, proteomics",2,0,"",0.6716701443558
"KEGG_SPLICEOSOME",-1.123,0.207889393668845,0.247044448640774,"transcriptomics, proteomics",2,0,"",0.666271391788755
"KEGG_ASTHMA",-1.23,NA,NA,"transcriptomics",1,0,"",NA
"KEGG_BASAL_TRANSCRIPTION_FACTORS",-1.27,0.0707106781186548,0.113393462978043,"transcriptomics, proteomics",2,0,"",0.545819606787798
"KEGG_RNA_POLYMERASE",-1.28,0.0565685424949239,0.113456884557014,"transcriptomics, proteomics",2,0,"",0.545819606787798
"KEGG_RNA_DEGRADATION",-1.29,0,0.104613702332317,"transcriptomics, proteomics",2,0,"",0.545819606787798
"acyl carnitines",-1.41,NA,NA,"metabolomics",1,0,"",NA
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",-1.458,0.667508801440101,0.0261380103230906,"transcriptomics, proteomics",2,1,"transcriptomics",0.37623265403939
"alpha amino acids",-1.46,NA,NA,"metabolomics",1,0,"",NA
"KEGG_RIBOSOME",-1.47,0.212132034355964,0.039588851420882,"transcriptomics, proteomics",2,0,"",0.425285555316793
"KEGG_AUTOIMMUNE_THYROID_DISEASE",-1.48,NA,NA,"transcriptomics",1,0,"",NA
"KEGG_AMINOACYL_TRNA_BIOSYNTHESIS",-1.55,0.636396103067893,0.0378256367861026,"transcriptomics, proteomics",2,0,"",0.425285555316793
"KEGG_ONE_CARBON_POOL_BY_FOLATE",-1.56,0.014142135623731,0.0233911092742783,"transcriptomics, proteomics",2,0,"",0.37623265403939
