"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"GSE12790","Pearson.est","RET tyrosine kinase inhibitor",0.3907,0.974,0.468,521,0.878,"sorafenib, apatinib, regorafenib, sunitinib, cabozantinib",0.329754146925876,0.0565054840938974,FALSE
"GSE12790","Pearson.est","retinoid receptor agonist",0.70735,1.74,0.0137,117,0.128,"fenretinide, adapalene, bexarotene, adarotene",1.86327943284359,0.892790030352132,TRUE
"GSE12790","Pearson.est","ribonucleotide reductase inhibitor",0.37557,0.937,0.511,161,0.844,"pentostatin, cladribine",0.291579099865287,0.073657553374345,FALSE
"GSE12790","Pearson.est","serotonin receptor agonist",0.29677,0.736,0.789,330,0.941,"aripiprazole, NAN.190",0.10292299679058,0.0264103765727431,FALSE
"GSE12790","Pearson.est","serotonin receptor antagonist",0.33278,0.825,0.652,412,0.932,"SB.200646, aripiprazole, sertindole, lurasidone, paliperidone",0.18575240426808,0.0305840876460186,FALSE
"GSE12790","Pearson.est","sodium channel blocker",0.49736,1.24,0.218,305,0.663,"cibenzoline, butamben, benzethonium, triamterene, quinidine, ajmaline",0.661543506395395,0.178486471595227,FALSE
"GSE12790","Pearson.est","src inhibitor",-0.71939,-1.92,0.013,1262,0.0907,"PP.1, bosutinib, ZM.306416, saracatinib, dasatinib",1.88605664769316,1.0423927129399,TRUE
"GSE12790","Pearson.est","sterol demethylase inhibitor",0.73519,1.84,0.00315,216,0.0747,"posaconazole, ketoconazole, chlormidazole",2.5016894462104,1.1266793981846,TRUE
"GSE12790","Pearson.est","TGF beta receptor inhibitor",-0.28251,-0.736,0.797,1403,0.895,"repsox",0.0985416786038876,0.048176964684088,FALSE
"GSE12790","Pearson.est","thymidylate synthase inhibitor",0.30094,0.729,0.802,222,0.93,"doxifluridine, ftorafur",0.0958256317158365,0.0315170514460649,FALSE
"GSE12790","Pearson.est","topoisomerase inhibitor",-0.34473,-0.924,0.519,1189,0.937,"fleroxacin, teniposide, topotecan, rubitecan, etoposide, camptothecin, irinotecan, SN.38, exatecan.mesylate",0.284832642151542,0.0282604091122217,FALSE
"GSE12790","Pearson.est","tubulin polymerization inhibitor",-0.46865,-1.24,0.231,1065,0.569,"indibulin, vindesine, flubendazole, dolastatin.10, verubulin, vinblastine, epothilone.d, nocodazole, podophyllotoxin, BNC105, parbendazole, epothilone.b, docetaxel, paclitaxel",0.636388020107856,0.244887733604929,FALSE
"GSE12790","Pearson.est","tyrosine kinase inhibitor",-0.33435,-0.885,0.573,1248,0.823,"AV.412, NVP.TAE226, aminopurvalanol.a, PP.121, vandetanib, tivantinib, dasatinib",0.24184537803261,0.0846001647877302,FALSE
"GSE12790","Pearson.est","VEGFR inhibitor",-0.27844,-0.748,0.795,1183,0.913,"MK.2461, foretinib, RAF265, lucitanib, SU014813, ZM.306416, cediranib, vandetanib, BMS.690514, XL.647",0.0996328713435297,0.039529222465701,FALSE
"GSE12790","Pearson.est","vitamin D receptor agonist",0.71974,1.74,0.0147,296,0.128,"tacalcitol, alfacalcidol, doxercalciferol, ercalcitriol, paricalcitol",1.83268266525182,0.892790030352132,TRUE
"GSE31625","Pearson.est","EGFR inhibitor",-0.84531,-2.17,0,1335,0.0275,"CP.724714, rociletinib, brigatinib, PD.153035, BMS.599626, TAK.285, BIBU.1361, WZ8040, AEE788, AST.1306, GW.583340, CUDC.101, vandetanib, BIBX.1382, ARRY.334543, PD.168393, icotinib, erlotinib, BMS.690514, pelitinib, gefitinib, tucatinib, lapatinib, neratinib, XL.647, afatinib, osimertinib, dacomitinib, AZD8931, canertinib, poziotinib",Inf,1.56066730616974,TRUE
"GSE31625","Pearson.est","Abl kinase inhibitor",0.44648,1.08,0.363,166,0.653,"nilotinib, ponatinib, KW.2449, GZD824, tozasertib, bafetinib",0.440093374963888,0.185086818724926,FALSE
"GSE31625","Pearson.est","acetylcholine receptor agonist",0.45634,1.1,0.378,556,0.638,"oxiracetam, tremorine, nefiracetam",0.422508200162775,0.195179321278838,FALSE
"GSE31625","Pearson.est","acetylcholine receptor antagonist",0.29578,0.718,0.809,658,0.894,"methscopolamine, diphemanil, iododexetimide",0.0920514783877277,0.0486624812040823,FALSE
"GSE31625","Pearson.est","adenosine receptor antagonist",-0.47253,-1.21,0.228,1392,0.705,"MRS.1220, CGS.15943",0.642065152999546,0.151810883008601,FALSE
"GSE31625","Pearson.est","adrenergic receptor agonist",-0.2496,-0.647,0.859,1121,0.995,"A61603, midodrine, methyldopa, ritodrine, terbutaline, xylazine",0.0660068361687577,0.00217691925427455,FALSE
"GSE31625","Pearson.est","adrenergic receptor antagonist",0.22766,0.553,0.96,168,0.992,"carvedilol, oxprenolol, atipamezole",0.0177287669604316,0.00348832784582135,FALSE
"GSE31625","Pearson.est","AKT inhibitor",-0.67949,-1.75,0.0274,1302,0.199,"AZD5363, GSK2110183, CCT128930, uprosertib, GDC.0068, triciribine",1.56224943717961,0.701146923590293,TRUE
"GSE31625","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.44688,-1.13,0.316,1245,0.815,"NVP.TAE684, AP26113, SB.505124, brigatinib, GW.788388",0.500312917381596,0.0888423912600234,FALSE
"GSE31625","Pearson.est","androgen receptor antagonist",0.47365,1.15,0.31,765,0.64,"nilutamide, bicalutamide, cyproterone.acetate, enzalutamide, RU.58841, flutamide",0.508638306165727,0.193820026016113,FALSE
"GSE31625","Pearson.est","antioxidant",0.64967,1.56,0.0371,395,0.399,"trolox, benfotiamine, taurine, mesna",1.43062609038495,0.399027104313252,FALSE
"GSE31625","Pearson.est","AP inhibitor",0.40862,0.999,0.455,45,0.692,"idronoxil",0.341988603342888,0.159893905543242,FALSE
"GSE31625","Pearson.est","ATPase inhibitor",0.52532,1.26,0.211,397,0.547,"digoxin, digitoxin, blebbistatin...., digitoxigenin, ouabain, oligomycin.a, evodiamine",0.675717544702307,0.262012673666569,FALSE
"GSE31625","Pearson.est","Aurora kinase inhibitor",0.51432,1.24,0.22,422,0.56,"AMG900, barasertib, KW.2449, AT.9283, tozasertib, SNS.314, PF.03814735, ENMD.2076, CCT137690, MK.8745, MK.5108, hesperadin, CCT129202",0.657577319177794,0.2518119729938,FALSE
"GSE31625","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.27431,-0.703,0.801,395,0.99,"valnemulin, radezolid, azalomycin.b, dirithromycin, tilmicosin, azithromycin, tedizolid, josamycin",0.0963674839157623,0.00436480540245009,FALSE
"GSE31625","Pearson.est","bacterial DNA gyrase inhibitor",-0.36959,-0.963,0.459,1094,1,"sarafloxacin, sparfloxacin, lomefloxacin, trovafloxacin",0.338187314462739,0,FALSE
"GSE31625","Pearson.est","BCL inhibitor",0.39553,0.956,0.521,604,0.689,"TW.37, venetoclax, gossypol, oridonin, ABT.737",0.283162276700476,0.161780778092374,FALSE
"GSE31625","Pearson.est","Bcr.Abl kinase inhibitor",0.51193,1.23,0.222,166,0.554,"nilotinib, ponatinib, GZD824, tozasertib, bafetinib",0.653647025549361,0.25649023527157,FALSE
"GSE31625","Pearson.est","benzodiazepine receptor agonist",-0.229,-0.583,0.915,1389,0.993,"CL.218872",0.0385789059335517,0.00305075150461883,FALSE
"GSE31625","Pearson.est","bromodomain inhibitor",-0.34455,-0.908,0.55,1138,0.905,"JQ1...., I.BET151, OTX015",0.259637310505756,0.0433514207947967,FALSE
"GSE31625","Pearson.est","calcium channel blocker",-0.30207,-0.754,0.747,1256,1,"SKF.96365, fendiline, efonidipine.monoethanolate",0.126679398184601,0,FALSE
"GSE31625","Pearson.est","CC chemokine receptor antagonist",0.52412,1.27,0.18,316,0.591,"navarixin, PF.04136309, UNBS.5162",0.744727494896694,0.228412519118745,FALSE
"GSE31625","Pearson.est","CDK inhibitor",0.4626,1.11,0.355,131,0.641,"abemaciclib, palbociclib, ribociclib, R547, PHA.848125, NU6027",0.449771646944906,0.193141970481183,FALSE
"GSE31625","Pearson.est","CHK inhibitor",-0.2304,-0.58,0.929,332,0.963,"SB.218078, SCH.900776, CHIR.124, PF.477736, AZD7762, LY2606368, LY2603618",0.0319842860063582,0.0163737128754655,FALSE
"GSE31625","Pearson.est","cyclooxygenase inhibitor",0.21335,0.505,0.981,455,0.996,"tepoxalin, suxibuzone, meloxicam, ketoprofen, indoprofen, FR.122047, naproxen",0.0083309926200515,0.00174066157630127,FALSE
"GSE31625","Pearson.est","cytochrome P450 inhibitor",-0.25746,-0.663,0.854,371,1,"metyrapone, morin, cobicistat, clotrimazole, PF.4981517, itraconazole, eplerenone",0.068542129310995,0,FALSE
"GSE31625","Pearson.est","DNA alkylating agent",0.5266,1.28,0.199,235,0.645,"mitomycin.c, carboplatin, melphalan, dianhydrogalactitol, TH.302, carmustine",0.701146923590293,0.190440285364732,FALSE
"GSE31625","Pearson.est","DNA inhibitor",0.59716,1.45,0.0953,240,0.565,"carboplatin, mechlorethamine, melphalan, pibenzimol, chlorambucil, teroxirone, oxaliplatin, carmustine, valrubicin",1.02090709936167,0.247951552180562,FALSE
"GSE31625","Pearson.est","DNA methyltransferase inhibitor",-0.63003,-1.63,0.0524,1376,0.293,"decitabine, azacitidine, SGI.1027",1.28066871301627,0.533132379645891,FALSE
"GSE31625","Pearson.est","DNA polymerase inhibitor",-0.38024,-0.957,0.469,1282,0.959,"cidofovir, menadione, cephalomannine",0.328827157284917,0.0181813928293364,FALSE
"GSE31625","Pearson.est","DNA synthesis inhibitor",0.57445,1.4,0.106,249,0.577,"mitomycin.c, floxuridine, anisomycin, cyclocytidine, azodicarbonamide, nelarabine",0.97469413473523,0.238824186844269,FALSE
"GSE31625","Pearson.est","dopamine receptor antagonist",0.3309,0.805,0.693,280,0.813,"amisulpride, paliperidone, raclopride, UH.232...., thioproperazine",0.159266765388193,0.0899094544059319,FALSE
"GSE31625","Pearson.est","estrogen receptor agonist",-0.5073,-1.3,0.196,1380,0.593,"erteberel, levonorgestrel",0.707743928643524,0.226945306635737,FALSE
"GSE31625","Pearson.est","estrogen receptor antagonist",-0.39305,-1,0.447,1232,0.989,"raloxifene, tamoxifen, clomifene",0.349692476868064,0.0048037084028206,FALSE
"GSE31625","Pearson.est","FGFR inhibitor",0.58015,1.42,0.111,149,0.582,"erdafitinib, dovitinib, regorafenib, nintedanib",0.954677021213343,0.235077015350112,FALSE
"GSE31625","Pearson.est","FLT3 inhibitor",0.66301,1.61,0.0414,348,0.348,"TG.101348, dovitinib, ponatinib, KW.2449, tozasertib, sorafenib, ENMD.2076, midostaurin, quizartinib, sunitinib, lestaurtinib",1.3829996588791,0.458420756053419,FALSE
"GSE31625","Pearson.est","glucocorticoid receptor agonist",-0.33377,-0.865,0.608,997,0.95,"fluocinolone.acetonide, fludroxycortide, halcinonide, dexamethasone.acetate, flumethasone.pivalate, betamethasone, methylprednisolone, desonide, fluorometholone, ciclesonide, flumethasone, hydrocortisone, piretanide, clobetasol.propionate, triamcinolone.acetonide",0.216096420727265,0.0222763947111523,FALSE
"GSE31625","Pearson.est","glutamate receptor antagonist",-0.15957,-0.424,0.995,1046,0.995,"kynurenic.acid, diazooxonorleucine, IEM1754, LY456236, CGP.37849",0.00217691925427455,0.00217691925427455,FALSE
"GSE31625","Pearson.est","glycogen synthase kinase inhibitor",-0.30507,-0.778,0.719,439,1,"CHIR.99021, GSK.3.inhibitor.IX, tideglusib, AZD2858, CHIR.98014, kenpaullone, TWS.119, indirubin, LY2090314",0.143271109617117,0,FALSE
"GSE31625","Pearson.est","growth factor receptor inhibitor",0.28378,0.699,0.839,692,0.899,"PHA.848125, lestaurtinib, AZD3463, danusertib, GSK1838705A",0.0762380391712997,0.0462403082667712,FALSE
"GSE31625","Pearson.est","HCV inhibitor",0.31913,0.782,0.733,294,0.828,"mericitabine, narlaprevir",0.134896025358872,0.0819696632151199,FALSE
"GSE31625","Pearson.est","HDAC inhibitor",0.40844,0.986,0.489,570,0.676,"entinostat, resminostat, M.344, scriptaid, RG2833, dacinostat, R306465, givinostat, trichostatin.a, chidamide, PCI.24781, RGFP966, NSC.3852, belinostat, vorinostat, panobinostat, AR.42",0.31069114087638,0.170053304058364,FALSE
"GSE31625","Pearson.est","histamine receptor antagonist",-0.40601,-1.02,0.435,1284,1,"ranitidine, terfenadine, levocetirizine, chloropyramine, ebastine",0.361510743045363,0,FALSE
"GSE31625","Pearson.est","HMGCR inhibitor",0.72086,1.72,0.0108,291,0.389,"mevastatin, fluvastatin, atorvastatin, pitavastatin, lovastatin",1.96657624451305,0.410050398674292,FALSE
"GSE31625","Pearson.est","HSP inhibitor",-0.50469,-1.3,0.181,1126,0.593,"SNX.5422, XL888, guanidine, VER.49009, alvespimycin, KW.2478",0.742321425130815,0.226945306635737,FALSE
"GSE31625","Pearson.est","JAK inhibitor",0.41465,1.02,0.456,465,0.676,"TG.101348, TG.101209, AT.9283, tozasertib, AZ960, lestaurtinib, TG.02, PRT062070",0.341035157335565,0.170053304058364,FALSE
"GSE31625","Pearson.est","KIT inhibitor",0.42953,1.03,0.427,311,0.702,"KI.8751, pazopanib, regorafenib, sorafenib, midostaurin, sunitinib",0.369572124974976,0.153662887870195,FALSE
"GSE31625","Pearson.est","MDM inhibitor",0.90266,2.2,0,48,0.000988,"idasanutlin, nutlin.3, AMG.232, CGM097, serdemetan",Inf,3.00524305541237,TRUE
"GSE31625","Pearson.est","MEK inhibitor",0.12876,0.304,1,1264,1,"U.0126, arctigenin, PD.98059, PD.198306, MEK162, PD.184352, cobimetinib, BIX.02188, PD.318088, refametinib, nobiletin, PD.0325901, selumetinib, MEK1.2.inhibitor, AS.703026, AZD8330, TAK.733, Ro.4987655, trametinib",0,0,FALSE
