"type","Rank_metric","Feature_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"transcriptomics","Log2FC","KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION",0.26803,0.784,0.802,4719,1,"RFXANK, IFI30, TAPBP, CALR, CD74, CTSS, LGMN, CTSB, HSPA1B, B2M, CIITA, PDIA3, PSME1, CD4",0.0958256317158365,0,FALSE
"transcriptomics","Log2FC","KEGG_APOPTOSIS",0.28433,0.817,0.766,6624,1,"TRADD, IL1RAP, CAPN1, PIK3R2, ENDOD1, IKBKB, PIK3CA, MYD88, FADD, TNFSF10, CASP10, RELA, CHP1, PPP3CA, IRAK4, BAD, ENDOG, PIK3R3, NGF, PRKACA, IL1A, BID, CSF2RB, BAX, PIK3R5, PIK3CB, IL1R1, NFKBIA, PRKAR1B, DFFA, CAPN2, BCL2L1, CHP2",0.115771230367396,0,FALSE
"transcriptomics","Log2FC","KEGG_ARACHIDONIC_ACID_METABOLISM",0.38876,1.13,0.251,2694,0.705,"PLA2G12A, CYP4F3, CYP2E1, PTGES, PLA2G6, GGT7, PLA2G4B, LTC4S, PTGES2, EPHX2, CYP2J2, CYP4A22, PTGS1, PLA2G10, PLA2G4E, ALOX12B",0.600326278518962,0.151810883008601,FALSE
"transcriptomics","Log2FC","KEGG_ARGININE_AND_PROLINE_METABOLISM",0.31866,0.915,0.607,5717,0.954,"GLUL, PYCR3, CKMT1A, CKMT1B, SAT2, NOS3, GLS2, ASL, ASS1, OAT, GATM, P4HA2, NAGS, PRODH, P4HA1, MAOA, AZIN2, ALDH4A1, GAMT",0.216811308924742,0.0204516252959049,FALSE
"transcriptomics","Log2FC","KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC",0.3651,1.06,0.349,3482,0.767,"ITGB6, ITGB8, CACNA1D, CACNG1, CACNB3, CACNG4, ITGB4, JUP, DSP, ITGA3, CACNB2, DAG1, DSG2, ITGA2B, DSC2, TCF7L1, PKP2",0.45717457304082,0.115204636051019,FALSE
"transcriptomics","Log2FC","KEGG_ASCORBATE_AND_ALDARATE_METABOLISM",-0.50501,-1.82,0.0375,14596,0.175,"UGDH, MIOX, ALDH3A2, UGT2A1, ALDH1B1, ALDH7A1, ALDH9A1",1.42596873227228,0.756961951313706,TRUE
"transcriptomics","Log2FC","KEGG_ASTHMA",-0.34369,-1.16,0.262,17122,0.594,"IL13, EPX, IL5",0.581698708680255,0.226213555018806,FALSE
"transcriptomics","Log2FC","KEGG_AUTOIMMUNE_THYROID_DISEASE",-0.42092,-1.49,0.0682,16806,0.282,"IFNA21, PRF1, IFNA13, IL5, CTLA4",1.16621562534352,0.549750891680639,FALSE
"transcriptomics","Log2FC","KEGG_AXON_GUIDANCE",0.44776,1.31,0.0991,5666,0.806,"EPHA1, PAK6, PLXNB2, EPHB3, PLXNB1, PLXNA3, SEMA4A, EFNA1, FES, SEMA3E, EFNA4, SEMA4B, RAC2, LIMK2, SEMA7A, EFNA3, SRGAP3, MAPK3, NTN4, RHOD, UNC5B, NTN1, PLXNB3, CDK5, EPHB4, MET, PLXNA2, EPHB6, SEMA3B, ABLIM3, NCK2, EPHB2, SEMA4F, SRGAP1, UNC5A, ABLIM2, EFNB3, EFNB1, ABLIM1, SEMA5B, CHP1, PPP3CA, PAK2, SEMA4C, SEMA4D, NGEF, SEMA3C, LIMK1, NCK1, SEMA5A, RASA1, RND1, ROBO3, RAC1, PAK1, PAK4, MAPK1, NFATC1",1.00392634551472,0.0936649581949093,FALSE
"transcriptomics","Log2FC","KEGG_BASAL_CELL_CARCINOMA",0.3741,1.08,0.317,4115,0.763,"WNT3A, WNT9A, WNT7B, FZD10, WNT7A, WNT4, DVL3, BMP2, WNT10A, GLI3, TCF7L1, FZD4, DVL2, WNT11",0.498940737782249,0.11747546204512,FALSE
"transcriptomics","Log2FC","KEGG_BASAL_TRANSCRIPTION_FACTORS",-0.36638,-1.28,0.146,18395,0.433,"TBPL1, TAF9B, TBP, GTF2H2, TAF9, TAF1L",0.835647144215563,0.363512103646635,FALSE
"transcriptomics","Log2FC","KEGG_BASE_EXCISION_REPAIR",0.30931,0.894,0.647,912,0.962,"SMUG1, POLD4, POLB",0.1890957193313,0.0168249279621871,FALSE
"transcriptomics","Log2FC","KEGG_BETA_ALANINE_METABOLISM",-0.24897,-0.86,0.67,17472,0.952,"ALDH1B1, ALDH7A1, SMS, ALDH9A1",0.173925197299174,0.0213630516155257,FALSE
"transcriptomics","Log2FC","KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS",0.30636,0.89,0.634,3986,0.964,"ACOT4, TECR, ACAA1, ELOVL6, ACOX1, SCD5",0.197910742118267,0.0159229660971692,FALSE
"transcriptomics","Log2FC","KEGG_BLADDER_CANCER",0.38783,1.12,0.262,4516,0.711,"CDH1, ERBB2, MMP9, TYMP, VEGFB, MAPK3, EGFR, E2F1, DAPK1, THBS1, FGFR3, BRAF, PGF, VEGFA, DAPK2",0.581698708680255,0.148130399270234,FALSE
"transcriptomics","Log2FC","KEGG_BUTANOATE_METABOLISM",0.28276,0.819,0.765,2472,1,"ABAT, HMGCL, BDH1, HMGCS1, ACADS, EHHADH",0.116338564846382,0,FALSE
"transcriptomics","Log2FC","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.39615,1.14,0.249,6959,0.728,"VAV1, BLNK, PIK3R2, PLCG2, DAPP1, RAC2, VAV3, IKBKB, MAPK3, PTPN6, VAV2, PIK3CA, CARD11, IFITM1, CD72, CD79A, RELA, CD19, CHP1, PPP3CA, LYN, PIK3R3, RAC1, MAPK1, NFATC1, PIK3R5, PIK3AP1, PIK3CB, NFKBIA, GSK3B, FOS, SYK, NFATC4, GRB2, CHP2, INPP5D, BCL10, CD22",0.603800652904264,0.137868620686963,FALSE
"transcriptomics","Log2FC","KEGG_CALCIUM_SIGNALING_PATHWAY",0.29926,0.873,0.66,4406,0.969,"DRD5, PTAFR, BDKRB2, ERBB2, P2RX4, PLCG2, GNA15, CACNA1D, ERBB3, GRIN1, PLCD1, ATP2A3, CALML3, NOS3, CAMK2G, ADORA2B, ADORA2A, CACNA1I, ADCY4, BDKRB1, RYR1, PTK2B, EGFR, ATP2B4, SLC8A2, GRIN2A, PLCG1, SPHK2, PHKG1, ADRB2, GRIN2D, CHP1, P2RX6, PPP3CA, EDNRA, TNNC1, GNAS, GNAQ, P2RX2, LTB4R2, HTR7",0.180456064458131,0.0136762229492347,FALSE
"transcriptomics","Log2FC","KEGG_CARDIAC_MUSCLE_CONTRACTION",0.27818,0.803,0.804,6162,1,"TNNI3, CACNA1D, CACNG1, COX5B, CACNB3, CACNG4, CACNB2, COX6C, UQCR10, COX6B2, TNNT2, TNNC1, SLC9A1, UQCR11, UQCRB, UQCRHL, UQCRC1, CACNA1F, UQCRFS1, UQCRC2, COX6A1",0.0947439512515487,0,FALSE
"transcriptomics","Log2FC","KEGG_CELL_ADHESION_MOLECULES_CAMS",0.37321,1.08,0.34,3535,0.763,"CDH3, NECTIN1, CDH1, CLDN8, ITGB2, CLDN9, CLDN7, CLDN4, F11R, ITGB8, CDH5, SDC1, ICOSLG, SDC4, CLDN18, ICAM3, CD6, GLG1, CLDN11, CD40, SELL, PTPRF, CLDN23, CD276, CLDN3",0.468521082957745,0.11747546204512,FALSE
"transcriptomics","Log2FC","KEGG_CELL_CYCLE",-0.36349,-1.24,0.163,15880,0.465,"ORC1, MCM4, PTTG2, CCNA2, ORC6, SMAD4, SKP1, MAD2L2, BUB1, CDC25C, CDC23, CCNB2, MCM3, ANAPC10, CDK6, CDC20, CDK1, SMC1A, CCNH, CCNB3, CDKN2C, CDC25A, TGFB1, ORC4, CCNB1, MCM6, PRKDC, TTK, CDC14A, CDKN2B, E2F2, BUB3, ORC2, CDC7, PTTG1, YWHAQ, HDAC2, SMC3, E2F5, ORC3, CDKN2A, E2F3, SMAD2, ANAPC13",0.787812395596042,0.332547047110046,FALSE
"transcriptomics","Log2FC","KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.31904,0.923,0.581,4742,0.952,"CCR3, PRKCD, CCL22, STAT2, GRK7, VAV1, PIK3R2, FOXO3, GRK2, CX3CL1, RAC2, VAV3, CCL17, JAK3, CXCL10, IKBKB, MAPK3, CCL28, CCR2, ARRB1, VAV2, CCR7, ADCY5, PIK3CA, ADCY4, CXCL11, CXCL16, CCL5, PTK2B, STAT5B, RAP1A, CXCL9, CXCR2, STAT3, BRAF, ADCY6, RELA, TIAM1, PXN, GNB2, TIAM2, CCL26, CCL19, CXCL3, PRKCZ, CXCR6, WASL, LYN, PIK3R3, STAT1, CCR1",0.235823867609669,0.0213630516155257,FALSE
"transcriptomics","Log2FC","KEGG_CHRONIC_MYELOID_LEUKEMIA",0.24297,0.703,0.912,6797,0.992,"CBLC, BCR, PIK3R2, IKBKB, MAPK3, PIK3CA, STAT5B, E2F1, CBLB, BRAF, CDKN1B, RELA, MECOM, RUNX1, BAD, PIK3R3, TGFB3, CRKL, STAT5A, TGFBR2, MAPK1, PIK3R5, PIK3CB, NFKBIA, CDKN1A, BCL2L1, GRB2, CTBP1, CCND1",0.0400051616715838,0.00348832784582135,FALSE
"transcriptomics","Log2FC","KEGG_CIRCADIAN_RHYTHM_MAMMAL",0.41491,1.2,0.185,4027,0.673,"BHLHE41, NR1D1, CSNK1E, BHLHE40, PER3",0.732828271596986,0.171984935776023,FALSE
"transcriptomics","Log2FC","KEGG_CITRATE_CYCLE_TCA_CYCLE",0.29489,0.843,0.711,7287,1,"PC, IDH2, ACO2, IDH3B, SDHD, OGDHL, MDH1, MDH2, OGDH, IDH3G, IDH1, SUCLG2, SDHA",0.148130399270234,0,FALSE
"transcriptomics","Log2FC","KEGG_COLORECTAL_CANCER",-0.17873,-0.649,0.991,14592,1,"KRAS, RAF1, LEF1, CASP9, BIRC5, AKT2, MAPK9, BCL2, MSH6, CASP3, MSH3, RHOA, APPL1, APC2, AKT3, SMAD4, PIK3R1, PIK3CG, MSH2, APC, TGFB1, TCF7, MAPK8, AXIN2, SMAD2",0.00392634551472468,0,FALSE
"transcriptomics","Log2FC","KEGG_COMPLEMENT_AND_COAGULATION_CASCADES",0.26321,0.77,0.815,6969,1,"BDKRB2, F3, BDKRB1, VWF, FGA, FGG, CFB, PROC, C3, PLAU, CD59, SERPINA5, C2, PLAT, SERPINA1, C9, C1R, CFI, F8, CD55, C4A, SERPINF2, F12, FGB",0.0888423912600234,0,FALSE
"transcriptomics","Log2FC","KEGG_CYSTEINE_AND_METHIONINE_METABOLISM",-0.22246,-0.76,0.82,15262,1,"BHMT, ADI1, MTR, CDO1, GOT2, SRM, LDHB, MAT2A, AMD1, SMS, MTAP, TRDMT1",0.0861861476162833,0,FALSE
"transcriptomics","Log2FC","KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION",0.33412,0.966,0.488,5572,0.865,"CCR3, IFNL3, IFNL1, CSF1R, CCL22, TNFSF13, IFNL2, IL1RAP, CRLF2, TNFRSF21, PDGFA, IL9R, BMP7, CX3CL1, TNFRSF18, CCL17, IL4R, VEGFB, CXCL10, LTBR, CCL28, CCR2, IFNLR1, EPOR, IFNB1, PDGFB, BMP2, CCR7, FLT3LG, MET, CXCL11, CXCL16, CCL5, TNFRSF25, EGFR, CTF1, ACVR1B, IL18, CD40, IL12B, CXCL9, TNFSF10, CXCR2, TNFRSF14, CLCF1, IL7R, EPO, CCL26, IL20RB, IL6R, IL6, NGFR, CCL19, CXCL3, IL20RA, TNFSF18, CXCR6, VEGFA, CSF2, TNFRSF12A, IL15RA, CCR1, LTB, IL12A, IL1R2, PRLR, TGFB3, CSF1, GH2, OSMR, INHBB, IL1A, VEGFC, EDAR, IFNGR1, TGFBR2, CXCL6, IL17RA, CSF2RB",0.311580177997289,0.0629838925351858,FALSE
"transcriptomics","Log2FC","KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY",0.36654,1.06,0.328,3908,0.767,"CASP1, MAVS, RIPK3, IRF3, CXCL10, IKBKB, IFNB1, CCL5, DDX58, IL18, PYCARD, RELA, IKBKE, IL6",0.484126156288321,0.115204636051019,FALSE
"transcriptomics","Log2FC","KEGG_DILATED_CARDIOMYOPATHY",0.30112,0.866,0.689,4386,0.977,"TNNI3, ITGB6, ITGB8, CACNA1D, CACNG1, CACNB3, CACNG4, ITGB4, ADCY5, ADCY4, ITGA3, CACNB2, DAG1, ITGA2B, ADCY6, TNNT2, TNNC1, GNAS, ITGA2",0.161780778092374,0.0101054362812269,FALSE
"transcriptomics","Log2FC","KEGG_DNA_REPLICATION",-0.44719,-1.71,0.0108,15778,0.18,"DNA2, RFC2, MCM4, RFC5, MCM3, RNASEH1, PRIM1, MCM6, RNASEH2B, PRIM2, POLE3, RFC1, RPA2, POLA1",1.96657624451305,0.744727494896694,TRUE
"transcriptomics","Log2FC","KEGG_DORSO_VENTRAL_AXIS_FORMATION",0.4409,1.28,0.127,5751,0.78,"ETV7, ETS2, MAPK3, ETV6, EGFR, NOTCH3, PIWIL2, NOTCH1, MAPK1, SPIRE1, SPIRE2",0.896196279044043,0.10790539730952,FALSE
"transcriptomics","Log2FC","KEGG_DRUG_METABOLISM_CYTOCHROME_P450",0.47037,1.35,0.0766,3662,0.771,"ADH7, ALDH3B2, GSTK1, CYP2E1, ALDH1A3, GSTT2, GSTO2, ALDH3B1, GSTZ1, GSTA3, FMO4, MGST2, CYP2D6, UGT2B17, MGST3",1.1157712303674,0.112945621949043,FALSE
"transcriptomics","Log2FC","KEGG_DRUG_METABOLISM_OTHER_ENZYMES",0.40437,1.17,0.239,3623,0.723,"XDH, TYMP, NAT1, UCKL1, CES2, UPP1, TK1, CDA, UGT2B17, TPMT, GUSB, ITPA",0.621602099051862,0.140861702705469,FALSE
"transcriptomics","Log2FC","KEGG_ECM_RECEPTOR_INTERACTION",0.39479,1.14,0.246,4629,0.728,"CHAD, LAMA3, ITGB6, LAMB3, ITGB8, SDC1, SDC4, CD47, TNC, LAMC2, GP6, ITGB4, CD44, AGRN, THBS3, VWF, ITGA3, DAG1, THBS1, ITGA2B, COL1A1, LAMA5, LAMB1, ITGA2, COL5A1, HSPG2",0.609064892896621,0.137868620686963,FALSE
"transcriptomics","Log2FC","KEGG_ENDOCYTOSIS",0.41396,1.21,0.193,5701,0.676,"EPN3, CHMP4B, CBLC, PSD4, CSF1R, ITCH, TRAF6, RAB11FIP4, CHMP2B, GRK7, FGFR2, RAB22A, PLD1, ARFGAP1, CHMP2A, GRK2, RAB5B, ARAP1, ERBB3, TFRC, ACAP1, EHD2, PLD2, SMURF1, VPS37C, ARRB1, CHMP5, PRKCI, CHMP3, RAB11FIP1, MET, MVB12A, SH3GLB2, IGF1R, CHMP6, VPS28, ARAP2, PARD6B, EGFR, EPN1, ARFGAP3, VPS37B, FGFR3, LDLRAP1, CXCR2, ARFGAP2, CBLB, EPS15, AP2M1, ADRB2, SRC, HSPA1B, CHMP4C, RAB11FIP5, AGAP1, ACAP2, PRKCZ, AP2A1, NEDD4L, ARAP3, PIP5K1C, STAMBP, CHMP1B, LDLR, ASAP2, HSPA2, IQSEC1, DNM2, RAB11B, RAB31, ARF6, RAB5C, VPS25, STAM2",0.714442690992226,0.170053304058364,FALSE
"transcriptomics","Log2FC","KEGG_ENDOMETRIAL_CANCER",0.26466,0.768,0.846,3392,1,"CDH1, ERBB2, PIK3R2, FOXO3, MAPK3, PIK3CA, EGFR, BRAF, TCF7L1",0.0726296369609765,0,FALSE
"transcriptomics","Log2FC","KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.38362,1.1,0.294,6354,0.738,"MAPK13, PLCG2, F11R, ATP6V1C2, ATP6V0D2, ATP6V1B1, ATP6V1F, IKBKB, MET, CCL5, EGFR, ATP6AP1, CXCR2, PLCG1, RELA, SRC, MAPK11, NOD1, ADAM10, TCIRG1, LYN, ATP6V1G1, ATP6V0A4, RAC1, PAK1, MAPK10, ATP6V1C1, NFKBIA, TJP1, ATP6V1E1, IGSF5",0.531652669587843,0.131943638176958,FALSE
"transcriptomics","Log2FC","KEGG_ERBB_SIGNALING_PATHWAY",0.39525,1.16,0.214,5894,0.724,"GAB1, PAK6, CBLC, ERBB2, PIK3R2, PLCG2, ERBB3, CAMK2G, MAPK3, RPS6KB2, PIK3CA, NCK2, EGFR, STAT5B, BTC, CBLB, BRAF, PLCG1, CDKN1B, SRC, TGFA, PAK2, AREG, BAD, PIK3R3, NCK1, CRKL, STAT5A, PAK1, PAK4, MAPK1, MAP2K7, MAPK10, PIK3R5, PIK3CB",0.669586226650809,0.140261433802853,FALSE
"transcriptomics","Log2FC","KEGG_ETHER_LIPID_METABOLISM",0.38786,1.13,0.257,3971,0.705,"PLA2G12A, PLD1, PLA2G6, PLA2G4B, PLD2, LPCAT2, PLA2G10, PLA2G4E, PLPP3, LPCAT4, PLA2G2C",0.590066876668705,0.151810883008601,FALSE
"transcriptomics","Log2FC","KEGG_FATTY_ACID_METABOLISM",0.38078,1.1,0.304,3627,0.738,"ADH7, ACAA1, CPT1B, GCDH, CYP4A22, ACSL1, CPT2, CPT1C, ACADS, EHHADH, ACOX1, ACSL3",0.517126416391246,0.131943638176958,FALSE
"transcriptomics","Log2FC","KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY",0.33886,0.979,0.494,2596,0.867,"PRKCD, PLA2G12A, VAV1, MAPK13, PIK3R2, PLCG2, RAC2, VAV3, PLA2G6, PLA2G4B, MAPK3, VAV2, PIK3CA, PLA2G10, PLA2G4E",0.306273051076353,0.0619809025237897,FALSE
"transcriptomics","Log2FC","KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.40295,1.16,0.224,5894,0.724,"PRKCD, VAV1, PLD1, PIK3R2, PLCG2, RAC2, VAV3, LIMK2, PLA2G6, PLA2G4B, PLA2G4F, PLD2, MAPK3, RPS6KB2, VAV2, MARCKS, GSN, PIK3CA, PLA2G4E, PLCG1, PLPP3, SPHK2, WASL, LYN, PIK3R3, PIP5K1C, SPHK1, LIMK1, CRKL, SCIN, ASAP2, MYO10, DNM2, RAC1, PAK1, ARF6, MAPK1, PIK3R5, PIK3CB",0.649751981665837,0.140261433802853,FALSE
"transcriptomics","Log2FC","KEGG_FOCAL_ADHESION",0.30588,0.889,0.64,6359,0.957,"PAK6, CHAD, ERBB2, LAMA3, VAV1, ITGB6, PDGFA, PIK3R2, LAMB3, ITGB8, RAC2, VAV3, VEGFB, TNC, LAMC2, ITGB4, MAPK3, PPP1CA, VAV2, PDGFB, PIK3CA, PPP1CB, MET, IGF1R, THBS3, VWF, PDGFD, ITGA3, EGFR, RAP1A, THBS1, ITGA2B, BRAF, CAV2, PXN, COL1A1, SRC, CAV1, MYL9, ARHGAP35, PAK2, LAMA5, BAD, PGF, LAMB1, ITGA2, COL5A1, VEGFA, RASGRF1, PIK3R3, PIP5K1C, CRKL, MYL7, ARHGAP5, VEGFC, RAC1, PAK1, BCAR1, PAK4, MAPK1, MAPK10, PIK3R5, PIK3CB, PTEN, COL1A2, ITGA5, TLN2, GSK3B, COL6A1, DIAPH1, ITGA4, CAPN2",0.193820026016113,0.0190880622231565,FALSE
"transcriptomics","Log2FC","KEGG_FOLATE_BIOSYNTHESIS",0.42522,1.23,0.169,5764,0.725,"ALPP, QDPR, SPR, FPGS",0.772113295386326,0.139661993429006,FALSE
"transcriptomics","Log2FC","KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",0.5816,1.69,0.0111,3752,0.342,"ALDOC, PFKFB2, HK2, MPI, GMPPA, FBP1, GMPPB, PFKL, FBP2, MTMR1, FPGT, HK1, PFKFB4, ALDOA",1.95467702121334,0.465973893943865,FALSE
"transcriptomics","Log2FC","KEGG_GALACTOSE_METABOLISM",0.52612,1.52,0.0308,3636,0.462,"HK2, GCK, GAA, PGM1, PFKL, B4GALT1, GALT, GANC, HK1, B4GALT2, GLB1, GALE",1.51144928349956,0.335358024443874,FALSE
"transcriptomics","Log2FC","KEGG_GAP_JUNCTION",-0.17017,-0.601,1,15556,1,"ADRB1, TUBB3, ITPR2, MAP2K5, ADCY7, PRKX, TUBA1B, TUBB, GNAI1, ITPR1, TUBAL3, PRKACB, CDK1, PLCB4, PDGFRA, TUBA1A, NRAS, TUBB4A, TUBB2B, TUBB2A",0,0,FALSE
"transcriptomics","Log2FC","KEGG_GLIOMA",0.26293,0.766,0.846,3686,0.994,"PDGFA, PIK3R2, PLCG2, CALML3, CAMK2G, MAPK3, PDGFB, PIK3CA, IGF1R, EGFR, E2F1, BRAF, PLCG1, TGFA",0.0726296369609765,0.00261361560268669,FALSE
"transcriptomics","Log2FC","KEGG_GLUTATHIONE_METABOLISM",0.33643,0.973,0.488,4600,0.865,"GSTK1, GGT7, GSTT2, GSTO2, GSS, IDH2, GSTZ1, GSTA3, OPLAH, MGST2, GGT6, GPX1, MGST3, ANPEP, G6PD, GPX3",0.311580177997289,0.0629838925351858,FALSE
"transcriptomics","Log2FC","KEGG_GLYCEROLIPID_METABOLISM",0.17981,0.518,0.998,5968,0.997,"DGKA, LIPG, DGAT1, MGLL, TKFC, PLPP3, CEL, DGKH, AGPAT2, PNPLA3, DGKI, AWAT2, MBOAT1, DGKE",0.000869458712628891,0.00130484168834428,FALSE
"transcriptomics","Log2FC","KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.36747,1.06,0.367,5053,0.767,"PISD, CDS1, PLA2G12A, CHKB, DGKA, PLD1, PLA2G6, PLA2G4B, PLD2, PCYT2, CHKA, LPCAT2, ETNK2, CDS2, PLA2G10, PLA2G4E, PLPP3, MBOAT7, LPCAT4, PLA2G2C, DGKH, AGPAT2, PGS1, LPCAT3, LYPLA2, ACHE, PCYT1A, DGKI",0.435333935747911,0.115204636051019,FALSE
"transcriptomics","Log2FC","KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.31093,0.9,0.625,6983,0.966,"AGXT, GCAT, AOC2, GATM, SARDH, SHMT1, MAOA, AMT, GAMT, CTH, SDS, GNMT, AOC3, ALAS2, SRR",0.204119982655925,0.0150228735845067,FALSE
"transcriptomics","Log2FC","KEGG_GLYCOLYSIS_GLUCONEOGENESIS",0.4334,1.26,0.141,1880,0.765,"LDHC, ADH7, ACSS2, ALDH3B2, ALDOC, HK2, ALDH1A3, GCK, ALDH3B1, FBP1, PGM1, GALM, PFKL",0.85078088734462,0.116338564846382,FALSE
"transcriptomics","Log2FC","KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE",0.43624,1.26,0.152,4160,0.765,"B4GALT7, CHPF, CHST12, XYLT2, CHST14, XYLT1, CHPF2, CHST11, CHST15",0.818156412055227,0.116338564846382,FALSE
